University,UG Programs,PG Programs
University of Kansas,,"Master of Architecture (3-year); Master of Architecture (Track I: 5+ Year Program); Master of Arts in Classics; Master of Arts in Design with Concentration in Design Management; Master of Arts in Design with Concentration in Environmental Design; Master of Arts in East Asian Languages and Cultures; Master of Arts in English; Master of Arts in French; Master of Arts in Geography; Master of Arts in History; Master of Arts in History of Art; Master of Arts in Linguistics; Master of Arts in Philosophy; Master of Arts in Slavic Languages and Literatures; Master of Arts in Spanish; Master of Arts in Theatre; Master of Arts in Visual Art Education; Master of Fine Arts in Theatre Design-Scenography Concentration; Master of Fine Arts in Visual Art; Master of Music in Conducting; Master of Music in Music Performance; Master of Music in Music Theory or Composition; Master of Music in Musicology; Master of Science in Architectural, Civil, and Environmental Engineering and Environmental Science; Master of Science in Atmospheric Science; Master of Science in Geography; Master of Urban Planning; Master of Engineering in Project Management; Master of Science in Business; Master of Science in Education in Educational Leadership and Policy Studies; Master of Science in Project Management; Master of Civil Engineering; Master of Construction Management; Master of Engineering in Aerospace Engineering; Master of Science in Aerospace Engineering; Master of Science in Chemical and Petroleum Engineering; Master of Science in Computer Engineering; Master of Science in Computer Science; Master of Science in Electrical Engineering; Master of Science in Engineering Management; Master of Science in Health Informatics; Master of Science in Information Technology; Master of Science in Mechanical Engineering; Master of Arts in Anthropology; Master of Arts in Applied Behavioral Science; Master of Arts in Ecology and Evolutionary Biology, Botany, or Entomology; Master of Arts in Molecular, Cellular, and Developmental Biology; Master of Arts in Psychology; Master of Arts in Speech-Language Pathology; Master of Health Services Administration; Master of Occupational Therapy; Master of Science in Biochemistry and Molecular Biology; Master of Science in Bioengineering; Master of Science in Biostatistics; Master of Science in Cancer Biology; Master of Science in Cell Biology and Anatomy; Master of Science in Clinical Research; Master of Science in Education in Educational Psychology and Research; Master of Science in Microbiology; Master of Science in Molecular Biotechnology; Master of Science in Molecular and Integrative Physiology; Master of Science in Neurosciences; Master of Science in Nursing; Master of Science in Pathology; Master of Science in Pharmacology; Master of Science in Toxicology; Masters of Science in Counseling Psychology; Master of Arts in Mathematics; Master of Science in Chemistry; Master of Science in Geology; Master of Science in Physics; Master of Accounting; MD/Master of Health Services Administration; MS in Nursing (Organizational Leadership)/Master of Health Services Administration; Master of Arts in African and African-American Studies; Master of Arts in American Studies; Master of Arts in Communication Studies; Master of Arts in Contemporary East Asian Studies; Master of Arts in Curriculum and Instruction; Master of Arts in Design with Concentration in Interaction Design; Master of Arts in Economics; Master of Arts in Film and Media Studies; Master of Arts in German Studies; Master of Arts in Global and International Studies; Master of Arts in Indigenous Studies; Master of Arts in Latin American and Caribbean Studies; Master of Arts in Museum Studies; Master of Arts in Political Science; Master of Arts in Religious Studies; Master of Arts in Russian, East European and Eurasian Studies; Master of Fine Arts in Creative Writing; Master of Laws in American Legal Studies; Master of Music Education with a Major in Music Education; Master of Music Education with a Major in Music Therapy; Master of Public Administration; Master of Public Health; Master of Science in Business with Supply Chain Management and Logistics Concentration; Master of Science in Education in Curriculum and Instruction; Master of Science in Education in Health, Sport, and Exercise Sciences; Master of Science in Education in Special Education; Master of Science in Journalism; Master of Social Work"
California State Polytechnic University - Pomona,,
Universidad Antonio de Nebrija ,,
Universidad Autónoma de Madrid,,
Universidad de San Carlos de Guatemala,,
Northwestern University,B.S. in Environmental Engineering; Bachelor's with a major in History; B.S. in Electrical Engineering; B.S. in Industrial Engineering; B.S. in Mechanical Engineering; Bachelor of Science in Manufacturing and Design Engineering (MaDE); Bachelor of Arts in Biological Sciences; Bachelor of Science in Biomedical Engineering; B.A. in Materials Science and Engineering; B.S. in Materials Science and Engineering; Bachelor of Science in Applied Mathematics; B.A. in Sociology; B.S. in Journalism,Master's in Prosthetics and Orthotics; MD and Master of Public Health Combined Degree (MD/MPH); Master of Science in Health Communication
SUNY Canton,,
I. Razzakov Kyrgyz State Technical University,,
Rhodes College,,
Dubai Police Academy,,
Indian Institute of Management (IIM) - Indore,,
Universidad Univer,,
Virginia Wesleyan College,,
Barcelona Technology School,,
"Université Jean Monnet, Saint-Etienne",,
University College of Applied Sciences Gaza,,
Advantere School of Management,,Master in Finance; Master in International Management (MIM); Master in Talent Management (HR)
Russian State University for the Humanities ,,
European University Institute,,
Nagasaki University,,
Université de la Nouvelle-Calédonie,,
Dubai Pharmacy College,,
The Kingdom University,,
Hong Kong Shue Yan University,,
National Technical University  ,,
TELECOM Bretagne,,
Universidad Nacional de Río Cuarto - UNRC,,
Gwynedd Mercy University,,
Gulf College,,
University of the District of Columbia,,
ESDEN Business School,,
Ural Institute of Presidential Academy,,
Kaywon School of Arts & Design,,
International University of Monaco,,
UniLaSalle,,
Southern Technical University,,
Accademia Belle Arti Roma,,
Regis University,,
Sewanee-The University of the South,,
Princess Sumaya University for Technology,,
Universidad Rey Juan Carlos,"Comprehensive Design and Image Management; Fashion Design and Management; Fashion Design and Management; Fine Arts; History; History; Landscaping; Landscaping; Philosophy; Philosophy; Spanish Language and Literature; Translating and Interpreting; Translation and Interpretation; Visual Arts and Dance; Accounting and Finance; Business Administration and Management; Business Management; Direction and Management of Companies in the Digital Field; Financial and Actuarial Economics; Marketing; Science, Management and Engineering Services; Aeronautical and Aerospace Engineering; Biomedical Engineering; Biomedical Engineering; Computer Engineering; Computer Engineering (informatics); Cybersecurity engineering; Environmental Engineering; Industrial Technology Engineering; Mechanical Engineering; Robotics software engineering; Software Engineering; Aerospace Engineering in Aerospace Vehicles; Aerospace Engineering in Air Navigation; Aerospace Engineering in Transportation and Airports; Audiovisual and Multimedia Systems Engineering; Biomedical Engineering; Chemical Engineering; Computer Engineering; Cybersecurity Engineering; Energy Engineering; Environmental Engineering; Industrial Electronic and Automatic Engineering; Industrial Organization Engineering; Industrial Technology Engineering; Informatics Engineering; Materials Engineering; Mechanical Engineering; Robotics Software Engineering; Software Engineering; Telecommunication Systems Engineering; Telecommunication Technologies Engineering; Telematics Engineering; Video Game Design and Development; Dentistry; Actuarial and Financial Studies + Administration and Business Managment; Actuarial and Financial Studies + Economy; Administration and Business Management + law; Administration and Business Management + marketing; Administration and Business Management +Service Science, Management and Engineering; Advertising and Public Relations + Administration and Business Management; Advertising and Public Relations + Marketing; Chemical Engineering + Energy Engineering; Chemical Engineering + Environmental Engineering; Computer Engineering + Administration and Business Management; Computer Engineering + Administration and Business Management; Computer Engineering + Computer Hardware Engineering; Criminology + Computer Engineering; Criminology + social woek; Early Childhood Education + Elementary Education; Economy + History; Economy + Journalism; Economy + Maths; Elementary Education + Mathematics; Elementary Education + Spanish languaje and literature; Energy Engineering + Environmental Engineering; Environmental Engineering + Engineering in Industrial Organization; Environmental Engineering + Engineering in Industrial Organization; Fashion Design and Management + Fine Arts; Fashion Design and Management + Integral Design and Image Management; Fine arts (on campus) + Tourism (On line); Fundamentals of Architecture + landscaping; Game Design and Development + Computer Engineering; History + Journalism; History + Political Science and Public Management; History + Tourism; Human Resources and labor relations + social work; International Relations + Economy; International Relations + Journalism; International Relations + Political Science and Public Administration; International relations +Protocol , Event and Corporate Communications; Journalism + Audiovisual Communication; Law + International Relations; Law + International relations; Materials Engineering + Energy Engineering; Occupational therapy+social work; Philosophy + Economy; Philosophy + Political Science and Public Management; Philosophy + Spanish Language and Literature; Philosophy, Political Science and Economics; Physiotherapy+sciences of physical activity and sport; Service Science, Management and Engineering + Industrial Technology Engineering; Service Science, Management and Engineering + marketing; Spanish Language and Literature + Journalism; Spanish sign language and deaf community + Elementary Education; Spanish sign language and deaf community+ social work; Spanish sign language and deaf community+ occupational therapy; Telecommunication Systems Engineering + Administration and Business Management; Tourism + Administration and Business Management; Tourism + Marketing; Biology; Medicine; Nursing; Occupational Therapy; Odontology; Pharmacy; Physiotherapy; Psychology; Environmental Sciences; Experimental Sciences; Food Science and Technology; Mathematics; Water Resources; Accounting and Finance; Audiovisual Communication; Business Administration and Management; Economics; Elementary Education; Financial and Actuarial Economics; Human Resources and labor relations; International Relations; Law; Law (Spanish-French pathway); Management in the Digital Sphere; Protocol , Event and Corporate Communications; Science, Management and Service Engineering; Biology; Environmental Sciences; Experimental Sciences; Food Science and Technology; Advertising and Public Relations; Audiovisual Communication; Criminology; Early Childhood Education; Economics; Economy; International Relations; Journalism; Labour Relations and Human Resources; Physical Activity and Sports Sciences; Political Science and Public Management; Pre-Primary Education; Primary Education; Protocol, Organization of Events and Corporate Communication; Right; Social Work; Spanish Sign Language and the Deaf Community; Tourism","Master's Degree in Art Market Management; Master's Degree in Contemporary Artistic Practices; Master's Degree in Musical Creation and Interpretation; Master's Degree in Performing Arts; Master's Degree in Actuarial and Financial Sciences; Master's Degree in Auditing and Higher Accounting; Master's Degree in Business Organization; Master's Degree in Entrepreneurship; Master's Degree in Financial Planning and Advice; Master's Degree in International Accounting and Financial Management (Online); Master's Degree in International Marketing Management; Master's Degree in Management and Leadership in Cultural Projects; Master's Degree in Senior Management; Master's Degree in Tax and Financial Advisory in a National and International Framework; Master's Degree in Taxation and Accounting; University Master in Protocol, Communication and Integral Organization of Events; Graphic Computing, Games and Virtual Reality; Materials Processing Technologies; Master's Degree in Artificial Vision; Master's Degree in Computer Graphics, Games and Virtual Reality; Master's Degree in Decision Systems Engineering; Master's Degree in Information Systems Engineering (Online); Master's Degree in Materials Processing Technologies; Master's Degree in Bioethics; Master's Degree in Cognitive Neuroscience and Neuropsychology; Master's Degree in Forensic Profiles of Criminal Dangerousness; Master's Degree in Molecular Oncology (Online); Master's Degree in Motor Neurocontrol; Master's Degree in Research in Podiatry (Online); Master's Degree in Conservation Techniques for Biodiversity and Ecology; Master's Degree in Ecosystem Restoration; Master's Degree in Nonlinear Dynamics and Complex Systems; Architecture; Artificial Vision; Austrian School Economics; Bilingual Teaching in Educational Centers Elementary Education and English Language Immersion; Bioethics; Business Organization; CINEMATOGRAPHIC SCREEN AND TELEVISION SERIES; Characterization Techniques and Conservation of Biodiversity; Chemical Engineering. Interuniversitario con la Universidad Autónoma de Madrid (Coordina URJC); Computer Graphics, Games and Virtual Reality; Critical Care; Entrepreneurs; Financial and Tax Law Consulting within the IFRS framework; General Health Psychology; Hydrology and Water Resources Management. Interuniversitario con la Universidad de Alcalá (Coordinadora); Industrial Engineer; International Economic Relations Analysis; International Journalism; Labour Law Consultancy; Law: Legal profession; Leadership and Management of Cultural Projects; Materials Processing Technologies; Modern Economy Analysis; Motor neurocontrol; Nonlinear Dynamics and Complex Systems; Performing Arts; Security, Crisis and Emergencies Management (José Ortega y Gasset University Research Institute Foundation); Senior Management; Taxation and Accounting; Telecommunication Engineering; Terrorism Prevention Analysis; Master's Degee in Screenwriting and Television Series; Master's Degree Applied Communication Research; Master's Degree in Analysis and Prevention of Terrorism; Master's Degree in Analysis of International Economic Relations; Master's Degree in Bilingual Teaching in Educational Centers of Primary Education and Immersion in English Language; Master's Degree in Communication and Sociocultural Problems; Master's Degree in Cultural Journalism and New Trends; Master's Degree in Development of Neurocognitive Techniques in Business Organizations: Neuromanagement; Master's Degree in Digital Journalism and New Professional Profiles; Master's Degree in Economic Criminal Law; Master's Degree in Economic Journalism; Master's Degree in Economics from the Austrian School; Master's Degree in Extracontractual Civil Liability; Master's Degree in Film, Television and Interactive Media; Master's Degree in Gender and Health (Online); Master's Degree in Institutional Framework and Economic Growth; Master's Degree in Intercultural and Business Communication Between China and Europe; Master's Degree in International Journalism; Master's Degree in International Tourism Management; Master's Degree in Law; Master's Degree in Legal and Judicial Translation and Interpretation; Master's Degree in Legal-Labour Counseling; Master's Degree in Modern Economic Analysis; Master's Degree in Security, Crisis and Emergency Management; Master's Degree in Teacher Training for Secondary Education, Baccalaureate, FP and Languages; Master's Degree in the European Union and China (Interuniversity with the Distance University of Madrid) (Online)"
Study in Holland - The Netherlands Institute in Athens,,
Siam University,,
Hansung University Seoul ,,
Instituto Tecnológico de Buenos Aires (ITBA),,
Purchase College SUNY,,
TU Wien – Continuing Education Center,,
University of Illinois at Chicago (UIC),"Acting; Architectural Studies; Architecture; Art; Art Education; Art History; BA with a Major in Classical Studies; BA with a Major in English; BA with a Major in Germanic Studies; BA with a Major in Germanic Studies with a Business Minor; BA with a Major in History; BA with a Major in Italian; BA with a Major in Philosophy; BA with a Major in Polish; BA with a Major in Russian; BA with a Major in Spanish; BS with a Major in Integrated Health Studies—Concentration in Behaviorial Health; BS with a Major in Integrated Health Studies—Concentration in Health and Science; Design; Graphic Design; Industrial Design; Interdisciplinary Education in the Arts; Jazz Studies BMus; Music; Music Business; Performance BMus; Rehabilitation Sciences; Spanish-Economics; Theatre Design, Production, and Technology; Theatre and Performance; Urban Studies; Accounting; Bachelor of Business Administration (BBA); Bachelor of Business Administration (BBA); Entrepreneurship; Finance; Management; Marketing; Civil Engineering; Computer Engineering; Computer Science; Computer Science with Computer Systems Concentration; Computer Science with Human-Centered Computing Concentration; Computer Science with Software Engineering Concentration; Electrical Engineering; Engineering Management; Engineering Physics; Industrial Engineering; Mechanical Engineering; BA with a Major in Anthropology; BA with a Major in Psychology–Applied Psychology Concentration; BA with a Major in Psychology–General Psychology Concentration; BS with a Major in Biological Sciences; Biochemistry; Bioengineering; Kinesiology, Concentration in Exercise Science and Health Promotion; Kinesiology, Concentration in Movement Science; Neuroscience; Nursing; Nutrition, Coordinated Program; Nutrition, Nutrition Science Concentration; BA with a Major in Physics; BS with a Major in Chemistry; BS with a Major in Earth and Environmental Sciences; BS with a Major in Mathematics; Chemical Engineering; Chemistry; Mathematics and Computer Science; Physics; BA with a Major in African American Studies; BA with a Major in Communication; BA with a Major in Criminology, Law, and Justice; BA with a Major in Economics; BA with a Major in Gender and Women’s Studies; BA with a Major in Political Science; BA with a Major in Political Science, Concentration in Law and Courts; BA with a Major in Political Science, Concentration in Urban Politics; BA with a Major in Sociology; BS with a Major in Statistics; Disability and Human Development; Health Information Management; Health Information Management; Human Development and Learning; Human Resource Management; Public Health; Public Health; Teaching of English; Teaching of French; Teaching of German; Teaching of History; Teaching of Mathematics; Teaching of Physics; Teaching of Spanish; Urban Education","Art History (Taught); DMD/MS in Clinical and Translational Science (Taught); Design Criticism (Taught); English (Taught); Environmental and Urban Geography (Taught); French and Francophone Studies (Taught); Germanic Studies (Taught); Hispanic Studies (Taught); History (Taught); Latin American and Latino Studies; MAT History (Taught); MAT Spanish (Taught); MArch Architecture (Taught); MCD City Design (Taught); MCD Master of City Design (effective Fall 2019) (Taught); MD/MS in Clinical and Translational Science (Taught); MDes Graphic Design (Taught); MDes Industrial Design; MEd Language, Literacies, and Learning; MSc Architecture (Taught); MUPP Urban Planning and Policy (Taught); Master of Architecture/MA in Design Criticism Joint Program (Taught); Moving Image; Museum and Exhibition Studies; New Media Arts; Slavic Studies (Taught); Studio Arts (Taught); Accounting (Taught); Business Analytics (Taught); Finance (Taught); MBA/MS in Accounting (Taught); MBA/MS in Management Information Systems (Taught); MS Marketing; MS in Business Analytics/MBA (Taught); MS in Business Analytics/MS in Finance (Taught); MS in Business Analytics/MS in Management Information Systems (Taught); MS in Finance/MS in Management Information Systems (Taught); Chemical Engineering (Taught); Civil Engineering (Taught); Comparative Effectiveness Research (Taught); Computer Science (Taught); Electrical and Computer Engineering (Taught); Engineering (Taught); Health Informatics (Taught); MBA/MS in Management Information Systems; MEE Energy Engineering (Taught); MS Industrial Engineering; MS Materials Engineering; MS Mechanical Engineering; MS in Business Analytics/MS in Management Information Systems; MS in Computer Science/MFA in New Media Arts (Taught); MS in Finance/MS in Management Information Systems; Management Information Systems; Anthropology (Taught); Bioengineering (Taught); Bioinformatics (Taught); Biological Sciences (Taught); Biomedical Visualization (Taught); Clinical and Translational Science (Taught); DMD Dental Medicine (Taught); EMHA Healthcare Administration (Taught); Forensic Science (Taught); Forensic Toxicology (Taught); MA in Anthropology/Master of Public Health (Taught); MD/MS in Bioengineering (Taught); MHA Healthcare Administration (Taught); MPH/MA in Anthropology (Taught); MS Kinesiology; MS Medical Biotechnology; MS Medical Physiology; MS Medicinal Chemistry; MS Neuroscience; MS Nursing; MS Nutrition; MS Occupational Therapy; MS Oral Sciences; MS Pathology (Taught); MS Pharmacognosy (Taught); MS Physiology and Biophysics (Taught); MS Surgery (Taught); Medicine (Professional Program: MD); Chemistry (Taught); Earth and Environmental Sciences (Taught); MS Mathematics; MS Physics (Taught); MST Mathematics; Applied Economics (Taught); Communication (Taught); Criminology, Law, and Justice (Taught); Disability and Human Development (Taught); Economics (Taught); MBA/MA in Economics (Taught); MEd Early Childhood Education (Taught); MEd Instructional Leadership; MEd Measurement, Evaluation, Statistics, and Assessment; MEd Science Education (Taught); MEd Special Education (Taught); MEd Youth Development (Taught); MHPE Health Professions Education (Taught); MS Patient Safety Leadership (Taught); MS Public Health (Taught); MS Rehabilitation Sciences (Taught); MS Statistics (Taught); MS Supply Chain and Operations Management (Taught); Photography (Taught); Political Science (Taught); Public Administration (Taught)"
Shah Abdul Latif University,,
"Deakin University, Office of the Vice-Chancellor",,
University of Okara,,
Pasundan University,,
Nelson Mandela University,,
University of Wisconsin - La Crosse,,
The University of Southern Queensland - School of Management and Enterprise,,
Haute école spécialisée de Suisse occidentale,,
College of Engineering,,
Abu Dhabi School of Management (ADSM),,
PSG College of Technology,,
Zeppelin University,,
"ENSCBP, Bordeaux",,
Northern Kentucky University,Bachelor of Arts in English; Bachelor of Arts in French; Bachelor of Arts in Geography; Bachelor of Arts in German; Bachelor of Arts in Music; Bachelor of Arts in Philosophy; Bachelor of Arts in Spanish; Bachelor of Arts in Theatre; Bachelor of Arts in Theatre in World Cultures; Bachelor of Arts in Visual Arts; Bachelor of Fine Arts in Stage Management; Bachelor of Fine Arts in Theatre Design or Technology; Bachelor of Fine Arts in Theatre Performance; Bachelor of Fine Arts in Visual Arts; Bachelor of Music in Composition; Bachelor of Music in Performance; B.S.B.A. in Entrepreneurship; B.S.B.A. in General Business; B.S.B.A. in Management; B.S.B.A. in Marketing; B.S.B.A. in Sports Business; Bachelor of Arts in Public Relations; Bachelor of Arts in Media Informatics; Bachelor of Science in Business Information Systems; Bachelor of Science in Computer Information Technology; Bachelor of Science in Computer Science; Bachelor of Science in Construction Management; Bachelor of Science in Data Science; Bachelor of Science in Electronics Engineering Technology; Bachelor of Science in Mechanical and Manufacturing Engineering Technology; Accelerated Bachelor of Science in Nursing; B.A. in Anthropology; Bachelor of Arts in Biological Sciences; Bachelor of Arts in Psychological Science; Bachelor of Science in Athletic Training; Bachelor of Science in Biological Sciences; Bachelor of Science in Psychological Science; Bachelor of Science in Radiologic Science; Bachelor of Science in Respiratory Care; Bachelor of Science in Visual Arts; Traditional Bachelor of Science in Nursing; Bachelor of Arts in Chemistry; Bachelor of Arts in Geology; Bachelor of Arts in Physics; Bachelor of Science in Chemistry; Bachelor of Science in Environmental Science; Bachelor of Science in Geology; Bachelor of Science in Health Science; Bachelor of Science in Human Services and Addictions; Bachelor of Science in Mathematics; Bachelor of Science in Physics; Bachelor of Science in Statistics; B.S.B.A. in Accounting; B.S.B.A. in Finance; B.S.B.A. in Global Supply Chain Management; B.S.B.A. in Human Resource Management; Bachelor of Arts in Early Childhood Education (Birth to Kindergarten); Bachelor of Arts in Electronic Media and Broadcasting; Bachelor of Arts in Elementary Education (P-5); Bachelor of Arts in French with Teaching Certification; Bachelor of Arts in German with Teaching Certification; Bachelor of Arts in Integrative Studies; Bachelor of Arts in International Studies; Bachelor of Arts in Journalism; Bachelor of Arts in Middle Grades Education (5-9); Bachelor of Arts in Physical Education (Leading to P-12 Teaching Certification); Bachelor of Arts in Physical Education (Non-Certification Track); Bachelor of Arts in Political Science; Bachelor of Arts in Secondary Education (8-12/P-12); Bachelor of Arts in Social Studies with a Secondary Education Certification; Bachelor of Arts in Spanish with Teaching Certification; Bachelor of Arts in Special Education (P-12); Bachelor of Arts in Visual Communication Design; Bachelor of Fine Arts in Visual Communication Design; Bachelor of Music in Music Education; Bachelor of Science in Economics; Bachelor of Science in Exercise Science; Bachelor of Science in Library Informatics; Bachelor of Science in Sociology; Bachelor of Social Work,Master of Laws
Euler-Franeker Memorial University,,
Yeshiva University,,Online MS in Cybersecurity
"École Supérieure de Commerce, ESC Saint-Etienne",,
Wellesley College,,
Dr B R Ambedkar National Institute of Technology Jalandhar,,
Dalian University of Technology,,
SMU – School of Computing and Information Systems,,
Guru Gobind Singh Indraprastha University,,
Kazan (Volga region) Federal University,Judicial Procedure and Public Prosecutor's Supervision; Law; Law; Applied Computer Sciences; Applied Mathematics; Business Informatics; Fundamental Computer Sciences and Information Technologies; Information Systems and Technologies; Quality Management; Technical Physics; Ecology and Management of Natural Resources; Soil Science; Biology; Dentistry; General Medicine (in English); General Medicine (in Russian); Medical Biochemistry; Pharmacy; Geology; Petroleum Engineering; Software Engineering; Anthropology and Ethnology; Cultural Studies; Economics; Foreign Area Studies; History; International Relations; Linguistics; Oriental and African Studies; Russian Regional Studies; Tourism; Cartography and Geoinformatics; Commerce; Economics; Economics; Environmental Engineering and Water Usage; Geography; Hotel business; Management; Management (in English); Management (in Russian); Personnel Management; Service; State and Municipal Management; Tourism; Astronomy; Biotechnical Systems and Technologies; Geodesy and Remote Sensing; Innovation Studies; Nanotechnologies and Microsystems Equipment; Physics; Radiophysics; Clinical Psychology; Pedagogy and Psychology of Deviant Behaviour; Psychological and Pedagogical Education; Psychology; Special (Defectological) Education; Teacher Training; Teacher Training; Teacher Training (with two educational program specializations); Advertising and Public Relations; Conflictology; Journalism; Media Communication; Philosophy; Political Science; Religion Studies; Sociology; Television; Theology; Design; Design; Philology; Philology; Professional Training (by branches); Applied Mathematics and Informatics; Chemistry; Mathematics; Applied Mechanics; Mathematics and Computer Science; Mechanics and Mathematical Modelling,Chemistry; Law; Law; Applied Computer Sciences; Applied Mathematics; Applied Mathematics and Informatics; Business Informatics; Fundamental Computer Sciences and Information Technologies; Information Systems and Technologies; Biotechnical Systems and Technologies; Innovation Studies; Technical Physics; Ecology and Environmental Management; Biology; Geology (in English); Geology (in Russian); Petroleum Engineering; Software Engineering; Anthropology and Ethnology; Economics; Foreign Area Studies; History; History; History of arts; International Relations; International Relations; Linguistics; Oriental and African Studies; Tourism; Tourism; Banking and Finance; Economics; Economics; Environmental Engineering and Water Usage; Environmental Engineering and Water Usage; Geography; Human Resource Management; Management; Management; State and Municipal Management; Physics; Radiophysics; Psychological and Pedagogical Education; Psychological and Pedagogical Education; Psychology; Special (Defectological) Education; Teacher Training; Teacher Training; Advertising and Public Relations; Conflictology; Journalism; Media Communication; Philosophy; Political Science; Religion Studies; Sociology; Television; Theology; Design; Philology; Philology; Mathematics (in English); Mathematics (in Russian); Mathematics and Computer Science; Mechanics and Mathematical Modelling
The University of Texas at Arlington College of Business,,
ESA Ecole Superieure des Affaires,,
Universidad de Concepción,,
Client_Test_700,,
Universidad de Medellín,,
