University,UG Programs,PG Programs
Universidad Católica de El Salvador,,
SUNY Oswego,,
Fo Guang University (Buddha's Light University),,
Archimedes Foundation / Study in Estonia,,
National Aviation University,,
Medizinische Hochschule Hannover,,
Parsons School of Design at The New School,,
Volga state academy of water transport,,
Hamdan Bin Mohammed Smart University (HBMSU),,
Voronezh State Technical University,,
École Centrale de Lille,,
Nanhua University,,
SGH Warsaw School of Economics,,
University of Palermo,,
"Theatre Academy, University of the Arts Helsinki",,
Dalhousie University Business School,"Environment, Sustainability & Society; Agricultural Business; Agricultural Economics; Animal Science; Aquaculture; Bioveterinary Science; Business Management (Diploma); Environmental Sciences; Integrated Environmental Management; International Food Business; Landscape Architecture; Managed Landscapes (Diploma); Plant Science; Plant Science (Diploma); Pre‑Veterinary Medicine; Small Business Management; Veterinary Technology (Diploma); Community Design; Environmental Design Studies; Acting; Arabic Studies (Minor); Canadian Studies; Chinese Studies; Cinema and Media Studies; Classics; Contemporary Studies; Costume Studies; Creative Writing; Early Modern Studies; English; European Studies; French; Gender and Women's Studies; German; History; History of Science and Technology; International Development Studies; Italian Studies (Minor); Journalism Studies (Minor); Law, Justice and Society; Music; Philosophy; Political Science; Religious Studies; Russian Studies; Scenography; Security Studies (Minor); Sociology and Social Anthropology; Spanish and Latin American Studies; Stage Design and Technical Theatre; Theatre; Dental Hygiene; Chemical Engineering; Civil Engineering; Electrical Engineering; Engineering; Engineering (Diploma); Environmental Engineering; Industrial Engineering; Mechanical Engineering; Mineral Resource Engineering; Diagnostic Medical Ultrasound; Health Promotion; Health Sciences; Kinesiology; Nuclear Medicine Technology; Nursing; Pharmacy (PharmD); Radiological Technology; Recreation (Therapeutic); Recreation Management; Respiratory Therapy; Accounting; Business (Minor); Commerce; Entrepreneurship; Entrepreneurship & Innovation; Finance; International Business; Leadership & Organizations; Management; Management & Globalization; Managing Data and Information; Managing People and Organizations; Marketing Management; Public Sector Management; Supply Chain & Logistics Management; Actuarial Science; Biochemistry & Molecular Biology; Biology; Chemistry; Earth Sciences; Economics; Environmental Science; Integrated Science; Marine Biology; Mathematics; Medical Sciences; Meteorology (Diploma); Microbiology and Immunology; Neuroscience; Ocean Sciences; Physics and Atmospheric Science; Psychology; Statistics; Black African Diaspora (Minor); Indigenous Studies (Minor)",Agriculture; Architecture; Planning (MPS); Planning (MPlan); Creative Nonfiction; French; History; International Development Studies; Journalism; Philosophy; Political Science; Oral and Maxillofacial Surgery; Periodontics; Biological Engineering (MASc); Biological Engineering (MEng); Chemical Engineering (MASc); Chemical Engineering (MEng); Civil and Resource Engineering (MASc); Civil and Resource Engineering (MEng); Electrical Engineering (MASc); Electrical Engineering (MEng); Engineering (MASc); Engineering (MEng); Engineering (MSc); Engineering Mathematics; Environmental Engineering (MASc); Environmental Engineering (MEng); Food Science and Technology; Industrial Engineering (MASc); Industrial Engineering (MEng); Internetworking; Materials Engineering (MASc); Materials Engineering (MEng); Mechanical Engineering (MASc); Mechanical Engineering (MEng); Mineral Resource Engineering (MASc); Mineral Resource Engineering (MEng); Chemistry; Classics; Computational Biology and Bioinformatics; English; Health Administration; Health Promotion; Kinesiology; Law; Microbiology and Immunology; Musicology; Nursing (MN); Nursing (MSc); Occupational Therapy; Occupational Therapy Entry Level; Pharmaceutical Science; Physiology & Biophysics; Psychology & Neuroscience; Social Anthropology; Sociology; Clinical Vision Science; Communication Sciences and Disorders; Leisure Studies; Physiotherapy; Social Work; Business (Master of Science); Environmental Studies; Information; Information Management; Public Administration; Public Administration (Management); Resource & Environmental Management; Biochemistry & Molecular Biology; Community Health & Epidemiology; Medical Neuroscience; Medical Research; Medicine; Pathology; Pharmacology; Psychiatry Research; Biology; Earth Sciences; Economics (MA); Economics (MDE); Marine Management; Mathematics; Medical Physics; Oceanography; Physics and Atmospheric Science; Statistics; Biomedical Engineering (MASc)
Moscow State University of Food Production,,
China University of Geosciences,,
Tokyo University of Agriculture and Technology ,,
Lahore Garrison University,,
University of Miami,B.A. in English 6-12/ESOL; B.A. in Theatre Arts; BA in French; BA in German; BA in Latin American Studies; BA in Spanish; Bachelor of Architecture; Bachelor of Arts in Art History; Bachelor of Arts in Classics; Bachelor of Arts in English Literature Major; Bachelor of Arts in English with a Concentration in British Literary History; Bachelor of Arts in English with a Women's Literature Concentration; Bachelor of Arts in French; Bachelor of Arts in General Study; Bachelor of Arts in Geography and Regional Studies; Bachelor of Arts in German; Bachelor of Arts in History; Bachelor of Arts in Instrumental Performance; Bachelor of Arts in Latin American Studies; Bachelor of Arts in Musicology; Bachelor of Arts in Philosophy; Bachelor of Arts in Philosophy - Pre-Law Track; Bachelor of Arts in Philosophy - Pre-Med Track; Bachelor of Arts in Spanish; Bachelor of Arts in Studio Art; Bachelor of Arts in Theatre Arts; Bachelor of Fine Arts in Ceramics; Bachelor of Fine Arts in Painting; Bachelor of Fine Arts in Photography/Digital Imaging; Bachelor of Fine Arts in Printmaking; Bachelor of Fine Arts in Sculpture; Bachelor of Music in Composition; Bachelor of Music in Composition (Media Writing and Production Track); Bachelor of Music in Instrumental Performance; Bachelor of Music in Keyboard Performance; Bachelor of Music in Music Business and Entertainment Industries; Bachelor of Music in Music Business and Entertainment Industries with Entrepreneurship and Management Emphasis and a Minor in Creative American Music; Bachelor of Music in Studio Music and Jazz - Instrumental Emphasis; Bachelor of Music in Studio Music and Jazz - Vocal Emphasis; Bachelor of Music in Vocal Performance; Bachelor of Science in Communication - Motion Pictures (General Concentration); Bachelor of Science in Environmental Engineering; Bachelor of Science in Health Science (Health Science General Track); Dual Degree Program: Bachelor of Science in Environmental Engineering and Bachelor of Science with a Major in Ecosystem Science and Policy; Bachelor of Business Administration (BBA) in Accounting; Bachelor of Business Administration (BBA) in Business Analystics; Bachelor of Business Administration (BBA) in Economics; Bachelor of Business Administration (BBA) in Entrepreneurship; Bachelor of Business Administration (BBA) in Finance; Bachelor of Business Administration (BBA) in Global Business Studies; Bachelor of Business Administration (BBA) in Legal Studies; Bachelor of Business Administration (BBA) in Management; Bachelor of Business Administration (BBA) in Marketing; Bachelor of Business Administration (BBA) in Real Estate; Bachelor of Science in Communication - Advertising (Advertising Creative Track); Bachelor of Science in Communication - Advertising (Advertising Management Track); Bachelor of Science in Communication - Advertising (General Advertising Track); Bachelor of Science in Communication - Motion Pictures (Business Concentration); Bachelor of Arts in Computer Science; Bachelor of Business Administration (BBA) in Business Technology; Bachelor of Business Administration (BBA) in Computer Information Systems; Bachelor of Science in Aerospace Engineering; Bachelor of Science in Aerospace Engineering and Bachelor of Science in Mechanical Engineering; Bachelor of Science in Architectural Engineering; Bachelor of Science in Biomedical Engineering - Electrical Concentration; Bachelor of Science in Biomedical Engineering - Mechanical Concentration; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering - Computer Engineering Option; Bachelor of Science in Computer Engineering - Pre-Medical; Bachelor of Science in Computer Engineering - Software Engineering Option; Bachelor of Science in Computer Science; Bachelor of Science in Computer Science - Comprehensive Track; Bachelor of Science in Computer Science - Cryptography and Security Track; Bachelor of Science in Computer Science - Flexible Track; Bachelor of Science in Computer Science - Graphics and Games Track; Bachelor of Science in Electrical Engineering - Audio Engineering Option; Bachelor of Science in Electrical Engineering - Electrical Engineering Option; Bachelor of Science in Electrical Engineering - Pre-Medical; Bachelor of Science in Electrical Engineering and Bachelor of Science in Biomedical Engineering; Bachelor of Science in Engineering Science; Bachelor of Science in Engineering Science (Premed Concentration); Bachelor of Science in Industrial Engineering; Bachelor of Science in Industrial Engineering - Engineering Management Concentration; Bachelor of Science in Industrial Engineering - Manufacturing Engineering Concentration; Bachelor of Science in Industrial Engineering - Pre-Medical Concentration; Bachelor of Science in Marine Science and Computer Science; Bachelor of Science in Mechanical Engineering - Aerospace Engineering Concentration; Bachelor of Science in Mechanical Engineering - Automotive Engineering Concentration (Internal Combustion Engines); Bachelor of Science in Music Engineering Technology; B.A. in Biology 6-12 Certification; B.S. in Biology 6-12 Certification; Bachelor of Arts (B.A.) in Psychology; Bachelor of Arts in Anthropology; Bachelor of Arts in Biochemistry and Nutrition; Bachelor of Arts in Biology; Bachelor of Arts in Ecosystem Science and Policy; Bachelor of Arts in Medical Anthropology; Bachelor of Arts in Microbiology and Immunology; Bachelor of Arts in Neuroscience; Bachelor of Arts in Psychology; Bachelor of Music Degree in Music Therapy; Bachelor of Science (B.S.) in Psychology; Bachelor of Science in Athletic Training; Bachelor of Science in Biology; Bachelor of Science in Biomedical Engineering - Biomaterials and Tissue Concentration; Bachelor of Science in Biomedical Engineering - Premedical Concentration; Bachelor of Science in Ecosystem Science and Policy; Bachelor of Science in Health Science (Health Science Management and Policy; Bachelor of Science in Health Science (Pre-Forensics Track); Bachelor of Science in Health Science (Pre-Pharmacy Track); Bachelor of Science in Health Science (Pre-Physical Therapy Track); Bachelor of Science in Marine Science and Biochemistry and Molecular Biology; Bachelor of Science in Marine Science and Biology; Bachelor of Science in Marine Science and Geological Sciences; Bachelor of Science in Marine Science and Meteorology and Marine Science; Bachelor of Science in Marine Science and Meteorology and Mathematics; Bachelor of Science in Marine Science and Microbiology and Immunology; Bachelor of Science in Neuroscience; Bachelor or Arts in Biochemistry and Molecular Biology; B.A. in Chemistry; B.A. in Chemistry 6-12 Certification; B.A. in Mathematics 6-12 Certification; B.A./M.P.S. Program in Marine Affairs; B.S. in Chemistry; B.S. in Chemistry 6-12 Certification; B.S. in Chemistry with Certification by the American Chemical Society Committee for Professional Training of Chemists; B.S. in Mathematics 6-12 Certification; Bachelor of Arts (B.A.) in Geological Sciences; Bachelor of Arts in Chemistry; Bachelor of Arts in Earth Systems; Bachelor of Arts in Geological Sciences; Bachelor of Arts in Marine Affairs; Bachelor of Arts in Mathematics; Bachelor of Arts in Physics; Bachelor of Science (B.S.) in Geological Sciences; Bachelor of Science in Computer Science - Computational Science Track; Bachelor of Science in Marine Science and Chemistry; Bachelor of Science in Marine Science and Physics; Bachelor of Science in Marine and Atmospheric Science - Meteorology; Bachelor of Science in Mathematics; B.A. in Religion and Health Care; B.A. in Religious Studies; Bachelor of Arts in Africana Studies; Bachelor of Arts in American Studies; Bachelor of Arts in Criminology; Bachelor of Arts in Economics; Bachelor of Arts in English with a Creative Writing Concentration; Bachelor of Arts in International Studies; Bachelor of Arts in Judaic Studies; Bachelor of Arts in Political Science; Bachelor of Arts in Religion and Health Care; Bachelor of Arts in Sociology; Bachelor of Arts in Women's and Gender Studies; Bachelor of Fine Arts in Graphics - Multimedia; Bachelor of Music in Music Education; Bachelor of Music in Music Education and Music Therapy Double Major; Bachelor of Music in Music Education with Jazz Emphasis Instrumental; Bachelor of Music in Music Education with Jazz Emphasis Vocal; Bachelor of Science in Communication - Broadcast Journalism; Bachelor of Science in Communication - Electronic Media; Bachelor of Science in Communication - Journalism (Custom Track); Bachelor of Science in Communication - Journalism (Digital News Track); Bachelor of Science in Communication - Journalism (Global Journalism Track); Bachelor of Science in Communication - Journalism (Magazine/Features Track); Bachelor of Science in Communication - Journalism (News Track); Bachelor of Science in Communication - Journalism (Publication Design Track); Bachelor of Science in Communication - Media Management; Bachelor of Science in Communication - Motion Pictures (Critical Studies Concentration); Bachelor of Science in Communication - Motion Pictures (Production Concentration); Bachelor of Science in Communication - Motion Pictures (Screenwriting Concentration); Bachelor of Science in Communication - Public Relations; Bachelor of Science in Communication - Visual Journalism (Multimedia Programming Track); Bachelor of Science in Communication - Visual Journalism (Photojournalism Track); Bachelor of Science in Communication Studies - General Communication Studies; Bachelor of Science in Communication Studies - Intercultural Communication; Bachelor of Science in Communication Studies - Organizational Communication; Bachelor of Science in Communication Studies - Public Relations; Bachelor of Science in Public Health; Bachelor or Arts in Religious Studies,"M.S. in Geodesy; Master of Architecture; Master of Arts in Art History; Master of Arts in Geography and Regional Studies; Master of Arts in International Administration; Master of Arts in Latin American Studies - Creative Industries and Journalism; Master of Arts in Latin American Studies - Global Interactions; Master of Arts in Latin American Studies - Politics and Political Communication; Master of Arts in Latin American Studies - Security Studies; Master of Fine Arts in Ceramics/Glass; Master of Fine Arts in Fiction and Poetry; Master of Fine Arts in Graphic Design and Multimedia; Master of Fine Arts in Painting; Master of Fine Arts in Photography/Digital Imaging; Master of Fine Arts in Printmaking; Master of Fine Arts in Sculpture; Master of Music Theory and Composition; Master of Music in Choral Conducting; Master of Music in Collaborative Piano; Master of Music in Instrumental Conducting; Master of Music in Instrumental Performance; Master of Music in Jazz Pedagogy; Master of Music in Jazz Performance Instrumental; Master of Music in Jazz Performance Vocal; Master of Music in Keyboard Performance and Pedagogy; Master of Music in Media Writing and Production; Master of Music in Multiple Woodwinds; Master of Music in Music Business and Entertainment Industries; Master of Music in Musicology; Master of Music in Piano Performance; Master of Music in Studio Jazz Writing; Master of Music in Vocal Performance; Master of Professional Science (MPS); Master of Real Estate Development and Urbanism; Master of Science in Architecture - Architectural Design; Master of Science in Architecture - Architectural Studies; Master of Science in Civil Engineering (Environmental Emphasis); Master of Urban Design; M.S.Ed. in Exercise Physiology - Strength and Conditioning/Fitness Entrepreneurship; M.S.Ed. in Sport Administration; Master of Arts in Latin American Studies - Sustainability and Innovation; Master of Arts in Public Relations - Non Thesis Track; Master of Arts in Public Relations - Thesis Track; M.S.Ed. in Research, Measurement and Evaluation; Master of Arts in Latin American Studies - Geographic Information Systems (GIS) Option; Master of Science in Architectural Engineering; Master of Science in Civil Engineering; Master of Science in Computer Science - Coursework Option; Master of Science in Computer Science - Thesis Option; Master of Science in Electrical and Computer Engineering; Master of Science in Industrial Engineering; Master of Science in Management of Technology - Non Thesis Option; Master of Science in Mechanical Engineering; Master of Science in Mechanical Engineering - Management Option (Non-Thesis); Master of Science in Music Engineering Technology; Accelerated M.S.Ed. in Exercise Physiology; Accelerated M.S.Ed. in Exercise Physiology - Strength and Conditioning/Fitness Entrepreneurship; Dual Degree Program: Master of Arts in International Administration and Master of Public Health (MAIA/MPH ); Dual Degree Program: Master of Public Administration and Master of Public Health; M.D./M.S in Genomic Medicine; M.S. in Biology with Thesis; M.S. in Biology without Thesis; M.S. in Marine Biology and Fisheries; M.S.Ed. in Counseling and Therapy - Marriage and Family Therapy; M.S.Ed. in Counseling and Therapy - Mental Health Counseling; M.S.Ed. in Exercise Physiology; M.S.Ed. in Nutrition for Health and Human Performance; Master of Arts in International Administration/Master in Public Health (MAIA/MPH); Master of Music degree in Music Therapy; Master of Music degree in Music Therapy with Undergraduate Equivalency; Master of Science in Biomedical Engineering; Master of Science in Nursing - Adult Gerontology Acute Care Nurse Practitioner; Master of Science in Nursing - Adult Gerontology Primary Care Nurse Practitioner; Master of Science in Nursing - Family Nurse Practitioner; M.S. in Biostatistics; M.S. in Environmental Geology and Geochemistry; M.S. in Geophysics; M.S. in Igneous Petrology and Geochemistry; M.S. in Marine and Atmospheric Chemistry; M.S. in Meteorology and Physical Oceanography; M.S. in Physics; M.S. in Sedimentary Systems and Marine Geology; Master of Arts in Mathematics; Master of Science (M.S.) Degree in Marine Geology and Geophysics; Master of Science (M.S.) in Chemistry; Master of Science (M.S.) in Chemistry - Non Thesis Option; Master of Science in Marine and Atmospheric Sciences - Applied Marine Physics; Master of Science in Mathematics; Accelerated Master of Accounting (MAcc) - Assurance Track; Accelerated Master of Accounting (MAcc) - Corporate Accounting Track; Accelerated Master of Science in Taxation; Master of Accounting (MAcc) - Assurance Track; Master of Accounting (MAcc) - Corporate Accounting Track; Master of Science in Taxation; Accelerated M.S.Ed. in Athletic Training; J.D./M.P.A. - Master in Public Administration; M.S. in Marine Affairs and Policy; M.S. in Paleoclimatology and Global Change; M.S.Ed. in Community and Social Change; M.S.Ed. in Higher Education Administration - Enrollment Management; M.S.Ed. in Higher Education Administration - Student Life and Development; Master in Public Administration; Master of Arts (M.A.) in Sociology; Master of Arts in Communication Studies - Non Thesis Track; Master of Arts in Communication Studies - Thesis Track; Master of Arts in Health Communication - Non Thesis Track; Master of Arts in Health Communication - Thesis Track; Master of Arts in Intercultural Communication - Non Thesis Track; Master of Arts in Intercultural Communication - Thesis Track; Master of Arts in Journalism - Electronic Journalism Track; Master of Arts in Journalism - News and Feature Writing Track; Master of Arts in Liberal Studies; Master of Music in Music Education; Master of Music in Music Education with Teacher Certification; Master of Public Administration/ Master in Public Health (MPA/MPH); Master of Public Health (MPH); Master of Science in Environmental Health and Safety - Non Thesis Option; Master of Science in Environmental Health and Safety - Thesis Option; Master of Science in Occupational Ergonomics and Safety - Non Thesis Option; Master of Science in Public Health; Peace Corps Master's International Program in Community and Social Change"
University of Silesia in Katowice,,
Universidad de Salamanca,,
EENI The Global Business School,,
STMIK -STIE Mikroskil,,
Belarusian State Academy of Music (BGAM),,
Industrial University of Tyumen (IUT),,
Notre Dame of Maryland University,,
JCA London Fashion Academy,,
Cambridge Judge Business School,,"MPhil in Finance; MPhil in Innovation, Strategy and Organisation; MPhil in Management; MPhil in Strategy, Marketing and Operations; MPhil in Technology Policy; MSt in Entrepreneurship; MSt in Social Innovation; Master of Accounting; Master of Finance"
EURECOM,,
Telecom Paris,,"Master 2 Embedded Systems and Information Processing; Master 2 Research in Design; Master Year 2 Data and Artificial Intelligence; Master Year 2 Integration, Circuits and Systems; Master Year 2 Interaction, Graphics & Design; Master of Science in Engineering; Post-Master’s Degree in Smart Mobility"
Interregional Open Social Institute,,
Bina Nusantara University (BINUS),,
University of Lisbon ,,
Nanzan University,,
"California Polytechnic State University, Orfalea College of Business",,
Butler University,,
Universidade de Santa Cruz do Sul,,
ISAM International School of Agri Management,,Master Internacional en Gestión de Agronegocios; Master Internacional en Gestión de Agronegocios Online; Master in International Agribusiness Management; Master in International Agribusiness Management Online
Prestige Institute of Management and Research,,
Center for American Education,,
Texas A&M University,BSN in Nursing,MENGR in Aerospace Engineering; MENGR in Computer Engineering; MENGR in Electrical Engineering; MENGR in Engineering; MENGR in Mechanical Engineering; MENGR in Petroleum Engineering; METM in Technical Management; MID in Industrial Distribution; MS in Energy; MS in Engineering Management; MS in Safety Engineering; ​MENGR in Industrial Engineering; MAGR in Agricultural Development; MAGR in Poultry Science; MAGR in Poultry Science; MENGR in Biological and Agricultural Engineering; MNRD in Natural Resource Development; MPH in Epidemiology; MS in Agricultural Systems Management; MS in Education for Health Care Professionals; MS in Plant Breeding; MSN in Forensic Nursing; MSN in Nursing Education; MWSC in Wildlife Science; Master of Agriculture (MAg); MGSC in Geoscience; MS in Mathematics; MS in Statistics; EMPSA in Public Service and Administration; LLM in Laws; MJUR in Jurisprudence; MMAL in Maritime Business Administration and Logistics​​; MS in Analytics; MEd in Bilingual Education; MEd in Curriculum and Instruction; MEd in Educational Administration; MEd in Educational Psychology; MEd in Educational Technology; MEd in Special Education; MS in Bilingual Education; MS in Educational Human Resource Development; MS in Health Education; MS in Special Education; MS in Sport Management
Jerusalem College of Technology ,,
Conservatoire national supérieur d’art dramatique de Paris (CNSAD),,
Saint Petersburg Electrotechnical University ETU-LETI,,
Hochschule für Künste Bremen,,
Marist College,,
