University,UG Programs,PG Programs
Almaty University of Power Engineering and Telecommunications,,
Universidade Salvador (UNIFACS),,
South China Normal University,,
University of Southern Mindanao,Bachelor of Science in Biology,
College of Business,,
Southwestern University of Finance and Economics,,
Royal Holloway University of London School of Business and Management,"American Literature and Creative Writing; Ancient History; Ancient History and Philosophy; Ancient History with Philosophy; Ancient and Medieval History; Classical Archaeology and Ancient History; Classical Studies; Classical Studies and Comparative Literature and Culture; Classical Studies and Philosophy; Classical Studies with Philosophy; Classics; Classics and Philosophy; Classics with Philosophy; Comparative Literature and Culture; Comparative Literature and Culture and Drama; Comparative Literature and Culture and English; Comparative Literature and Culture and Philosophy; Comparative Literature and Culture with International Film; Comparative Literature and Culture with Philosophy; Comparative Literature and Cultures with History of Art and Visual Culture; Drama and Philosophy; Drama and Theatre Studies; Drama with Philosophy; English; English and American Literature; English and Classical Studies; English and Creative Writing; English and Drama; English and Film Studies; English and History; English and Latin; English and Philosophy; English with Philosophy; Geography; History; History and Music; History and Philosophy; History of Art and Visual Culture and Comparative Literature and Culture; Human Geography; Liberal Arts; Liberal Arts with a Language Year Abroad; Liberal Arts with an International Year; Modern Languages; Modern Languages and Classical Studies; Modern Languages and Comparative Literature and Culture; Modern Languages and Drama; Modern Languages and English; Modern Languages and Greek; Modern Languages and History; Modern Languages and History of Art and Visual Cultures; Modern Languages and Latin; Modern Languages and Management; Modern Languages and Music; Modern Languages and Philosophy; Modern Languages with History of Art and Visual Cultures; Modern Languages with International Relations; Modern Languages with Music; Modern Languages with Philosophy; Modern and Contemporary History; Music and English; Music and Philosophy; Music with Philosophy; Music with Political Studies; Philosophy; Physical Geography; Translation Studies; Translation Studies and Comparative Literature and Culture; Translation Studies and Comparative Literature and Culture with a year abroad; Translation Studies and History of Art and Visual Culture; Translation Studies and History of Art and Visual Culture with a year abroad; Translation Studies with History of Art and Visual Culture; Translation Studies with History of Art and Visual Culture with a year abroad; Translation Studies with International Film; Translation Studies with International Film with a year abroad; Accounting and Finance; Accounting and Finance with a Year in Business; Business and Management; Business and Management (Year in Business); Finance and Mathematics; Management with Accounting; Management with Accounting (Year in Business); Management with Digital Innovation; Management with Digital Innovation (Year in Business); Management with Entrepreneurship; Management with Entrepreneurship (Year in Business); Management with Human Resources; Management with Human Resources (Year in Business); Management with International Business; Management with International Business (Year in Business); Management with Marketing; Management with Marketing (Year in Business); Computer Science; Computer Science (Artificial Intelligence); Computer Science (Artificial Intelligence) with a Year-in-Industry; Computer Science (Information Security); Computer Science (Information Security) with a Year-in-Industry; Computer Science (Software Engineering); Computer Science (Software Engineering) with a Year-in-Industry; Computer Science and Mathematics; Computer Science with a Year-in-Industry; Electronic Engineering; Electronic Engineering with a Year in Industry; MEng Electronic Engineering; MEng Electronic Engineering with a Year in Industry; MSci Computer Science; MSci Computer Science (Artificial Intelligence) with a Year-in-Industry; MSci Computer Science (Information Security); MSci Computer Science (Information Security) with Year-in-Industry; MSci Computer Science (Software Engineering); MSci Computer Science (Software Engineering) with a Year-in-Industry; MSci Computer Science with a Year-in-Industry; Applied Psychology; Biomedical Sciences; MSci Psychology; Psychology; Psychology, Clinical Psychology and Mental Health; Psychology, Development and Development Disorders; Zoology; Environmental Geology; Environmental Geology with a Year in Industry; Geology; MSci Environmental Geoscience; MSci Environmental Geoscience with Year in Industry; MSci Environmental Geoscience with a Year of International Study; MSci Geoscience with A Year of International Study; MSci Mathematics and Physics; MSci Physics; MSci Theoretical Physics; Mathematical Studies; Mathematics; Mathematics MSci; Mathematics and Music; Mathematics and Physics; Mathematics with French; Mathematics with German; Mathematics with Italian; Mathematics with Philosophy; Mathematics with Spanish; Mathematics with Statistics; Physics; Physics with Music; Physics with Particle Physics MSci; Physics with Philosophy; Theoretical Physics; BSc (Econ) Economics; BSc (Econ) Economics with French; BSc (Econ) Economics with German; BSc (Econ) Economics with Italian; BSc (Econ) Economics with Music; BSc (Econ) Economics with Political Studies; BSc (Econ) Economics with Spanish; BSc (Econ) Financial and Business Economics; Criminology and Psychology; Digital Media Culture and Technology; Economics and Management; Economics and Mathematics; Economics, Politics and International Relations; European and International Studies (German); European and International Studies (Spanish); Film Studies; Film Studies with Philosophy; Film, Television and Digital Production; International Relations; LLB Law; LLB Law with Criminology; LLB Law with Criminology with a Year in Industry; LLB Law with Sociology with a Year in Industry; Politics; Politics and International Relations; Politics and International Relations and Philosophy; Politics with Philosophy; Politics, International Relations and Modern Languages (French); Politics, International Relations and Modern Languages (Italian); Politics, Philosophy and Economics","Ancient History; Ancient History; Classical Reception; Classical Reception; Classics; Classics; Crusader Studies; Crusader Studies; Cultural Geography; Cultural Geography; English Literature; English Literature; European Philosophy; European Philosophy; Holocaust Studies; Holocaust Studies; Late Antique and Byzantine Studies; Late Antique and Byzantine Studies; Medieval Studies; Medieval Studies; Modern Philosophy; Modern Philosophy; Music (MMus); Music (MMus); Political Philosophy; Political Philosophy; Public History; Public History; Quaternary Science; Quaternary Science; Victorian Literature, Art and Culture; Victorian Literature, Art and Culture; Accounting and Financial Management; Business Analytics; Computational Finance; Computational Finance; Computational Finance with a year in industry; Computational Finance with a year in industry; Digital Business; Digital Marketing; Entrepreneurship and Innovation; Finance; Finance (2 year course); International Business Management; International Business Management (Marketing); International Business Management (Strategy and Leadership); Marketing; Project Management; Data Science and Analytics; Data Science and Analytics; Data Science and Analytics with a year in industry; Distributed and Networked Systems with a year in industry; Engineering Management; Information Security; Information Security; Information Security (via Distance Learning); Information Security with a Year in Industry; Applied Social Psychology; Applied Social Psychology; Clinical Psychology; Clinical Psychology; Forensic Psychology; Forensic Psychology; Environmental Diagnosis and Management; Environmental Diagnosis and Management; Mathematics for Applications; Mathematics for Applications; Mathematics of Cryptography and Communications; Mathematics of Cryptography and Communications; Physics; Physics; Physics Euromasters (2 year course); Sustainability and Management; Economics; Economics (Two-Year); Film, Television and Digital Production; Film, Television and Digital Production; Human Resource Management; International Media Management; International Public Policy; International Public Policy; International Relations; International Relations; International Security; International Security; MSc Logistics and Supply Chain Management; Media, Power and Public Affairs; Media, Power and Public Affairs; Politics of Development; Politics of Development; Social Work"
Universidad Científica del Sur,,
Emporia State University,Bachelor of Arts in Art; Bachelor of Arts in English; Bachelor of Arts in History; Bachelor of Arts in Modern Language; Bachelor of Arts in Music; Bachelor of Arts in Music - Digital Audio Recording Concentration; Bachelor of Arts in Theatre; Bachelor of Fine Arts in Art; Bachelor of Fine Arts in Theatre; Bachelor of Music Concentration in Music Performance; Bachelor of Music in Music; Bachelor of Science in Art; Bachelor of Science in History; Bachelor of Arts in Biology; Bachelor of Science in Biochemistry and Molecular Biology; Bachelor of Science in Biology; Bachelor of Science in Education Psychology Teaching Field; Bachelor of Science in Nursing; Bachelor of Science in Rehabilitation Services Education; Bachelor of Arts in Chemistry; Bachelor of Arts in Chemistry - Biochemistry Concentration; Bachelor of Arts in Chemistry - Environmental Chemistry Concentration; Bachelor of Arts in Chemistry - Pre-Medical Program; Bachelor of Arts in Earth Science; Bachelor of Arts in Mathematics; Bachelor of Arts in Physics; Bachelor of Science in Chemistry; Bachelor of Science in Chemistry - Pre-Medical Program; Bachelor of Science in Chemistry and B.S. in Engineering (Dual Degree); Bachelor of Science in Earth Science; Bachelor of Science in Earth Science and B.S. in engineering (Dual Degree); Bachelor of Science in Mathematics; Bachelor of Science in Mathematics - Computer Science Concentration and B.S. in Engineering (Dual Degree); Bachelor of Science in Mathematics - Statistics Concentration; Bachelor of Science in Mathematics - Statistics Concentration and B.S. in Engineering (Dual Degree); Bachelor of Science in Mathematics Major and B.S. in Engineering (Dual Degree); Bachelor of Science in Physics; Bachelor of Science in Physics and B.S. in Engineering (Dual Degree); Bachelor of Arts in Communication; Bachelor of Arts in Crime and Delinquency Studies; Bachelor of Arts in Political Science; Bachelor of Arts in Sociology; Bachelor of Music Concentration in Music Education; Bachelor of Science in Athletic Training; Bachelor of Science in Communication; Bachelor of Science in Crime and Delinquency Studies; Bachelor of Science in Economics; Bachelor of Science in Education - Elementary Education; Bachelor of Science in Education - Journalism Licensure; Bachelor of Science in Education - Secondary Modern Language Teaching Field; Bachelor of Science in Education Art Teaching Field; Bachelor of Science in Education Biology Teaching Field; Bachelor of Science in Education English Teaching Field; Bachelor of Science in Education English Teaching Field - Middle Level Licensure; Bachelor of Science in Education Mathematics Teaching Field; Bachelor of Science in Education Science Teaching Field - Grades 5-8; Bachelor of Science in Education Social Sciences Teaching Field; Bachelor of Science in Education Speech and Theatre Teaching Field; Bachelor of Science in Education in Health Education Teaching Field; Bachelor of Science in Education in Physical Education Teaching Field; Bachelor of Science in Education in Secondary Education; Bachelor of Science in Health Promotion; Bachelor of Science in Political Science; Bachelor of Science in Recreation; Bachelor of Science in Sociology,"Master of Arts in English; Master of Library Science; Master of Music in Music Performance Emphasis; Master of Science in Instructional Design and Technology; Master of Science in Physical Science - Chemistry Concentration; Master of Science in Physical Science - Earth Science Concentration; Master of Science in Physical Science - Physical Science Concentration; Master of Science in Physical Science - Physics Concentration; Master of Arts in Biology; Master of Science in Art Therapy Counseling; Master of Science in Art Therapy Counseling and Master of Science in Clinical Counselling (Dual Curriculum); Master of Science in Clinical Counseling; Master of Science in Clinical Psychology; Master of Science in Psychology - Experimental Concentration; Master of Science in Psychology - Industrial/Organizational Concentration; Master of Science in Rehabilitation Counseling; Master of Science in School Counseling; Master of Science in School Psychology; Master of Science in Mathematics; Master of Accountancy; Master of Arts Teaching of English to Speakers of Other Languages (TESOL); Master of Library Science with School Library Media Licensure; Master of Science in Early Childhood Unified; Master of Science in Forensic Science; Master of Science in Instructional Specialist - Elementary Content Concentration; Master of Science in Instructional Specialist - Elementary Stem Concentration; Master of Science in Instructional Specialist - Reading Specialist K-12 Concentration; Master of Science in Special Education - Gifted, Talented, and Creative Concentration; Master of Science in Special Education - High Incidence Concentration"
Arabian Gulf University,,
Nagaoka University of Technology,,
Taiyuan University of Technology,,
Unity College,,
University of Kwazulu-Natal,,
Interregional Academy of Personnel Management,,
National University of Tainan,,
SRUC (Scotland's Rural College),,
Dr B R Ambedkar National Institute of Technology Jalandhar,,
"University of Economics in Bratislava, Slovakia",,
École Supérieure de Chimie Organique et Minérale (ESCOM),,
China Europe International Business School (CEIBS),,
École d'Ingénieurs ECAM Rennes,,
Universidad de Ibagué,,
Wesley College,,
Higher Normal School Mostaganem,Middle School Arabic Teacher; Middle School French Teacher; Primary School Arabic Teacher; Primary School French Teacher; Secondary School Arabic Teacher; Secondary School French Teacher; Secondary School Mathematics Teacher; Secondary School Physics Teacher,
University of the Assumption,,
Universidad Nacional de Trujillo,,
W. P. Carey School of Business,,
Hochschule für Technik Stuttgart,,
Ho Chi Minh City University of Technology (HUTECH),,
National Ilan University,,
Modern University for Technology and Information,,
The University of Sheffield,Accounting and Financial Management; Accounting and Financial Management and Economics; Accounting and Financial Management and Mathematics; Aerospace Engineering (3 years); Aerospace Engineering (Private Pilot Instruction); Aerospace Engineering with a Year in Industry; Applied Social Science with Foundation Year; Applied Social Sciences; Archaeology; Archaeology; Archaeology and History; Archaeology and Modern Languages & Cultures; Archaeology with Foundation Year; Architecture; Architecture and Landscape; Artificial Intelligence and Computer Science; Artificial Intelligence and Computer Science with a Year in Industry (4 years); Bio-dental Science and Technology; Biochemistry; Biochemistry and Genetics; Biochemistry and Genetics with a Year in Industry; Biochemistry and Microbiology; Biochemistry and Microbiology with a Year in Industry; Biochemistry with a Year in Industry; Bioengineering; Bioengineering with a Foundation Year; Biomaterials Science and Engineering; Biomedical Science (3 years); Biomedical Science with Foundation Year; Biomedical Science with a Year Abroad; Biomedical Science with a Year in Industry; Business Management; Business Management and Economics; Business Management and Japanese Studies; Business Management and Mathematics; Business Management with Foundation Year; Chemical Engineering (3 years); Chemical Engineering with Industrial Experience; Chemistry (3 years); Chinese Studies; Chinese Studies and Business Management; Chinese Studies and History; Chinese Studies with French; Chinese Studies with German; Chinese Studies with Japanese; Chinese Studies with Russian; Chinese Studies with Spanish; Civil Engineering (3 years); Civil Engineering with a Year in Industry (BEng); Classical and Historical Archaeology; Computer Science (3 years); Computer Science and Mathematics (3 years); Computer Science and Mathematics with a Year in Industry (4 years); Computer Science with a Year in Industry (4 years); Computer Systems Engineering (3 years); Computer Systems Engineering with a Year in Industry (BEng); Dentistry; Digital Media and Society; East Asian Studies; Economics; Economics and Mathematics; Economics and Philosophy; Economics and Politics; Economics with Finance; Electrical Engineering (3 years); Electrical Engineering with a Year in Industry; Electrical and Electronic Engineering; Electrical and Electronic Engineering with a Year in Industry; Electronic Engineering (3 years); Electronic Engineering with a Year in Industry; Electronic and Communications Engineering (3 years); Electronic and Communications Engineering with a Year in Industry; English Language and Linguistics; English Language and Linguistics with Foundation Year; English Language and Literature; English Language and Literature with Foundation Year; English Language and Sociology; English Literature; English Literature with Foundation Year; English and French; English and German; English and Hispanic Studies; English and History; English and Music; English and Philosophy; English and Russian; English and Theatre; Environmental Science (3 years); Environmental Science with a Foundation Year; Financial Mathematics; French Studies; French and History; French and Linguistics; French and Philosophy; French and Politics; French with Luxembourg Studies; Geography; Geography and Planning; Geography and Planning with Foundation Year; Geography with Foundation Year; German and Business Management; German and Economics; German and Hispanic Studies; German and History; German and Linguistics; German and Philosophy; German and Politics; German with Luxembourg Studies; Germanic Studies; Germanic Studies with Japanese; Health and Human Sciences; Health and Human Sciences with Foundation Year; Hispanic Studies; Hispanic Studies and Business Management; Hispanic Studies and Economics; Hispanic Studies and Politics; Hispanic Studies with Czech; Hispanic Studies with Japanese; Hispanic Studies with Polish; History; History and Hispanic Studies; History and Music; History and Philosophy; History and Politics; History and Russian; History and Sociology; History with Dutch; History with Foundation Year; International Business Management with Study Abroad; International Relations and Politics; Japanese Studies; Japanese Studies and History; Japanese Studies with German; Japanese Studies with Russian; Journalism Studies; Korean Studies; Korean Studies with Japanese; Landscape Architecture; Law; Law (European and International); Law (with Chinese Law); Law (with French Law); Law (with German Law); Law and Criminology; Linguistics and Hispanic Studies; Linguistics and Japanese Studies; Linguistics and Philosophy; Linguistics and Russian; Materials Science & Engineering with a Year in Industry; Materials Science and Engineering (3 years); Mathematics (3 years); Mathematics and Philosophy (3 years); Mathematics and Statistics; Mechanical Engineering (3 years); Mechanical Engineering with a Year in Industry; Mechatronic and Robotic Engineering; Mechatronic and Robotic Engineering with a Year in Industry (BEng); Medicine (Phase One); Modern Languages; Music and Chinese Studies; Music and East Asian Studies; Music and Hispanic Studies; Music and Korean Studies; Music and Philosophy; Nursing (Adult); Philosophy; Philosophy and Hispanic Studies; Philosophy and Religion; Philosophy with Foundation Year; Physics (3 years); Physics and Astrophysics (3 years); Physics and Philosophy (3 years); Physics with Computer Science (3 years); Physics with Medical Physics (3 years); Plant Sciences (3 years); Politics; Politics and Philosophy; Politics and Sociology; Politics with Foundation Year; Prehistoric Archaeology; Psychology; Psychology with Foundation Year; Quantitative Social Sciences; Russian Studies; Russian and Economics; Russian and Hispanic Studies; Russian and Philosophy; Russian and Politics; Sociology; Sociology with Criminology; Sociology with Criminology with Foundation Year; Sociology with Foundation Year; Sociology with Social Policy; Software Engineering (3 years); Software Engineering with a Year in Industry; Speech and Language Science; Speech and Language Sciences with Foundation Year; Speech and Language Therapy; Systems Engineering with a Foundation Year (4 years); Systems and Control Engineering (3 years); Systems and Control Engineering (Engineering Management); Systems and Control Engineering with a Year in Industry (BEng); Theoretical Physics (3 years); Urban Studies; Urban Studies with Foundation Year; Zoology (3 years),"Information Studies (Research); Acquired Communication Disorders (Taught); Acquired Communication Disorders (Taught); Advanced Computer Science (Taught); Advanced Control and Systems Engineering (Taught); Advanced Control and Systems Engineering with Industrial Management (Taught); Advanced Electrical Machines (Power Electronics and Drives) (Taught); Advanced Manufacturing Technologies (Research); Advanced Manufacturing Technologies (with the Advanced Manufacturing Research Centre) (Taught); Advanced Mechanical Engineering (Research); Advanced Nursing Studies (Taught); Advanced Software Engineering (Taught); Aegean Archaeology (Taught); Aegean Archaeology (Taught); Aerospace Engineering (4 years); Aerospace Engineering (Private Pilot Instruction); Aerospace Engineering with a Foundation Year; Aerospace Engineering with a Year in Industry; Aerospace Engineering with a Year in North America; Aerospace Materials (Taught); American History (Taught); American History (Taught); Applied Geographical Information Systems (Taught); Applied Linguistics with Teaching English to Speakers of Other Languages (TESOL) (Taught); Applied Linguistics with Teaching English to Speakers of Other Languages (TESOL) (Taught); Applied Professional Studies in Education (Online) (Taught); Applied Professional Studies in Education (Taught); Archaeology (Research); Archaeology (Research); Archaeology (Taught); Archaeology (Taught); Archaeology of the Classical Mediterranean (Taught); Archaeology of the Classical Mediterranean (Taught); Architectural Design (Taught); Architectural Engineering; Architectural Engineering Design (Taught); Architectural Engineering with a Year in Industry (MEng); Architecture (Research); Architecture (Taught); Architecture (Taught); Architecture and Landscape Architecture (Taught); Architecture and Town and Regional Planning (Taught); Artificial Intelligence & Computer Science with a Year in Industry (5 years); Artificial Intelligence and Computer Science (4 years); Automatic Control Systems and Engineering (Research); Automatic Control Systems and Engineering (Research); Biochemical Engineering with Industrial Management (Taught); Biological and Bioprocess Engineering (Taught); Biomaterials Science and Engineering; Biomaterials and Regenerative Medicine (Taught); Biomedical Science; Biomedical Science (Research); Biomedical Science (Research); Biomedical Science (Taught); Biomedical Science with a Year in Industry; Business Finance and Economics (Taught); Business Finance and Economics (Taught); Cardiovascular Sciences (Research); Cardiovascular Sciences (Research); Catalan Studies (Taught); Catalan Studies (Taught); Chemical Engineering (4 years); Chemical Engineering with (foundation year); Chemical Engineering with Biotechnology; Chemical Engineering with Chemistry; Chemical Engineering with Energy; Chemical Engineering with Nuclear Technology; Chemical Engineering with a Year in Industry; Chemical Physics (4 years); Chemical and Process Engineering (Research); Chemical and Process Engineering (Research); Chemistry (4 years); Chemistry (Research); Chemistry (Research); Chemistry (Taught); Chemistry with Biological and Medicinal Chemistry; Chemistry with Study in America (4 years); Chemistry with Study in Australasia (4 years); Chemistry with Study in Industry (4 years); Chinese Studies (Research); Chinese Studies (Research); Civil Engineering (4 years); Civil Engineering (Taught); Civil Engineering (Taught); Civil Engineering with a Foundation Year (5 years); Civil Engineering with a Modern Language (4 years); Civil Engineering with a Year in Industry (MEng); Civil and Structural Engineering (4 years); Civil and Structural Engineering (Research); Civil and Structural Engineering (Research); Civil and Structural Engineering with a Year in Industry (MEng); Clinical Research (Taught); Cognitive Neuroscience and Human Neuroimaging (Research); Cognitive Studies (Taught); Cognitive Studies (Taught); Computational Medicine (Taught); Computer Science (4 years); Computer Science (Research); Computer Science (Research); Computer Science Foundation Year (4 or 5 years); Computer Science with Mathematics (4 years); Computer Science with Mathematics with a Year in Industry (5 years); Computer Science with Speech and Language Processing (Taught); Computer Science with a Year in Industry (5 years); Computer Systems Engineering (4 years); Computer Systems Engineering with a Year in Industry (MEng); Corporate and Commercial Law (Taught); Corporate and Commercial Law (Taught); Creative and Cultural Industries Management (Taught); Cultural Heritage Management (Taught); Cultural Materials (Taught); Cultural Materials (Taught); Data Science (Taught); Data Science (Taught); Dental Materials Science (Taught); Digital Architecture and Design (Taught); Digital Architecture and Design (Taught); Digital Library Management (Taught); Digital Library Management (Taught); Digital Media and Society (Taught); Early Childhood Education (Taught); Early Modern History (Taught); Early Modern History (Taught); Earthquake and Civil Engineering Dynamics (Taught); Earthquake and Civil Engineering Dynamics (Taught); East Asian Business (Taught); East Asian Studies (Research); East Asian Studies (Research); Ecology and Environment (Taught); Economics (Research); Economics (Research); Economics (Taught); Economics (Taught); Economics and Health Economics (Taught); Economics and Public Policy (Taught); Economics and Public Policy (Taught); Education (Early Childhood) (Taught); Education (Language and Education) (Taught); Education (Research); Education (Research); Education (Taught); Electrical & Electronic Engineering with a Year in Industry; Electrical Engineering (4 years); Electrical Engineering with a Year in Industry; Electrical and Electronic Engineering; Electrical and Electronic Engineering with a Foundation Year (4 or 5 years); Electronic Engineering (4 years); Electronic Engineering with a Year in Industry; Electronic and Communications Engineering (4 years); Electronic and Communications Engineering with a Year in Industry; Electronic and Electrical Engineering (Research); Electronic and Electrical Engineering (Research); Electronic and Electrical Engineering (Taught); Electronic and Electrical Engineering with a Modern Language; Energy Engineering with Industrial Management (Taught); Engineering; Engineering Materials (Research); Engineering Materials (Research); Engineering with a Year in Industry; English Cultural Tradition (Research); English Cultural Tradition (Research); English Language Studies (Research); English Language Studies (Research); English Language and Linguistics (Taught); English Language and Linguistics (Taught); English Literature (Creative Writing) (Taught); English Literature (Creative Writing) (Taught); English Literature (Research); English Literature (Research); English Literature (Taught); English Literature (Taught); English Studies (Taught); English Studies (Taught); Entrepreneurship and Management (Taught); Environmental Archaeology and Palaeoeconomy (Taught); Environmental Archaeology and Palaeoeconomy (Taught); Environmental Change and International Development (Taught); Environmental Change and International Development (Taught); Environmental Science; Environmental and Energy Engineering (Taught); European Gender Studies (Taught); European Gender Studies (Taught); European Law (Taught); European Law (Taught); European and Global Affairs (Taught); Finance (Taught); Finance (Taught); Finance and Accounting (Taught); Financial Economics (Taught); Financial Economics (Taught); French Studies (research track) (Taught); French Studies (research track) (Taught); Genomic Medicine (Research); Genomic Medicine (Research); Geography; Geography (Research); Geography (Research); Germanic Studies (Research); Germanic Studies (Research); Germanic Studies (programme track) (Taught); Germanic Studies (programme track) (Taught); Germanic Studies (research track) (Taught); Germanic Studies (research track) (Taught); Global Marketing Management (Taught); Globalising Education (Policy and Practice) (Taught); Health Economics and Decision Modelling (Taught); Health Economics and Decision Modelling (Taught); Health and Related Research (Research); Health and Related Research (Research); Hispanic Studies (Taught); Hispanic Studies (Taught); Historical Research (Taught); Historical Research (Taught); History (Research); History (Research); Human Anatomy and Education (Taught); Human Geography (Research); Human Geography (Research); Human Metabolism and Clinical Biochemistry (Research); Human Metabolism and Clinical Biochemistry (Research); Human Nutrition (Taught); Human Nutrition (Taught); Human Osteology and Funerary Archaeology (Taught); Human Osteology and Funerary Archaeology (Taught); Human Resource Management (Taught); Human and Molecular Genetics (Taught); Information Management (Taught); Information Management (Taught); Information Management (professional enhancement programme) (Taught); Information Management (professional enhancement programme) (Taught); Information Studies (Research); Information Systems (Taught); Information Systems (Taught); Information Systems (professional enhancement programme) (Taught); Information Systems (professional enhancement programme) (Taught); Information Systems Management (Taught); Intercultural Communication (Taught); Intercultural Communication (Taught); Intercultural Communication and International Development (Taught); International Criminology (Taught); International Criminology (Taught); International Development (Taught); International Development (Taught); International Finance and Economics (Taught); International Finance and Economics (Taught); International Health Management and Leadership (Taught); International Health Technology Assessment (Taught); International Law and Global Justice (Taught); International Law and Global Justice (Taught); International Management and Marketing (Taught); International Political Communication (Taught); International Politics (Taught); International Politics (Taught); International Social Change and Policy (Taught); International Social Change and Policy (Taught); Japanese Studies (Research); Japanese Studies (Research); Korean Studies (Research); Korean Studies (Research); Landscape Archaeology (Taught); Landscape Archaeology (Taught); Landscape Architecture (Taught); Landscape Management (Taught); Landscape Management (Taught); Landscape Studies (Taught); Language and Communication Impairment in Children (Taught); Latin American Studies (Taught); Latin American Studies (Taught); Law (Research); Law (Research); Law (Taught); Law (Taught); Law (Taught); Law (Taught); Library and Information Services Management (Taught); Logistics and Supply Chain Management (Taught); Management (International Business) (Taught); Management (Research); Management (Research); Management (Taught); Marketing Management Practice (Taught); Master Dental Public Health (Taught); Master Dental Public Health (Taught); Materials Science & Engineering (Research); Materials Science Engineering with a Foundation Year; Materials Science and Engineering (4 years); Materials Science and Engineering (Taught); Materials Science with Nuclear Engineering; Mathematics; Mathematics (Taught); Mathematics and Statistics; Mathematics with French; Mathematics with German; Mathematics with Spanish; Mathematics with Study in Europe (4 years); Mathematics with Year Abroad; Mechanical Engineering (4 years); Mechanical Engineering (Research); Mechanical Engineering (Research); Mechanical Engineering and Industrial Management (Taught); Mechanical Engineering with Biomechanics; Mechanical Engineering with Biomechanics and a Year in Industry; Mechanical Engineering with French; Mechanical Engineering with German; Mechanical Engineering with Italian; Mechanical Engineering with Nuclear Technology; Mechanical Engineering with Nuclear Technology and a Year in Industry; Mechanical Engineering with Spanish; Mechanical Engineering with a Foundation Year (5 years); Mechanical Engineering with a Year in Industry; Mechanical Engineering with a Year in North America; Mechatronic and Robotic Engineering with a Year in Industry (MEng); Medical Sciences (Research); Medical Sciences (Research); Medieval Archaeology (Taught); Medieval Archaeology (Taught); Medieval History (Taught); Medieval History (Taught); Modern History (Taught); Modern History (Taught); Molecular Medicine (Taught); Molecular and Cellular Basis of Human Disease (Taught); Money, Banking and Finance (Taught); Money, Banking and Finance (Taught); Multilingual Information Management (Taught); Multilingual Information Management (Taught); Music Management (Taught); Music Performance Studies (Taught); Music Performance Studies (Taught); Music Psychology in Education (Taught); Nanomaterials and Materials Science (Taught); Nuclear Science and Technology (Taught); Nursing and Midwifery (Research); Nursing and Midwifery (Research); Occupational Psychology (Taught); Oral Health and Development (Research); Oral Health and Development (Research); Paediatric Dentistry (Taught); Particle Physics (Taught); Philosophy (Research); Philosophy (Research); Philosophy (Taught); Philosophy (Taught); Physical Geography (Research); Physical Geography (Research); Physics (4 years); Physics (Research); Physics (Research); Physics and Astrophysics (4 years); Physics and Astrophysics with Study Abroad; Physics with Computer Science (4 years); Physics with Medical Physics (4 years); Physics with Philosophy; Physics with Study Abroad; Physics with a Foundation Year; Plant Sciences (4 years); Politics (Research); Politics (Research); Politics and Media in East Asia (Taught); Politics, Governance and Public Policy (Taught); Politics, Governance and Public Policy (Taught); Polymers and Polymer Composite Science and Engineering (Taught); Probability and Statistics (Research); Probability and Statistics (Research); Psychological Research Methods (Taught); Psychological Research Methods (Taught); Psychological Research Methods and Advanced Statistics (Taught); Psychological Research Methods and Advanced Statistics (Taught); Psychology (Research); Psychology (Research); Psychology and Education (Conversion) (Taught); Psychology for Musicians (Taught); Psychology of Music (Taught); Psychology of Music (Taught); Public Health (European) (Taught); Public Health (Health Services Research) (Taught); Public Health (Health Services Research) (Taught); Public Health (Taught); Public Health (Taught); Public Health (Taught); Pure Mathematics (Research); Pure Mathematics (Research); Real Estate Planning and Development (Taught); Reproductive and Developmental Medicine (Research); Reproductive and Developmental Medicine (Research); Reproductive and Developmental Medicine (Taught); Russian and Slavonic Studies (Research); Russian and Slavonic Studies (Research); Science Communication (Taught); Science Communication (Taught); Social Research (Taught); Social Research (Taught); Social Work (Postgraduate Entry); Social Work (Taught); Sociological Studies (Research); Sociological Studies (Research); Software Engineering (4 years); Software Engineering with a Foundation Year (4 or 5 years); Software Engineering with a Year in Industry; Software Systems and Internet Technology (Taught); Sonic Arts (Taught); Sonic Arts (Taught); Sports Medicine (Research); Sports Medicine (Research); Statistics (Taught); Statistics (Taught); Statistics with Medical Applications (Taught); Statistics with Medical Applications (Taught); Stem Cell and Regenerative Medicine (Taught); Structural Engineering (Taught); Structural Engineering (Taught); Structural Engineering and Architecture (4 years); Structural and Concrete Engineering (Taught); Structural and Concrete Engineering (Taught); Surgical Sciences and Anaesthesia (Research); Surgical Sciences and Anaesthesia (Research); Sustainable Architectural Studies (Taught); Sustainable Architectural Studies (Taught); Systems Engineering with a Foundation Year (5 years); Systems and Control Engineering (4 years); Systems and Control Engineering (Engineering Management); Systems and Control Engineering with a Year in Industry (MEng); Theatre and Performance Studies (Taught); Theatre and Performance Studies (Taught); Theoretical Physics (4 years); Theoretical Physics with Study Abroad; Town and Regional Planning (Research); Town and Regional Planning (Research); Town and Regional Planning (Taught); Translation Studies (Taught); Translation Studies (Taught); Urban Design (Taught); Urban Design (Taught); Urban Design and Planning (Taught); Urban Engineering and Development; Urban Studies and Planning; Urban Studies and Planning with Foundation Year; Water Engineering (Taught); Water Engineering (Taught); Wireless Communication Systems (Taught); Work Psychology (Taught); World Music Studies (Taught); Zoology (4 years)"
Universidad de Chihuahua,,
Pontifícia Universidade Católica de Campinas,,
Universiti Islam Sultan Sharif Ali,,
