University,UG Programs,PG Programs
IMT Atlantique,"Engineering Programs in Robotics, electronics, automation, telecommunications, on-board systems""; Engineering Programs in IT and Networks; Engineering Program in Energy, Nuclear, Environment; Engineering programs in Industrial systems and Organizations; Engineering Programs in Health","Engineering Programs in Industrial systems and Organizations; Engineering programs in Robotics, Electronics, Automation, Telecommunications, on-board systems; MSc in Management and Optimization of Supply chains and Transport; Engineering Programs in IT and Networks; MSc in Information Technology, track in Data Science; Engineering Programs in Energy, Nuclear, Environment; Erasmus Mundus Joint Masters degree in Management and Engineering of Environment and Energy (ME3+); MSc in Process and Bioprocess Engineering; MSc in Information Technology, track in Architecture and Engineering for the Internet of Things; MSc in Information Technology, track in Communication System and Network Engineering; Engineering Programs in Health; Erasmus Mundus Joint Masters degree in Safe and Reliable Nuclear Applications (SARENA); MSc in Nuclear Engineering, track in Advanced Nuclear Waste Management; MSc in Nuclear Engineering, track in Nuclear Energy Production and Industrial Applications; MSc in Nuclear Engineering, track in Nuclear Medical Applications"
University of Macau,Bachelor of Arts in Chinese Language and Literature Programme; Bachelor of Arts in English Studies Programme; Bachelor of Arts in History Programme; Bachelor of Arts in Japanese Studies Programme; Bachelor of Arts in Portuguese Studies Programme; Bachelor of Business Administration Programme; Bachelor of Science in Accounting Programme; Bachelor of Science in Business Intelligence and Data Analytics Programme; Bachelor of Science in Finance Programme; Bachelor of Science in International Integrated Resort Management Programme; Bachelor of Education in Chinese Programme; Bachelor of Education in English Programme; Bachelor of Education in Integrated Science Programme; Bachelor of Education in Mathematics Programme; Bachelor of Education in Pre-Primary Education Programme; Bachelor of Education in Primary Education Programme; Bachelor of Science in Bioinformatics Programme; Bachelor of Science in Biomedical Sciences Programme; Bachelor of Law Programme (Conducted in Chinese and Portuguese); Bachelor of Law in Chinese Language Programme (Daytime and Evening); Bachelor of Law in Portuguese Language Programme (Evening); Bachelor of Science in Applied Physics and Chemistry Programme; Bachelor of Science in Civil Engineering Programme; Bachelor of Science in Computer Science Programme; Bachelor of Science in Electrical and Computer Engineering Programme; Bachelor of Science in Electromechanical Engineering Programme; Bachelor of Science in Mathematics Programme; Bachelor of Social Sciences in Communication Programme; Bachelor of Social Sciences in Economics Programme; Bachelor of Social Sciences in Government and Public Administration Programme; Bachelor of Social Sciences in Psychology Programme; Bachelor of Social Sciences in Sociology Programme,"Master of Philosophy in Macao Studies Programme; Master of Social Sciences in Macao Studies Programme; Master of Arts in Chinese History And Culture Programme; Master of Arts in English Studies Programme; Master of Arts in History Programme; Master of Arts in Portuguese Language And Intercultural Studies Programme; Master of Arts in Second Language Acquisition Programme; Master of Arts in Translation Studies (English-Chinese) Programme; Master of Arts in Translation Studies (Portuguese-Chinese) Programme; Master of Arts in Translation Studies Programme; Master of Philosophy in Chinese Linguistics Programme; Master of Philosophy in Chinese Literature Programme; Master of Philosophy in Portuguese Language And Intercultural Studies Programme; Master of Science in Accounting Programme; Master of Science in Finance Programme; Master of Science in International Integrated Resort Management Programme; Master of Education In Early Childhood Education And Child Development Programme; Master of Education In Educational Administration Programme; Master of Education In Educational Psychology Programme; Master of Education in Curriculum And Instruction Programme; Master of Philosophy In Curriculum And Instruction Programme; Master of Philosophy in Early Childhood Education And Child Development Programme; Master of Philosophy in Educational Administration Programme; Master of Philosophy in Educational Psychology Programme; Master of Philosophy in Physical Education And Sport Studies Programme; Postgraduate Certificate in Education (Pre-Primary Education) Programme; Postgraduate Certificate in Education (Primary Education) Programme; Postgraduate Certificate in Education (Secondary Education) Programme; Introduction to Macau Law Programme; Master of Law (Chinese Language) Programme; Master of Law (Portuguese Language) Programme; Master of Law in Chinese Language - Comparative Civil Law Programme; Master of Law in Chinese Language - Comparative Criminal Law Programme; Master of Law in Chinese Language - Constitutional Law, Basic Law And Administrative Law Programme; Master of Law in Chinese Language - International Commercial Law Programme; Master of Law in European Union Law, International Law And Comparative Law (English Language) Programme; Master of Law in International Business Law (English Language) Programme; Master of Law in International Business Law (English) Programme; Master of Law in Macau Law And Practice Programme; Master of Science in Civil Engineering Programme; Master of Science in Civil Engineering With Specialization in Hydraulics And Environmental Engineering Programme; Master of Science in Civil Engineering With Specialization in Structural And Geotechnical Engineering Programme; Master of Science in Computer Science Programme; Master of Science in Data Science Programme; Master of Science in E-Commerce Technology Programme; Master of Science in Electrical And Computer Engineering Programme; Master of Science in Electromechanical Engineering Programme; Master of Science in Financial Technology Programme; Master of Science in Mathematics Programme; Master in Public Administration Programme; Master of Arts in Communication And New Media Programme; Master of Arts in Communication Programme; Master of Arts in European Studies Programme; Master of Arts in International Relations And Public Policy Programme; Master of Social Sciences in Criminology And Criminal Justice Programme; Master of Social Sciences in Economics Programme; Master of Social Sciences in European Studies Programme; Master of Social Sciences in International Relations And Public Policy Programme; Master of Social Sciences in Public Administration Programme; Master of Philosophy in Chinese Medicinal Science Programme; Master of Philosophy in Medicinal Administration Programme; Master of Science in Chinese Medicinal Science Programme; Master of Science in Medicinal Administration Programme; Master of Philosophy in Microelectronics Programme; Master of Science in Microelectronics Programme"
The American University of Science,Certificate of English Language Proficiency; International Foundation Diploma for Higher Education Studies,Master of Science in Education in Teaching English to Speakers of Other Languages and Applied Linguistics
Università Vita-Salute San Raffaele,,"International Medical Doctor Program; Master's Degree in Biotechnology and Medical Biology; Master's Degree in Politics, Philosophy and Public Affairs; Master's Degree in Cognitive Psychology in Health Communication"
University of Liverpool,"Accounting and Finance BA (Hons); Accounting and Finance with a Year in Industry BA (Hons); Business Economics BA (Hons); Business Economics with a Year in Industry BA (Hons); Business Management BA (Hons); Business Management with a Year in Industry BA (Hons); Economics BSc (Hons); Economics with a Year in Industry BSc (Hons); Finance and Data Analytics BSc (Hons); Finance and Data Analytics with a Year in Industry BSc (Hons); French BA (Hons); International Business BA (Hons); International Business with a Year in Industry BA (Hons); Marketing BA (Hons); Marketing with a Year in Industry BA (Hons); Politics and International Business BA (Joint Hons); Architecture (Design Studies) BA; Architecture BA (Hons); Master of Architecture MArch; Dental Surgery BDS; Dental Therapy BSc (Hons); Avionic Systems BEng (Hons); Avionic Systems MEng (Hons); Avionic Systems with Year in Industry BEng (Hons); Avionic Systems with a Year Abroad BEng; Avionic Systems with a Year Abroad MEng; Computer Science BSc (Hons); Computer Science BSc (Hons) (Foundation) (4 year route with Carmel College); Computer Science MEng; Computer Science and Electronic Engineering BEng (Hons); Computer Science and Electronic Engineering MEng (Hons); Computer Science and Electronic Engineering with Year in Industry BEng (Hons); Computer Science with Software Development BSc (Hons); Computer Science with Software Development with a Year in Industry BSc (Hons); Computer Science with a Year in Industry BSc (Hons); Computer Science with a Year in Industry MEng (Hons); Electrical and Electronic Engineering BEng (Hons); Electrical and Electronic Engineering MEng; Electrical and Electronic Engineering with a Year Abroad BEng (Hons); Electrical and Electronic Engineering with a Year Abroad MEng; Electrical and Electronic Engineering with a Year in Industry BEng (Hons); Electrical and Electronic Engineering with a Year in Industry MEng; Financial Computing BSc (Hons); Financial Computing with a Year in Industry BSc (Hons); Mathematics and Computer Science BSc (Joint Honours); Mathematics and Computer Science with a Year in Industry BSc (Joint Honours); Mechatronics and Robotic Systems BEng (Hons); Mechatronics and Robotic Systems MEng (Hons); Mechatronics and Robotic Systems with Year in Industry BEng (Hons); Mechatronics and Robotic Systems with Year in Industry MEng; Aerospace Engineering BEng (Hons); Aerospace Engineering MEng (Hons); Aerospace Engineering with Pilot Studies BEng (Hons); Aerospace Engineering with Pilot Studies MEng; Aerospace Engineering with Pilot Studies with a Year in Industry BEng (Hons); Aerospace Engineering with Pilot Studies with a Year in Industry MEng; Aerospace Engineering with a Year in Industry BEng (Hons); Aerospace Engineering with a Year in Industry MEng; Architectural Engineering BEng (Hons); Architectural Engineering MEng (Hons); Civil Engineering BEng (Hons); Civil Engineering MEng; Civil Engineering with Year in Industry BEng (Hons); Civil Engineering with Year in Industry MEng; Civil and Structural Engineering MEng; Engineering BEng (Hons); Engineering Foundation (4 year route including a Foundation Year at Carmel College) BEng (Hons); Engineering MEng; Mechanical Engineering BEng (Hons); Mechanical Engineering MEng; Mechanical Engineering with a Year in Industry BEng (Hons); Mechanical Engineering with a Year in Industry MEng; Product Design Engineering BEng (Hons); Product Design Engineering MEng; Product Design Engineering with Year in Industry BEng (Hons); Product Design Engineering with a Year in Industry MEng; Climate Science BSc (Hons); Earth Sciences (4 year route including a Foundation Year at Carmel College) BSc (Hons); Environment and Planning BA (Hons); Environmental Geoscience BSc (Hons); Environmental Science BSc (Hons); Geography (4 year route including a foundation year at Carmel College) BSc (Hons); Geography BA (Hons); Geography BSc (Hons); Geography BSc (Hons) (4 year route including a Foundation Year at Carmel College); Geography and Oceanography BSc (Hons); Geography and Planning BA (Hons); Geology BSc (Hons); Geology MESci; Geology and Geophysics MESci; Geology and Physical Geography BSc (Hons); Geophysics (Geology) BSc (Hons); Marine Biology BSc (Hons); Marine Biology with Oceanography BSc (Hons); Mathematics with Ocean and Climate Sciences BSc (Hons); Ocean Sciences BSc (Hons); Ocean Sciences MOSci (Hons); Town and Regional Planning MPlan; Urban Planning BA (Hons); Diagnostic Radiography BSc (Hons); Nursing BN (Hons); Occupational Therapy BSc (Hons); Orthoptics BSc (Hons); Physiotherapy BSc (Hons); Therapeutic Radiography and Oncology BSc (Hons); Ancient History BA (Hons); Archaeology BA (Hons); Archaeology BSc (Hons); Archaeology of Ancient Civilisations BA (Hons); Evolutionary Anthropology BSc (Hons); German BA (Hons); Hispanic Studies BA (Hons); History BA (Hons); International Relations BA (Hons); Irish Studies BA (Hons); Italian BA (Hons); Modern Languages (Triple Subject) BA (Hons); Politics BA (Hons); Criminology BA (Hons); Criminology with Social Policy BA (Hons); Criminology with Sociology BA (Hons); Law LLB (Hons); Law with Business LLB (Hons); Law with Criminology LLB (Hons); Law with Philosophy LLB (Hons); Law with Politics LLB (Hons); Law with a Year Abroad LLB (Hons); Sociology BA (Hons); Sociology with Criminology BA (Hons); Sociology with Social Policy BA (Hons); Anatomy and Human Biology BSc (Hons); Biochemistry BSc (Hons); Biochemistry MBiol; Biological Sciences (with a Foundation Year) leading to BSc (Hons); Biological Sciences BSc (Hons); Biological Sciences MBiol; Bioveterinary Science BSc (Hons); Medicine and Surgery MBChB; Pharmacology BSc (Hons); Physics with Medical Applications BSc (Hons); Physics with Medical Applications with a Year Abroad BSc; Psychology BSc (Hons); Psychology BSc (Hons) (2+2 programme with Foundation Element); Psychology MPsycholSci; Actuarial Mathematics BSc (Hons); Actuarial Mathematics with a Year Abroad BSc (Hons); Astrophysics MPhys; Astrophysics with a Year Abroad MPhys; Chemical Sciences BSc (Hons) (4 year route including a Foundation Year at Carmel College); Chemistry BSc (Hons); Chemistry MChem; Chemistry with Research in Industry MChem; Chemistry with a Year Abroad BSc; Chemistry with a Year Abroad MChem; Chemistry with a Year in Industry BSc (Hons); Mathematical Physics MMath; Mathematical Physics with a Year Abroad MMath; Mathematical Sciences BSc (Hons) (Foundation, 4 year route with Carmel College) BSc (Hons); Mathematics BSc (Hons); Mathematics MMath; Mathematics and Economics BSc (Hons); Mathematics and Statistics BSc (Hons); Mathematics and Statistics with Year Abroad BSc (Hons); Mathematics with Finance BSc (Hons); Mathematics with Finance with Year Abroad BSc; Mathematics with Languages BSc (Hons); Mathematics with a Year Abroad BSc (Hons); Medicinal Chemistry BSc (Hons); Medicinal Chemistry with Pharmacology MChem; Physical Sciences entry route leading to BSc (Hons) (4 year route including a Foundation Year at Carmel College); Physics BSc (Hons); Physics MPhys; Physics and Mathematics BSc (Joint Hons); Physics and Mathematics with Year Abroad BSc; Physics with Astronomy BSc (Hons); Physics with Nuclear Science BSc (Hons); Physics with Nuclear Science with a Year Abroad BSc; Physics with a Year Abroad BSc (Hons); Physics with a Year Abroad MPhys; Theoretical Physics MPhys; Theoretical Physics with a Year Abroad MPhys; Veterinary Conservation Medicine BSc; Veterinary Science BVSc; Zoology BSc (Hons); Zoology MBiol; Classical Studies BA (Hons); Classics BA (Hons); Communication and Media BA (Hons); Communication and Media and Game Design Studies BA (Hons); Communication and Media with a Year in Industry BA (Hons); Communication, Media and Politics BA (Hons); Egyptology BA (Hons); English BA (Hons); English Language BA (Hons); English Literature BA (Hons); English Literature with Drama Studies BA (Hons); English with World Literature BA (Hons); Film Studies BA (Hons); Game Design BSc (Hons); Mathematics and Music Technology BSc (Hons); Mathematics and Philosophy BA (Joint Hons); Media and Culture BA (Hons); Media, Data and Society BA (Hons); Music BA (Hons); Music and Popular Music BA (Hons); Music and Technology BA (Hons); Philosophy BA (Hons); Philosophy and Politics BA (Hons); Philosophy, Politics and Economics BA (Hons); Philosophy, Politics and Economics with a Year in Industry BA (Hons); Popular Music BA (Hons); Screen Industries and Entertainment BA (Hons)","AI for Digital Business MSc; AI for Digital Business MSc; Accounting and Finance MSc; Advanced Marketing MSc; Advanced Marketing MSc; Business Analytics and Big Data MSc; Data Science for Economics MSc; Digital Marketing and Analytics MSc; Digital Marketing and Analytics MSc; Economic Policy and Data Analytics MSc; Economics MSc; Entrepreneurship and Innovation Management MSc; Finance MSc; Finance and Investment Management MSc; Financial Technology MSc; Financial Technology MSc; Human Resource Management MSc; International Business MSc; International Relations and Security MA; MSc Sports Business and Management; Marketing MSc; Master in Management MIM; Money and Banking MSc; Occupational and Organisational Psychology MSc; Operations and Supply Chain Management MSc; Organisational Psychology MSc; Project Management MSc; Sports Business and Management MSc; Advanced Architecture MA; Building Information Modelling and Digital Transformation MSc; Climate Resilience and Environmental Sustainability in Architecture MSc; Sustainable Heritage Management MA; Endodontics DDSc; Paediatric Dentistry DDSc; Advanced Computer Science MSc; Advanced Computer Science with a Year in Industry MSc; Artificial Intelligence MSc; Big Data and High Performance Computing MSc; Big Data and High Performance Computing with a Year in Industry MSc; Computer Science MSc; Data Science and Artificial Intelligence MSc; Data Science and Artificial Intelligence with a Year in Industry MSc; Energy and Power Systems MSc (Eng); Energy and Power Systems with a Year in Industry MSc (Eng); Microelectronic Systems MSc (Eng); Microelectronic Systems with a Year in Industry MSc (Eng); Telecommunications and Wireless Systems MSc (Eng); Telecommunications and Wireless Systems with a Year in Industry MSc (Eng); Theoretical Computer Science MSc; Theoretical Computer Science with a Year in Industry MSc; Advanced Aerospace Engineering MSc (Eng); Advanced Manufacturing Systems and Technology MSc (Eng); Advanced Mechanical Engineering MSc (Eng); Biomedical Engineering (Healthcare) MSc (Eng); Biomedical Engineering MSc (Eng); Biomedical Engineering with Management (Healthcare) MSc (Eng); Biomedical Engineering with Management MSc (Eng); Mechanical Engineering Design with Management MSc (Eng); Mechanical Engineering with Management MSc (Eng); Product Design and Management MSc (Eng); Sustainable Civil and Structural Engineering MSc (Eng); Environment and Climate Change MSc; Environmental Assessment and Management MSc; Environmental Sciences MSc; Geographic Data Science MSc; Housing and Community Planning MA; Palaeoanthropology MSc; Researching Crisis and Change in Human Geography MA; Town and Regional Planning MA; Town and Regional Planning MCD; Urban Design and Planning MCD; Archives MRes; Nursing MSc; Applied Linguistics and Teaching English to Speakers of Other Languages; Archaeology MA; Archaeology MRes; Archaeology MSc; Archives and Records Management (International Pathway) MARMI; Archives and Records Management (International Pathway) MARMI; Archives and Records Management MARM; Chinese-English Translation and Interpreting MA; Classics and Ancient History MA; Egyptology MA; History MRes; History: Cultural History MA; History: Eighteenth-Century Worlds MA; History: Medieval and Renaissance Studies MA; History: Twentieth-Century History MA; International Slavery Studies MA; Irish Studies MRes; Criminological Research MRes; International Business and Commercial Law LLM; International Human Rights Law LLM; LLM (General) LLM; Law, Medicine and Healthcare LLM; Social Research MRes; Social Research Methods MA; Advanced Biological Sciences MRes; Bioinformatics MSc; Biotechnology MSc; Cancer Biology and Therapy MSc; Emerging Infections and Pandemics MSc; Infection and Immunity MSc; Pharmacology and Toxicology MSc; Pharmacology and Toxicology MSc; Healthcare Leadership MSc; Investigative and Forensic Psychology MSc; Master of Public Health MPH; Mental Health Psychology MSc; Palliative and End of Life Care MSc; Research Methods in Psychology MSc; Financial Mathematics MSc; Mathematical Sciences MSc; Radiometrics: Instrumentation and Modelling MSc; Communication and Media MRes; Data Science and Communication MSc; Global Media and Politics MA; Media, Culture and Everyday Life MA; Media, Data and Society MA; Music Industry Studies MA; Philosophy MA; Screen Studies MA; Strategic Communication MSc; Teaching English to Speakers of Other Languages (TESOL) MA"
Universidad Carlos III de Madrid (UC3M),"Bachelor in Aerospace Engineering; Bachelor in Applied Mathematics and Computing; Bachelor in Biomedical Engineering; Bachelor in Computer Science and Engineering; Bachelor in Data Science and Engineering; Bachelor in Electrical Power Engineering; Bachelor in Energy Engineering; Bachelor in Engineering Physics; Bachelor in Industrial Electronics and Automation Engineering; Bachelor in Industrial Technologies Engineering; Bachelor in Mechanical Engineering; Bachelor in Mobile and Space Communications Engineering; Bachelor in Robotics Engineering; Bachelor in Sciences; Bachelor in Sound and Image Engineering; Bachelor in Telecommunication Technologies Engineering; Bachelor in Telematics Engineering; Dual Bachelor in Computer Science and Engineering and Business Administration; Dual Bachelor in Data Science and Engineering and Telecommunication Technologies Engineering; Dual Bachelor in Engineering Physics and Industrial Technologies Engineering; Bachelor in Cultural Studies; Bachelor in Film, Television and Media Studies; Bachelor in History and Politics; Bachelor in Humanities; Bachelor in Journalism; Bachelor in Management of Information and Digital Contents; Bachelor in Science, Technology and Humanities; Dual Bachelor in Journalism and Film, Television and Media Studies; Bachelor in Business Administration; Bachelor in Economics; Bachelor in Employment and Labour Relations; Bachelor in Finance and Accounting; Bachelor in International Studies; Bachelor in Law; Bachelor in Management and Technology; Bachelor in Philosophy, Politics and Economics; Bachelor in Political Science; Bachelor in Sociology; Bachelor in Statistics and Business; Bachelor in Tourism; Dual Bachelor in International Studies and Business Administration; Dual Bachelor in International Studies and Economics; Dual Bachelor in International Studies and Law; Dual Bachelor in International Studies and Political Science; Dual Bachelor in Journalism and Humanities Studies; Dual Bachelor in Law and Business Administration; Dual Bachelor in Law and Economics; Dual Bachelor in Law and Political Science; Dual Bachelor in Political Science and Sociology","Double Master Degree in Informatics Engineering and Cybersecurity; Lifelong Learning Master in Fashion and Beauty Communication UC3M-VOGUE; Master in Actuarial and Financial Science; Master in Advanced Human Rights Studies; Master in Advanced Studies in Public Law; Master in Advertising Communication; Master in Aeronautical Engineering; Master in Applied Artificial Intelligence; Master in Applied Research to Mass Media; Master in Big Data Analytics; Master in Business Administration - MBA; Master in Business Legal Advice; Master in Business Management and Administration; Master in Business and Finance; Master in Civil Liability; Master in Clinical Engineering; Master in Commercial Management; Master in Computational Social Science; Master in Computational and Applied Mathematics; Master in Computer Science and Technology; Master in Connected Industry 4.0; Master in Contemporary Spanish Language and Literature; Master in Criminal and Criminal Procedural Law; Master in Cultural Theory and Criticism; Master in Cybersecurity; Master in Economic Analysis; Master in Economic Development and Growth (MEDEG); Master in Economics; Master in Electronic Systems Engineering; Master in Entrepreneurship and Business Venturing; Master in European Economic Governance: Law, Politics and Economics; Master in European Union Law; Master in Fashion and Beauty Business Management UC3M-VOGUE; Master in Film and Television; Master in Finance; Master in Financial Analysis and Banking Management; Master in Geopolitics and Strategic Studies; Master in Hispanic Cultural Heritage; Master in Human Resources Management; Master in Industrial Economics and Markets; Master in Industrial Engineering; Master in Industrial Mathematics (INTERUNIVERSITY); Master in Industrial Mechanics; Master in Informatics Engineering; Master in Information Health Engineering; Master in Integrated Business Management -SAP; Master in Intellectual Property; Master in International Advocacy; Master in Internet of Things: Applied Technologies; Master in Labor Legal Consulting; Master in Law of the Regulated Sectors; Master in Legal Practice; Master in Libraries, Archives and Digital Continuity; Master in Management; Master in Management UC3M-ESCP; Master in Management and Development of Biomedical Technologies; Master in Materials Science & Engineering; Master in Mechanical Engineering and Transportation; Master in Mediation, Negotiation and Conflict Resolution; Master in Occupational Risk Prevention; Master in Political and Electoral Analysis; Master in Renewable Energy in Electrical Systems; Master in Robotics and Automation; Master in Science of Religions: History and Society (INTERUNIVERSITY); Master in Social Sciences; Master in Space Engineering; Master in Statistics for Data Science; Master in Sustainable Development and Global Governance; Master in Taxation; Master in Technologies in the Financial Sector: FinTech; Master in Telecommunications Engineering; Master in Telecommunications, Data Protection, Audiovisual and Information Society Law; Master in Tourism Management of Cultural and Natural Resources; Master in Transmedia Documentary and Reportage; Master of Lifelong Learning in Aircraft Systems Integration; Master of Lifelong Learning in Airframe Technology; Master of Lifelong Learning in Arts and Artistic Professions; Master of Lifelong Learning in International Business Management; Master of Lifelong Learning in Journalism and Communication of Science, Technology, Environment and Health; Master of Lifelong Learning in Network Function Virtualization (NFV) and Software Defined Networks (SDN) for 5G Networks; Master of Permanent Training in Archives; Master of Permanent Training in Cultural Management; Master of Permanent Training in Foreign Trade; Master of Science in Marketing; Master's Degree in Lifelong Learning in Health Assessment and Market Access (Pharmaco-Economics); Master's Degree in Permanent Training in Corporate and Institutional Communication; Master's Degree in Permanent Training in Engineering of Railway Systems UC3M-ALSTOM; Master's Degree in Permanent Training in Film and Television Script; Master's Degree in Permanent Training in Fundamental Rights; Master's Degree in Permanent Training in International Solidarity Action and Social Inclusion; Master's Degree in Permanent Training in Journalism from the UC3M-EFE Agency; Master's Degree in Permanent Training in Theatrical Creation; Master's Degree in Teacher Training for Spanish as a Foreign Language; Online Master's Degree in Lifelong Learning in Legal Philosophy and Contemporary Politics; Online Master's Degree in Permanent Training in Economic and Business Criminal Law; UC3M - Double Master Degree in Aeronautical Engineering and Space Engineering; UC3M - Double Master Degree in Informatics Engineering and Big Data Analytics; UC3M - Double Master Degree in Informatics Engineering and Computer Science and Technology; UC3M - Double Master Degree in Telecommunications Engineering and Big Data Analytics; UC3M - Double Master Degree in Telecommunications Engineering and Cybersecurity; UC3M - Double Master Degree in Telecommunications Engineering and Information Health Engineering; UC3M - Double Master Degree in Telecommunications Engineering and Internet of Things: Applied Technologies; UC3M - Double Master Degree in Telecommunications Engineering and Space Engineering; UC3M - Double Master's Degree in Advanced Studies in Public Law and Legal Practice (March Ed.); UC3M - Double Master's Degree in Intellectual Property and Legal Practice (March Ed.); UC3M - Double Master's Degree in International Advocacy and Legal Practice (March Ed.); UC3M - Double Master's Degree in Labor Legal Consulting and Legal Practice (March Ed.); UC3M - Double Master's Degree in Law of the Regulated Sectors and Legal Practice (March Ed.); UC3M - Double Master's Degree in Legal Practice (September Ed.) and International Advocacy; UC3M - Double Master's Degree in Legal Practice (September Ed.) and Law of the Regulated Sectors; UC3M - Double Master's Degree in Legal Practice (September Ed.) and Taxation; UC3M - Double Master's Degree in Taxation and Legal Practice (March Ed.); UC3M - Double Master's Degree in Telecommunications & I.T. Law and Legal Practice (March. Ed); UC3M - Erasmus Mundus Master in Nuclear Fusion and Engineering Physics (Fusion EP); UC3M - Interuniversity Master in Research of Law of Culture; Master's Degree in Lifelong Learning in Music Industry and Sound Studies"
emlyon business school,Bachelor of Arts in Acting & Entrepreneurship; Bachelor of Science in Data Science for Responsible Business; Global BBA,MSc in Data Science & Artificial Intelligence Strategy; MSc in Digital Marketing & Data Science; MSc in Finance; MSc in Global Innovation & Entrepreneurship; MSc in Global Sales Excellence; MSc in Health Management & Data Intelligence; MSc in International Hospitality Management; MSc in International Marketing & Business Development; MSc in Leading Sustainable Transformations; MSc in Luxury Management & Marketing; MSc in Management - European Triple Degree - Grande Ecole; MSc in Sports Industry Management; MSc in Strategy & Consulting; MSc in Supply Chain & Purchasing Management; Master in Management - Grande Ecole
ESCP Business School - Torino,Bachelor in Management (BSc); Bachelor in Management,MSc in Hospitality & Tourism Management; MSc in International Food & Beverage Management; Master in Hospitality and Tourism Management; Executive Master in International Business - Online; Executive Master in Manufacturing Automation and Digital Transformation; MBA in International Management; Master in Management; Master in Management
Ferrandi Paris,Intensive Professional Program in Bread Baking; Introduction to the Fundamentals of Bread Baking; Advanced Professional Program in French Cuisine; Bachelor in Culinary Arts and Entrepreneurship; Intensive Professional Program in French Cuisine; Introduction to the Fundamentals of French Cuisine; Introduction to the Fundamentals of French wine; Introduction to the Fundamentals of Mixology; Advanced Professional Program in French Pastry; Intensive Professional Program in French Pastry; Introduction to the Fundamentals of Chocolate and Confectionery; Introduction to the Fundamentals of French Pastry; Mastering the Basics of French Cuisine and Pastry; Bachelor in F&B and Hospitality Management,Master of Science in Hospitality Management
University of Tartu,Medicine; Science and Technology; Business Administration,Estonian and Finno-Ugric Languages; European Languages and Cultures; Folkloristics and Applied Heritage Studies; Philosophy; Semiotics; Clinical Nutrition; Excellence in Analytical Chemistry; Geoinformatics for Urbanised Society; Materials Science and Technology; Disinformation and Societal Resilience; Educational Technology; Entrepreneurship in Economic Policymaking; International Law and Human Rights; International Relations and Regional Studies; Politics and Governance in the Digital Age; Quantitative Economics; Applied Measurement Science; Computer Science; Software Engineering; Environmental Governance and Adaptation to Climate Change; Actuarial and Financial Engineering; Clinical Pharmacy; Wellness and Spa Service Design and Management; Bioengineering; Robotics and Computer Engineering; Digital Administration; Innovation and Technology Management; Information Technology Law; Creative Project Management
