University,UG Programs,PG Programs
"Institut d'Optique, ParisTech",,
HEC Paris Executive MBA,,
Universidad Militar Nueva Granada,"Applied Biology; Technology in Vegetable Management and Production; Business Administration (Distance); Civil Engineering (Distance); Industrial Engineering (Distance); Informatics Engineering; International Relations and Political Studies (Distance); Public Accounting (Distance); Risk Management, Safety and Health at Work (Distance); Business Administration; Economy; Public Accounting; Technology in Accounting and Tax; Biomedical Engineering; Civil Engineering; Environmental Engineering; Industrial Engineering; Mechatronics Engineering; Multimedia Engineering; Technology in Electronics and Telecommunications; Telecommunications Engineering; International Relations and Political Studies; Risk Management, Safety and Health at Work; Laws; Medicine; Technology in Prehospital Care","Master in Applied Biology; Specialization in Senior Management (Distance); Master in Organization Management; Specialization in Administrative Development Management; Specialization in Finance and Public Administration; Specialization in Internal Control; Specialization in International Trade Management; Specialization in Senior Management; Specialization in Services Marketing; Specialization in Statutory Auditor and International Audit; Master of Education; Specialization in University Teaching; Master's Degree in Civil Engineering; Master's Degree in Integral Logistics Management; Master's Degree in Integral Project Management; Master's Degree in Mechatronic Engineering; Specialization in Geomatics; Specialization in Integral Environmental Management; Specialization in Integral Logistics; Specialization in Integral Project Management; Specialization in Pavement Engineering; Specialization in Strategic Quality Management; Master's Degree in International Relations And Business; Specialization in Security Administration; Specialization in Senior Security and Defense Management; Master in Administrative Law; Master in Juridical Institutions of The Public Force; Master's Degree in Criminal Procedural Law; Specialization in Administrative Law; Specialization in Constitutional Criminal Procedure and Military Justice; Specialization in Human Rights and Protection Systems; Specialization in Penalty Law; Specialization Pediatric; Specialization in Anesthesiology; Specialization in Cardiology; Specialization in Cardiovascular Surgery; Specialization in Coloproctology; Specialization in Critical Medicine and Intensive Care; Specialization in Dermatology; Specialization in Endocrinology; Specialization in Gastroenterology; Specialization in General Surgery; Specialization in Gynecology and Obstetrics; Specialization in Hematology and Clinical Oncology; Specialization in Internal Medicine; Specialization in Laryngology and Superior Airway; Specialization in Neonatology; Specialization in Nephrology; Specialization in Neurology; Specialization in Neurosurgery; Specialization in Ocular Plastic Surgery; Specialization in Ophthalmology; Specialization in Oral and Maxillofacial Surgery Service; Specialization in Orthopedics and Traumatology; Specialization in Otology; Specialization in Otorhinolaryngology; Specialization in Pathology; Specialization in Pediatric Neurology; Specialization in Pediatric Neurology for Pediatric Specialists; Specialization in Pediatric Surgery; Specialization in Physical Medicine and Rehabilitation; Specialization in Plastic, Reconstructive and Aesthetic Surgery; Specialization in Pneumology; Specialization in Psychiatry; Specialization in Radiology and Diagnostic Imaging; Specialization in Reconstructive Surgery and Joint Replacement of the Hip and Knee; Specialization in Rheumatology; Specialization in Spine Surgery; Specialization in Surgery of the Hand and Upper Limb; Specialization in Vascular Surgery and Angiology"
University of Ain Temouchent,Applied linguistics; Arabic literature; Critique and methods; English language; French language; General linguistics; Langue espagnole; Accounting and taxation; Business Finance; Economic and Prospective Analysis; Management; Monetary and banking economics; Quantitative economics; Automatic; Biomedical engineering; Civil engineering; Computer Systems; Electromechanics; Electronique; Electrotechnics; Energetics; Hydraulic; Materials Engineering; Mechanical construction; Process Engineering; Public works; Telecommunications; Microbiology; Ecology and environment; Food industry and quality control; Fundamental physics; Organic chemistry; Plant production; biochemical; mathematics; Clinical Psychology; General history; Private law; Public Law; Sociology; Work and Organizational Psychology,Critical studies; English language; French language; Linguistic studies; Literary studies; Economic science; Management Sciences; Sciences Financières et Comptabilité; Civil engineering; Computer Sciences; Electronic; Electrotechnics; Hydraulic; Mechanical Engineering; Process Engineering; Public works; Telecommunication; biomedical engineering; electromechanics; Biological sciences; Chemistry; Ecology and environment; Food Science; Mathematics; Physics; agronomic sciences; Droit; Social sciences - sociology
Eastern Illinois University,"B.A. in Communication Studies - Mass Communication: Electronic Media Production Concentration; B.A. in English; B.A. in English Language Arts (with Teacher Certification); B.A. in Foreign Languages; B.A. in History; B.A. in Philosophy; B.A. in Theatre Arts - Directing Emphasis; B.A. in Theatre Arts - Generalist in Theatre Arts; B.A. in Theatre Arts - Technical and Design Emphasis; B.A. in Theatre Arts for Teacher Licensure Option; B.S. in Geography - General Geography Concentration; Bachelor of Arts (BA) in Art - Art History; Bachelor of Arts (BA) in Art with Option in Studio with 2D Emphasis; Bachelor of Arts (BA) in Art with Option in Studio with 3D Emphasis; Bachelor of Arts in Theatre Arts - Performance Emphasis; Bachelor of Fine Arts (BFA) in Art with Option in Graphic Design; Bachelor of Fine Arts (BFA) in Art with Option in Studio with 2D Emphasis; Bachelor of Fine Arts (BFA) in Art with Option in Studio with 3D Emphasis; Bachelor of Music in Performance - Composition Concentration; Bachelor of Music in Performance - Instrumental Concentration; Bachelor of Music in Performance - Jazz Studies Concentration; Bachelor of Music in Performance - Keyboard Concentration; Bachelor of Music in Performance - Vocal Concentration; B.A. in Communication Studies - Corporate Communication; B.A. in Communication Studies - Interpersonal Communication; B.S. in Family and Consumer Sciences - Apparel and Textiles, Consumer Studies, Hospitality, and Merchandising Option; B.S. in Recreation Administration; B.S. in Recreation Administration; B.S. in Recreation Administration - Therapeutic Recreation Option; Bachelor of Science in Business (BSB) in Accounting; Bachelor of Science in Business (BSB) in Finance; Bachelor of Science in Business (BSB) in Management - General Management Concentration; Bachelor of Science in Business (BSB) in Management - International Concentration; Bachelor of Science in Business (BSB) in Marketing; B.S. in Applied Engineering and Technology - Construction Technical Concentration; B.S. in Applied Engineering and Technology - General Concentration; B.S. in Applied Engineering and Technology - Integrated Computer Technical Concentration; B.S. in Applied Engineering and Technology - Manufacturing Technical Concentration; B.S. in Engineering; Bachelor of Science in Business (BSB) in Management Information Systems; B.A. in Psychology; B.A. in Social Science Teaching - Psychology Designation; B.S. in Communication Disorders and Sciences; B.S. in Health Studies - (Emergency Management and Disaster Preparedness Option); B.S. in Health Studies - Community Health Option; B.S. in Health Studies - Health Administration Option; B.S. in Health Studies with Teacher Licensure Option; Bachelor of Science in Biological Sciences; Bachelor of Science in Clinical Laboratory Science; B.A. in Mathematics - Applied Mathematics Concentration; B.A. in Mathematics - Pure Mathematics Concentration; B.S. in Applied Engineering and Technology - Alternative Energy and Sustainability Concentration; B.S. in Geography - Environmental Studies Concentration; B.S. in Geography - Geographic Techniques/Spatial Analysis Concentration; B.S. in Geology; B.S. in Mathematics and Computer Science; B.S. in Physics; B.S. in Physics - Applied Physics Option; B.S. in Physics - Astronomy Option; B.S. in Physics - Computational Physics Option; B.S. in Physics - Engineering Physics Option; B.S. in Physics - Radiation Physics Option; Bachelor of Arts in Chemistry; Bachelor of Science in Biological Sciences - Environmental Biology Option; Bachelor of Science in Chemistry - Biochemistry Concentration; Bachelor of Science in Chemistry - Chemistry Concentration; Bachelor of Science in Chemistry - Management Concentration; B.A. in Communication Studies - Communication Society and Popular Culture; B.A. in Communication Studies - Mass Communication: Broadcast News Concentration; B.A. in Communication Studies - Public Relations; B.A. in Economics; B.A. in Economics - International Studies Option; B.A. in Foreign Languages - French, German or Spanish Teacher Certification; B.A. in History with International Studies; B.A. in History with Teacher Licensure Option; B.A. in Journalism - Concentration in Broadcast News; B.A. in Journalism - Concentration in Design; B.A. in Journalism - Concentration in Editing; B.A. in Journalism - Concentration in New and Emerging Media; B.A. in Journalism - Concentration in Photojournalism; B.A. in Journalism - Concentration in Public Relations; B.A. in Journalism - Concentration in Writing and Reporting; B.A. in Mathematics with Teacher Licensure Option; B.A. in Political Science; B.A. in Political Science - International Studies Option; B.A. in Social Science Teaching - Geography Designation; B.A. in Social Science Teaching - Political Science Designation; B.A. in Social Science Teaching - Sociology/Anthropology Designation; B.A. in Sociology; B.S. in Adult and Community Education; B.S. in Applied Engineering and Technology - Digital Media Technologies Technical Concentration; B.S. in Athletic Training; B.S. in Career and Technical Education - Business Education; B.S. in Career and Technical Education - Family and Consumer Science Education; B.S. in Career and Technical Education - Technology Education; B.S. in Education in Early Childhood Education; B.S. in Education in Elementary Education (Grades 1-6); B.S. in Education in Middle Level Education (Grades 5-8); B.S. in Family and Consumer Sciences - Dietetics Option; B.S. in Family and Consumer Sciences - Family Services Option; B.S. in Geography - International Studies Concentration; B.S. in Kinesiology and Sports Studies - Exercise Science Concentration; B.S. in Kinesiology and Sports Studies - Physical Education Teacher Certification Option K-12 Special Certificate; B.S. in Kinesiology and Sports Studies - Sport Management Concentration; B.S. in Special Education - Early Childhood Option; B.S. in Special Education - Standard Special Option; Bachelor of Arts in Africana Studies; Bachelor of Fine Arts (BFA) in Art with Option in Teacher Education (Art Education); Bachelor of Music with Teacher Licensure Option - General Music Concentration; Bachelor of Music with Teacher Licensure Option - Instrumental Concentration; Bachelor of Music with Teacher Licensure Option - Vocal Concentration; Bachelor of Science in Business (BSB) in Management - Human Resources Concentration; Bachelor of Science in Chemistry with Teacher Certification - Chemistry Specialization",Master of Arts in Art; Master of Arts in English - Literary Studies; Master of Arts in Historical Administration; Master of Arts in History with Thesis; Master of Arts in History without Thesis; Master of Arts in Music - Composition Concentration; Master of Arts in Music - Conducting Concentration; Master of Arts in Music - Instrumental Performance Concentration; Master of Arts in Music - Keyboard Performance Concentration; Master of Arts in Music - Vocal Performance Concentration; Master of Science in Natural Sciences - Non-Thesis Option; Master of Science in Natural Sciences - Thesis Option; Master of Arts in English - Professional Writing; Master of Science in Family and Consumer Sciences; Master of Science in Family and Consumer Sciences; Master of Science in Kinesiology and Sport Studies - Sport Administration; Dual MS Degrees in Technology and Sustainable Energy; Master of Science in Technology - Computer Technology; Master of Science in Technology - Technology Management; Master of Science in Technology - Training and Development; Master of Arts in Clinical Psychology; Master of Science in Biological Sciences - Internship Option; Master of Science in Biological Sciences - Non-Thesis Option; Master of Science in Biological Sciences - Thesis Option; Master of Science in Communication Disorders and Sciences - Non-Thesis Option; Master of Science in Communication Disorders and Sciences - Thesis Option; Master of Science in Nutrition and Dietetics; Masters of Science in Counseling with a Concentration in Clinical Mental Health Counseling; Masters of Science in Counseling with a Concentration in School Counseling; Master of Arts in Mathematics; Master of Arts in Mathematics with Elementary/Middle School Education Option - With Thesis; Master of Arts in Mathematics with Elementary/Middle School Education Option - Without Thesis; Master of Arts in Mathematics with Secondary Mathematics Education Option - With Thesis; Master of Arts in Mathematics with Secondary Mathematics Education Option - Without Thesis; Master of Science in Chemistry; MA in Political Science - American Government and Politics; MA in Political Science - Comparative Politics/International Relations; MA in Political Science - Public Administration/Public Policy; Master of Arts in Economics - Applied Microeconomics Track; Master of Arts in Economics - Global Economy Track; Master of Arts in English - Composition/Rhetoric; Master of Arts in English - Literary Studies with a Creative Writing Emphasis; Master of Arts in Gerontology; Master of Arts in Music - Music Education Concentration; Master of Science in College Student Affairs; Master of Science in Education in Elementary Education - Emphasis in Early Childhood; Master of Science in Education in Elementary Education - Emphasis in Elementary Curriculum; Master of Science in Education in Elementary Education - Emphasis in Middle Level Education; Master of Science in Education in Elementary Education - Emphasis in Reading; Master of Science in Education in Special Education - Non-Thesis Option; Master of Science in Education in Special Education - Thesis Option; Master of Science in Kinesiology and Sport Studies - Exercise Science; Master of Science in Kinesiology and Sport Studies - Pedagogy/Coaching; Master of Science in Technology - Career and Technical Education
Voronezh State Agrarian University n.a. Emperor Peter the Great,,
Universität Passau,,
Bard College,,
Universidad del CEMA,,
Canberra University of Technology,,
Universidad Autónoma de Bucaramanga - UNAB,,
East China Normal University,,
University of New England Australia,Bachelor of Arts; Bachelor of Arts; Bachelor of Arts; Bachelor of Arts with Honours; Bachelor of Arts with Honours; Bachelor of Arts with Honours; Bachelor of Arts/Bachelor of Business; Bachelor of Arts/Bachelor of Business; Bachelor of Arts/Bachelor of Business; Bachelor of Arts/Bachelor of Laws; Bachelor of Arts/Bachelor of Laws; Bachelor of Arts/Bachelor of Laws; Bachelor of Arts/Bachelor of Science; Bachelor of Arts/Bachelor of Science; Bachelor of Arts/Bachelor of Science; Bachelor of Historical Inquiry and Practice; Bachelor of Historical Inquiry and Practice; Bachelor of Historical Inquiry and Practice; Bachelor of International and Language Studies; Bachelor of International and Language Studies; Bachelor of International and Language Studies; Bachelor of Languages; Bachelor of Languages; Bachelor of Languages; Bachelor of Languages and International Business; Bachelor of Languages and International Business; Bachelor of Languages and International Business; Bachelor of Music; Bachelor of Music with Honours; Bachelor of Music with Honours; Bachelor of Music with Honours; Bachelor of Urban and Regional Planning; Bachelor of Urban and Regional Planning; Bachelor of Urban and Regional Planning; Bachelor of Accounting; Bachelor of Accounting; Bachelor of Accounting; Bachelor of Agribusiness; Bachelor of Agribusiness; Bachelor of Agribusiness; Bachelor of Agribusiness with Honours; Bachelor of Agribusiness with Honours; Bachelor of Agribusiness with Honours; Bachelor of Business; Bachelor of Business; Bachelor of Business; Bachelor of Business/Bachelor of Economics; Bachelor of Business/Bachelor of Economics; Bachelor of Business/Bachelor of Economics; Bachelor of Business/Bachelor of Laws; Bachelor of Business/Bachelor of Laws; Bachelor of Business/Bachelor of Laws; Bachelor of Commerce (Financial Planning); Bachelor of Organisational Leadership; Bachelor of Computer Science; Bachelor of Computer Science; Bachelor of Computer Science; Bachelor of Computer Science with Honours; Bachelor of Computer Science with Honours; Bachelor of Computer Science with Honours; Bachelor of Computer Science/Bachelor of Laws; Bachelor of Computer Science/Bachelor of Laws; Bachelor of Computer Science/Bachelor of Laws; Bachelor of Agricultural Production and Management; Bachelor of Agricultural Production and Management; Bachelor of Agricultural Production and Management (1 year); Bachelor of Agricultural Production and Management (2 years); Bachelor of Agricultural Production and Management (3 years); Bachelor of Agricultural Production and Management (30 months); Bachelor of Agricultural and Resource Economics; Bachelor of Agricultural and Resource Economics; Bachelor of Agricultural and Resource Economics; Bachelor of Agriculture; Bachelor of Agriculture; Bachelor of Agriculture; Bachelor of Agriculture/Bachelor of Business; Bachelor of Agriculture/Bachelor of Business; Bachelor of Agriculture/Bachelor of Business; Bachelor of Agriculture/Bachelor of Laws; Bachelor of Agriculture/Bachelor of Laws; Bachelor of Agriculture/Bachelor of Laws; Bachelor of Animal Science; Bachelor of Animal Science; Bachelor of Animal Science; Bachelor of Biomedical Science; Bachelor of Biomedical Science; Bachelor of Biomedical Science; Bachelor of Clinical Exercise Physiology; Bachelor of Clinical Exercise Physiology; Bachelor of Clinical Exercise Physiology; Bachelor of Clinical Exercise Physiology with Honours; Bachelor of Clinical Exercise Physiology with Honours; Bachelor of Clinical Exercise Physiology with Honours; Bachelor of Medical Science and Doctor of Medicine (Joint Medical Program); Bachelor of Medical Science with Honours; Bachelor of Medical Science with Honours; Bachelor of Nursing; Bachelor of Nursing [Armidale Campus]; Bachelor of Nursing [Armidale Campus] (2 years); Bachelor of Nursing [Armidale Campus] (3 years); Bachelor of Nursing [Armidale Campus] (30 months); Bachelor of Nursing [Sydney Campus]; Bachelor of Nursing [Sydney Campus] (2 years); Bachelor of Nursing [Sydney Campus] (3 years); Bachelor of Nursing [Sydney Campus] (30 months); Bachelor of Nursing with Honours; Bachelor of Nursing with Honours; Bachelor of Nursing with Honours; Bachelor of Pharmacy with Honours; Bachelor of Pharmacy with Honours; Bachelor of Pharmacy with Honours; Bachelor of Psychological Science; Bachelor of Psychological Science; Bachelor of Psychological Science (18 months); Bachelor of Psychological Science (3 years); Bachelor of Psychology with Honours; Bachelor of Psychology with Honours; Bachelor of Psychology with Honours (1 year); Bachelor of Psychology with Honours (4 years); Bachelor of Rural Science; Bachelor of Rural Science; Bachelor of Rural Science; Bachelor of Science/Bachelor of Laws; Bachelor of Science/Bachelor of Laws; Bachelor of Science/Bachelor of Laws; Bachelor of Zoology; Bachelor of Zoology; Bachelor of Zoology; Bachelor of Environmental Science; Bachelor of Environmental Science; Bachelor of Environmental Science; Bachelor of Environmental Science/Bachelor of Laws; Bachelor of Environmental Science/Bachelor of Laws; Bachelor of Environmental Science/Bachelor of Laws; Bachelor of GeoScience; Bachelor of GeoScience; Bachelor of GeoScience; Bachelor of Science; Bachelor of Science; Bachelor of Science; Bachelor of Science with Honours; Bachelor of Science with Honours; Bachelor of Science with Honours; Bachelor of Scientific Studies; Bachelor of Scientific Studies; Bachelor of Scientific Studies; Bachelor of Sustainability; Bachelor of Sustainability; Bachelor of Sustainability; Bachelor of Community Services; Bachelor of Criminology; Bachelor of Criminology; Bachelor of Criminology; Bachelor of Criminology with Honours; Bachelor of Criminology with Honours; Bachelor of Criminology with Honours; Bachelor of Criminology/ Bachelor of Laws; Bachelor of Criminology/ Bachelor of Laws; Bachelor of Criminology/ Bachelor of Laws; Bachelor of Economics; Bachelor of Economics; Bachelor of Economics; Bachelor of Economics with Honours; Bachelor of Economics with Honours; Bachelor of Economics with Honours; Bachelor of Economics/Bachelor of Laws; Bachelor of Economics/Bachelor of Laws; Bachelor of Economics/Bachelor of Laws; Bachelor of Education (Early Childhood Teaching); Bachelor of Education (Early Childhood and Primary); Bachelor of Education (Early Childhood and Primary); Bachelor of Education (Early Childhood and Primary) (30 months); Bachelor of Education (Early Childhood and Primary) (4 years); Bachelor of Education (Early Childhood and Primary) (42 months); Bachelor of Education (In-service Conversion); Bachelor of Education (K-12 Teaching); Bachelor of Education (K-12 Teaching); Bachelor of Education (K-12 Teaching); Bachelor of Education (K-6 Teaching); Bachelor of Education (K-6 Teaching); Bachelor of Education (K-6 Teaching); Bachelor of Education (Pacific Focus); Bachelor of Education (Secondary Arts); Bachelor of Education (Secondary Arts); Bachelor of Education (Secondary Arts); Bachelor of Education (Secondary Mathematics); Bachelor of Education (Secondary Mathematics); Bachelor of Education (Secondary Mathematics); Bachelor of Education (Secondary Music); Bachelor of Education (Secondary Science); Bachelor of Education (Secondary Science); Bachelor of Education (Secondary Science); Bachelor of Educational Studies; Bachelor of Educational Studies; Bachelor of Educational Studies; Bachelor of Exercise and Sports Science; Bachelor of Exercise and Sports Science; Bachelor of Exercise and Sports Science; Bachelor of Exercise and Sports Science with Honours; Bachelor of Exercise and Sports Science with Honours; Bachelor of Exercise and Sports Science with Honours; Bachelor of International Studies; Bachelor of International Studies; Bachelor of International Studies; Bachelor of International Studies with Honours; Bachelor of International Studies with Honours; Bachelor of International Studies with Honours; Bachelor of Laws (3 Years); Bachelor of Laws (3 Years); Bachelor of Laws (3 Years); Bachelor of Laws (4 Years); Bachelor of Laws (4 Years); Bachelor of Laws (4 Years); Bachelor of Legal Studies; Bachelor of Legal Studies; Bachelor of Legal Studies; Bachelor of Media and Communications; Bachelor of Media and Communications; Bachelor of Media and Communications; Bachelor of Media and Communications with Honours; Bachelor of Media and Communications with Honours; Bachelor of Media and Communications with Honours; Bachelor of Social Science; Bachelor of Social Science; Bachelor of Social Science; Bachelor of Social Science with Honours; Bachelor of Social Science with Honours; Bachelor of Social Science with Honours; Bachelor of Social Work; Bachelor of Social Work; Bachelor of Social Work; Bachelor of Special and Inclusive Education (Primary); Bachelor of Special and Inclusive Education (Primary); Bachelor of Special and Inclusive Education (Primary); Bachelor of Training and Development,Master of Applied Linguistics; Master of Applied Theatre Studies; Master of Arts; Master of Arts; Master of Arts (1 year); Master of Arts (18 months); Master of Arts (2 years); Master of History; Master of Urban and Regional Planning; Master of Urban and Regional Planning; Master of Urban and Regional Planning; Master of Professional Accounting; Master of Professional Accounting; Master of Professional Accounting (18 months); Master of Professional Accounting (2 years); Master of Computer Science; Master of Computer Science; Master of Computer Science (18 months); Master of Computer Science (2 years); Master of Data Science; Master of Data Science; Master of Data Science (1 year); Master of Data Science (18 months); Master of Data Science (2 years); Master of Information Technology; Master of Information Technology; Master of Information Technology (1 year); Master of Information Technology (18 months); Master of Information Technology (2 years); Master of Information Technology (Business); Master of Information Technology (Business); Master of Information Technology (Business) (1 year); Master of Information Technology (Business) (18 months); Master of Information Technology (Business) (2 years); Master of Counselling; Master of Disability; Master of Health Management; Master of Health Management (International); Master of Health Management (International); Master of Mental Health Practice; Master of Neuroscience; Master of Professional Psychology; Master of Psychology (Clinical); Master of Psychology (Clinical); Master of Psychology (Clinical); Master of Science in Agriculture; Master of Science in Agriculture; Master of Science in Agriculture (1 year); Master of Science in Agriculture (18 months); Master of Science in Agriculture (2 years); Master of Scientific Studies; Master of Scientific Studies; Master of Scientific Studies; Master of Environmental Science and Management; Master of Environmental Science and Management; Master of Environmental Science and Management (1 year); Master of Environmental Science and Management (18 months); Master of Environmental Science and Management (2 years); Master of Planning and Management of Natural Hazards; Master of Planning and Management of Natural Hazards; Master of Planning and Management of Natural Hazards; Master of Economic and Regional Development; Master of Economic and Regional Development; Master of Economic and Regional Development (18 months); Master of Economic and Regional Development (2 years); Master of Economics; Master of Economics; Master of Economics (1 year); Master of Economics (18 months); Master of Economics (2 years); Master of Education; Master of Education; Master of Education (1 years); Master of Education (18 months); Master of Laws; Master of Laws; Master of Laws (1 year); Master of Laws (18 months); Master of Laws (2 year); Master of Social Work (Professional Qualifying); Master of Social Work (Professional Qualifying); Master of Social Work (Professional Qualifying); Master of Strategic Organisational Development and Human Resource Management; Master of Teaching (Primary); Master of Teaching (Primary); Master of Teaching (Primary); Master of Teaching (Secondary); Master of Teaching (Secondary); Master of Teaching (Secondary)
Stonehill College,,
