University,UG Programs,PG Programs
"Presbyterian University College, Ghana",,
Athens University of Economics and Business,,
Southern Illinois University ,,
Shandong University,,
"National University, Philippines",Bachelor of Arts in English Language Studies; Bachelor of Science in Architecture; Bachelor of Science in Environmental Planning; Bachelor of Secondary Education major in English; Bachelor Of Science In Accountancy; Bachelor Of Science In Management Accounting; Bachelor of Science in Accounting Information System; Bachelor of Science in Business Administration Major in Financial Management; Bachelor of Science in Business Administration Major in Marketing Management; Bachelor of Science in Real Estate Management; Human Resource Management; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering; Bachelor of Science in Computer Science; Bachelor of Science in Electrical Engineering; Bachelor of Science in Electronics Engineering; Bachelor of Science in Environmental and Sanitary Engineering; Bachelor of Science in Information Technology; Bachelor of Science in Mechanical Engineering; Bachelor of Science in Medical Technology / Medical Laboratory Science; Bachelor of Science in Nursing; Bachelor of Science in Pharmacy; Bachelor of Science in Psychology; Dental Hygiene NC IV; BACHELOR OF ARTS IN POLITICAL SCIENCE; BS Criminology; Bachelor of Arts in Communication; Bachelor of Elementary Education; Bachelor of Multimedia Arts; Bachelor of Physical Education; Bachelor of Science Exercise and Sports Science; Bachelor of Science in Hospitality Management; Bachelor of Science in Tourism Management; Master of Arts in Education major in Special Education,Master of Arts in Education major in Educational Management; Master of Arts in Education major in English Language Education; Master of Arts in Education major in Filipino; Master In Information Technology; Master Of Science In Computer Science; Master of Science in Sanitary Engineering
Ecole nationale des chartes,,
The Graduate School,,
Universidade Anhembi Morumbi,,
Conservatoire royal de Bruxelles,,
Albany State University - College of Business,,
ESE Business School,,
Harvey Mudd College,,
Universidad Catolica de Costa Rica,,
Nanjing Normal University,,
Morgan State University,,
Queensland University of Technology,,
Guangdong University of Foreign studies,,
Polytechnic of Porto,,
IMT Mines Ales,,
Tulane University Law School,,
"University of Maryland, Robert H. Smith School of Business",,Master of Finance; Master of Quantitative Finance; Master of Science in Accounting; Master of Science in Business Analytics; Master of Science in Business and Management; Master of Science in Information Systems; Master of Science in Marketing Analytics; Online MS in Business Analytics; Master of Science in Supply Chain Management
Groupe ISMANS,,
Newport Business School,,
University of Ostrava,,
The Rockefeller University,,
Technische Universität Wien,,
Uganda Christian University,,
Bahauddin Zakariya University ,,
"National University of Science and Technology (NUST), Zimbabwe",,
Universidade Federal do Rio Grande Do Sul ,,
Panjab University,,
Universidade Federal Rural de Pernambuco (UFRPE),,
University of Notre Dame,,M.S. in Data Science
Strathmore University,,
University of Carthage,,
Vistula University,,
Lamar University,,
IMT Mines Ales,,
Universidad Iberoamericana Puebla,,
Gwangju National University of Education ,,
Universidad Mayor de San Francisco Xavier,,
Nanjing University of Science and Technology,,
Netaji Subhash University of Technology,,
Tabriz University of Medical Sciences,,
Central Bicol State University of Agriculture,,
Universidade Federal de São Paulo,,
Hunan University ,,
Mie University,,
South Kazakhstan Medical Academy,,
Gadjah Mada University,,
Universidad Metropolitana,,
Ted Rogers School of Management - Toronto Metropolitan University,,
Charles University,,
Azzaytuna University,,
Towson University,,
Indian Institute of Technology Delhi (IITD),,
"National University, Philippines",Bachelor of Arts in English Language Studies; Bachelor of Science in Architecture; Bachelor of Science in Environmental Planning; Bachelor of Secondary Education major in English; Bachelor Of Science In Accountancy; Bachelor Of Science In Management Accounting; Bachelor of Science in Accounting Information System; Bachelor of Science in Business Administration Major in Financial Management; Bachelor of Science in Business Administration Major in Marketing Management; Bachelor of Science in Real Estate Management; Human Resource Management; Bachelor of Science in Civil Engineering; Bachelor of Science in Computer Engineering; Bachelor of Science in Computer Science; Bachelor of Science in Electrical Engineering; Bachelor of Science in Electronics Engineering; Bachelor of Science in Environmental and Sanitary Engineering; Bachelor of Science in Information Technology; Bachelor of Science in Mechanical Engineering; Bachelor of Science in Medical Technology / Medical Laboratory Science; Bachelor of Science in Nursing; Bachelor of Science in Pharmacy; Bachelor of Science in Psychology; Dental Hygiene NC IV; BACHELOR OF ARTS IN POLITICAL SCIENCE; BS Criminology; Bachelor of Arts in Communication; Bachelor of Elementary Education; Bachelor of Multimedia Arts; Bachelor of Physical Education; Bachelor of Science Exercise and Sports Science; Bachelor of Science in Hospitality Management; Bachelor of Science in Tourism Management; Master of Arts in Education major in Special Education,Master of Arts in Education major in Educational Management; Master of Arts in Education major in English Language Education; Master of Arts in Education major in Filipino; Master In Information Technology; Master Of Science In Computer Science; Master of Science in Sanitary Engineering
Universidad Autónoma de Baja California,,
"SEG, Swiss Education Group","BACHELOR OF ARTS IN HOSPITALITY BUSINESS MANAGEMENT FROM WASHINGTON STATE UNIVERSITY (CARSON COLLEGE OF BUSINESS); Bachelor of International Business in Culinary Arts, Pastry & Chocolate or Vegetarian Culinary Arts; Hospitality Management (with Specialization); International Hospitality, Events or design Management (Hons)",MASTER OF ARTS IN HOSPITALITY AND TOURISM ENTREPRENEURSHIP; MSc in Hospitality Management; Master of Arts in Culinary Business Management; Master of Arts in Executive Hospitality Management (Online); Master of Arts in International Hospitality Business Management - SHMS
Ochanomizu University,,
Russian New University RosNOU,,
Shanghai Jiao Tong University,,
Naif Arab University for Security Sciences,,
Khwaja Fareed University of Engineering and Information Technology,,
Trinity Laban Conservatoire of Music and Dance,,
"Tsinghua University, School of Economics and Management",,
Ternopil Ivan Puluj National Technical University,,
Vetsuisse Faculty Bern and Zurich,,
The Fuqua School of Business,,
Rabdan Academy,,
Pontifícia Universidade Católica de Campinas,,
College of Electrical and Electronics Technology (CEET)- Benghazi,,
Sarah Lawrence University,,
University of Business Innovation and Sustainability (UBIS),Bachelor in Business Administration; Bachelor in Business Administration ONLINE; Bachelor of Arts in International Relations; Bachelor of Arts in International Relations ONLINE,Master of Arts in International Relations; Master of Arts in International Relations ONLINE; Masters in Information Technology (MIT)
The University of Virginia Darden School of Business,,
Alderson-Broaddus College,,
Atria University,,
SDA Bocconi School of Management,,
London School of Business and Finance Singapore,Bachelor of Arts (Honours) Accounting and Finance (Top-up); Diploma in Accounting and Finance; Diploma in Banking & Finance; Bachelor of Arts (Honours) Business Studies (Top-up); Diploma in Business Studies; Foundation Diploma; Bachelor of Arts (Honours) Business Logistics and Transport Management (Top-up); Diploma in Logistics & Supply Chain Management; Bachelor of Science (Honours) in Computer Science; Bachelor of Science (Honours) in Cyber Security and Networks; Diploma in Data Analytics; Diploma in Information Technology; Higher Diploma in Cyber Security; Higher Diploma in Data Science and Analytics,ACCA; Master of Arts in International Business; Postgraduate Diploma in Business; Master of Law in International Business Law; Master of Law in International Corporate Governance; Master of Science in Legal Technology; Master of Arts in Logistics and Supply Chain Management; Master of Science in Computer Science; Master of Science in Information Security and Digital Forensics; Postgraduate Diploma in Cybersecurity
Universitas Pembangunan Nasional ,Architecture; Bachelor of English for Business and Professional Communication; Bachelor of Indonesian Linguistics; Interior Design; Visual Communication Design; Bachelor of Accounting; Bachelor of Development Economics; Bachelor of Entrepreneurship; Bachelor of Management; Bachelor of Data Science; Bachelor of Digital Business; Bachelor of Informatics; Bachelor of Information System; Chemical Engineering; Civil Engineering; Environmental Engineering; Food Technology; Industrial Engineering; Mechanical Engineering; Bachelor of Agribusiness; Bachelor of Agrotechnology; Bachelor of Medical Science; Physics; Bachelor of Business Administration; Bachelor of Communication Science; Bachelor of International Relations; Bachelor of Law Education; Bachelor of Public Administration; Bachelor of Tourism,Master of Accounting; Environmental Sciences; Master of Information Technology; Master of Agribusiness; Master of Agrotechnology; Master of Communication Science; Master of Law Education
Nova Southeastern University,"B.A. in Art and Design; B.A. in Theatre; Bachelor of Arts Degree in Arts Administration; Bachelor of Arts Degree in Dance; Bachelor of Arts Degree in Music; Bachelor of Arts in English; Bachelor of Arts in History; Bachelor of Arts in Philosophy; B.S. in General Engineering; Bachelor of Science Degree in Computer Engineering; Bachelor of Science Degree in Computer Science; Bachelor of Science Degree in Information Technology; B.S. in Biology; B.S. in Cardiovascular Sonography (B.S.-CVS); Bachelor of Science Degree in Behavioral Neuroscience; Bachelor of Science Degree in Marine Biology; Bachelor of Science in Medical Sonography; Bachelor of Science in Respiratory Therapy (B.S.R.T.), First-Professional (Entry-Level); Entry B.S. in Nursing; Bachelor of Science Degree in Chemistry; Bachelor of Science Degree in Environmental Science/Studies; Bachelor of Science Degree in Mathematics; B.S.B.A. in Accounting; B.S.B.A. in Finance; B.A. in Communication; B.S. in Applied Professional Studies; B.S. in General Studies; B.S.B.A. in Sport and Recreation Management; Bachelor of Arts in International Studies; Bachelor of Arts in Political Science; Bachelor of Science Degree in Athletic Training; Bachelor of Science Degree in Criminal Justice; Bachelor of Science Degree in Exercise and Sport Science; Bachelor of Science Degree in Human Development and Family Studies; Bachelor of Science Degree in Paralegal Studies; Bachelor of Science Degree in Public Administration; Bachelor of Science Degree in Sociology; Bachelor of Science in Legal Studies",
Galean University,,
Baikal State University,,
Universidad Estatal de Sonora,,
Islamic University,,
TOBB University of Economics and Technology,,
Universität Osnabrück,,
Lincoln University College,BSc (Hons) in Nursing (Public Health); Bachelor (Hons) in Business Administration; Bachelor in Tourism Management; Bachelor of Accountancy; Bachelor of Arts (Honours) in Creative Multimedia Technology; Bachelor of Arts in Mass Communication(Hons); Bachelor of Biomedical Sciences(Honours); Bachelor of Biotechnology (Honours); Bachelor of Business Administration in Accounting; Bachelor of Business Administration in Airline and Airport Management; Bachelor of Business Administration in Human Resource Management; Bachelor of Business Entrepreneurship; Bachelor of Business in Banking and Finance (Hons); Bachelor of Chemical Engineering Technology (Honours); Bachelor of Civil Engineering Technology With Honours; Bachelor of Computer Science (Hons) (Network Technology and Cybersecurity); Bachelor of Early Childhood Education; Bachelor of Economics and Finance (Hons); Bachelor of Education (Teaching of English as Second Language -TESL); Bachelor of Electrical and Electronics Engineering Technology With Honours; Bachelor of Fashion Management(Hons); Bachelor of Homeopathic Medical Science; Bachelor of Information Technology (Hons); Bachelor of Islamic Studies (Hons); Bachelor of Management (Oil and Gas Management); Bachelor of Mechanical Engineering Technology With Honours; Bachelor of Mechanical Engineering Technology(Aeronautics) (Hons); Bachelor of Medical Imaging (Hons); Bachelor of Nursing Sciences (Hons); Bachelor of Pharmacy (hons); Bachelor of Psychology; Bachelor of Science (Hons) in Hospitality Management; Bachelor of Science (Hons) in Nursing (Post Registration); Bachelor of Science (Hons.) Physiotherapy; Bachelor of Science in Agriculture (Hons); Diploma in Accounting; Diploma in Aeronautical Engineering Technology (Aircraft Maintenance); Diploma in Architecture; Diploma in Biotechnology; Diploma in Business Administration; Diploma in Civil Engineering; Diploma in Computer Science; Diploma in Culinary Arts; Diploma in Early Childhood Education; Diploma in Electrical and Electronics Engineering; Diploma in Hotel Management; Diploma in Mechanical Engineering; Diploma in Medical Assistant; Diploma in Mobile Computing; Diploma in Multimedia Applications; Diploma in Nursing; Diploma in Pharmacy; Diploma in Physiotherapy; Diploma in Psychology; Diploma in Teaching English as A Second Language; Diploma in Teaching English as Second Language; Doctor of Dental Surgery (DDS); Doctor of Medicine ( MD ),Doctor of Business Administration; Doctor of Philosophy (Ph.D) in Strategic Management; Doctor of Philosophy (Ph.D.) in Accounting; Doctor of Philosophy (Ph.D.) in Health Sciences; Doctor of Philosophy (Ph.D.) in Information Technology; Doctor of Philosophy (Ph.D.) in Management; Doctor of Philosophy (Ph.D.) in Medical Physiology; Doctor of Philosophy (Ph.D.) in Pharmacy; Doctor of Philosophy (Ph.D.) in Social Science; Doctor of Philosophy (Ph.D.) in lndustrial Management; Doctor of Philosophy (PhD) in Nursing; Doctor of Philosophy in Applied Sciences; Doctor of Philosophy in Business Administration; Doctor of Philosophy in Education; Doctor of Philosophy in English; Doctor of Philosophy in Medical Sciences; Doctor of Philosophy in Psychology; Doctor of Philosophy in Tourism and Hospitality Management; Doctor of Philosophy(Ph.D.) in Engineering; Master in Business Administration in Human Resource Management; Master in Construction Management; Master in Finance; Master in Medical Ultrasound; Master in Nursing; Master in Nursing (Education); Master in Railway Infrastructure Management; Master in Tourism Management; Master of Arts in Teaching of English as Second Language (MATESL); Master of Business Administration; Master of Business Administration (Global Business); Master of Business Administration in Health Care Management; Master of Business Administration in Hospitality Management; Master of Business Administration in Insurance; Master of Business Administration in Islamic Banking; Master of Business Administration in Oil and Gas; Master of Business Administration in Project Management; Master of Business Administration in Supply Chain and Logistics Management; Master of Communication; Master of Computer Science; Master of Economics; Master of Education; Master of Health Care; Master of International Relations and Policies; Master of Mechanical Engineering; Master of Medical Sciences; Master of Nursing (Midwifery); Master of Nursing (Public Health); Master of Pharmacy (By Research); Master of Public Administration; Master of Science Psychology; Master of Science in Alternative Energy; Master of Science in Applied Geology; Master of Science in Biotechnology; Master of Science in Biotechnology (Mode of Delivery By Research); Master of Science in Civil Engineering; Master of Science in Dentistry; Master of Science in Electrical and Electronics Engineering; Master of Science in Microbiology; Master of Science in Public Health; Master of Science in Telecommunication Engineering; Master of Social Work; Master of Water Resource Management; PhD in Medical Anatomy
Silesian University in Opava,,
Fachhochschule Aargau Nordwestschweiz,,
École d'Ingénieurs ITECH,,
Technical University of Darmstadt,,
Viet Nam National University Ho Chi Minh City (VNU-HCM),,
"Mines, ParisTech",,
Seattle Pacific University,,
National and Kapodistrian University of Athens,,
Stockholm University,,
Centre de Formation et de Perfectionnement des Journalistes (CFPJ),,
Buffalo State College (SUNY),,
Universidad EAN,,
Technical University of Kosice,,
Vita-Salute San Raffaele Medical School,,
"Department of Accounting, Finance and Economics",,
Tishreen University,,
Kazakh-Russian International University,,
Universidade de Passo Fundo ,,
Western Governors University Indiana,,
Windesheim University of Applied Sciences,,
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,,
CORCORAN COLLEGE OF ART & DESIGN,,
Bahauddin Zakariya University ,,
The London Film School,,
Osh State University,,
"Theatre Academy, University of the Arts Helsinki",,
Anglo-American University in Prague,,
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",,
Babes-Bolyai University,,
University of Applied Arts Vienna ,,
