University,Year,Rank
University of Kwazulu-Natal,2012 #551- 600,#551- 600
University of Kwazulu-Natal,2014 #501-550,#501-550
University of Kwazulu-Natal,2015 #501-550,#501-550
University of Kwazulu-Natal,2016 #551-600,#551-600
University of Kwazulu-Natal,2017 #651-700,#651-700
University of Kwazulu-Natal,2018 #701-750,#701-750
University of Kwazulu-Natal,2019 #751-800,#751-800
University of Kwazulu-Natal,2020 #801-1000,#801-1000
University of Kwazulu-Natal,2021 #801-1000,#801-1000
University of Kwazulu-Natal,2022 #801-1000,#801-1000
University of Kwazulu-Natal,2023 #801-1000,#801-1000
University of Kwazulu-Natal,2024 #621-630,#621-630
National University of Tainan,2024 #=350,#=350
Dr B R Ambedkar National Institute of Technology Jalandhar,2024 #=204,#=204
China Europe International Business School (CEIBS),2023 #111-120,#111-120
Universidad de Ibagué,2024 #=269,#=269
Universidad Nacional de Trujillo,2024 #=192,#=192
W. P. Carey School of Business,2021 #19,#19
W. P. Carey School of Business,2022 #23,#23
W. P. Carey School of Business,2023 #23,#23
W. P. Carey School of Business,2024 #25,#25
National Ilan University,2023 #=314,#=314
National Ilan University,2024 #=325,#=325
The University of Sheffield,2012 #66,#66
The University of Sheffield,2014 #=71,#=71
The University of Sheffield,2015 #69,#69
The University of Sheffield,2016 #80,#80
The University of Sheffield,2017 #84,#84
The University of Sheffield,2018 #=82,#=82
The University of Sheffield,2019 #=75,#=75
The University of Sheffield,2020 #78,#78
The University of Sheffield,2021 #93,#93
The University of Sheffield,2022 #95,#95
The University of Sheffield,2023 #=96,#=96
The University of Sheffield,2024 #104,#104
Pontifícia Universidade Católica de Campinas,2023 #1201-1400,#1201-1400
Pontifícia Universidade Católica de Campinas,2024 #1401+,#1401+
Universiti Islam Sultan Sharif Ali,2024 #=74,#=74
Applied Science Private University - Jordan,2024 #1101-1150,#1101-1150
Indian Institute of Technology Hyderabad (IITH),2021 #601-650,#601-650
Indian Institute of Technology Hyderabad (IITH),2022 #591-600,#591-600
Indian Institute of Technology Hyderabad (IITH),2023 #581-590,#581-590
Indian Institute of Technology Hyderabad (IITH),2024 #691-700,#691-700
State Tourism and Hotel Management School (SSAT),2017 #=45,#=45
State Tourism and Hotel Management School (SSAT),2018 #=35,#=35
State Tourism and Hotel Management School (SSAT),2022 #101-150,#101-150
State Tourism and Hotel Management School (SSAT),2023 #101-150,#101-150
Lehigh University,2012 #501- 550,#501- 550
Lehigh University,2014 #551-600,#551-600
Lehigh University,2015 #601-650,#601-650
Lehigh University,2016 #501-550,#501-550
Lehigh University,2017 #481-490,#481-490
Lehigh University,2018 #501-550,#501-550
Lehigh University,2019 #501-510,#501-510
Lehigh University,2020 #551-560,#551-560
Lehigh University,2021 #551-560,#551-560
Lehigh University,2022 #531-540,#531-540
Lehigh University,2023 #591-600,#591-600
Lehigh University,2024 #=548,#=548
Khulna University of Engineering and Technology,2024 #1201-1400,#1201-1400
Istanbul Şehir University,2024 #=45,#=45
Rutgers University–Camden,2023 #1201-1400,#1201-1400
Rutgers University–Camden,2024 #1201-1400,#1201-1400
University of Shanghai for Science and Technology,2022 #601-630,#601-630
University of Shanghai for Science and Technology,2022 #451-500,#451-500
University of Shanghai for Science and Technology,2022 #451-500,#451-500
University of Shanghai for Science and Technology,2022 #351-400,#351-400
UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,2024 #=233,#=233
Nanchang University,2021 #601-650,#601-650
Nanchang University,2021 #351-400,#351-400
Nanchang University,2023 #401-420,#401-420
Michigan Ross School of Business,2021 #2,#2
Michigan Ross School of Business,2022 #3,#3
Michigan Ross School of Business,2023 #3,#3
Michigan Ross School of Business,2024 #2,#2
Amsterdam Business School,2018 #60,#60
Amsterdam Business School,2019 #54,#54
Amsterdam Business School,2020 #43,#43
Saitama University,2012 #601+,#601+
Saitama University,2014 # 701+,# 701+
Saitama University,2015 # 701+,# 701+
Saitama University,2016 #701+,#701+
Saitama University,2017 #701+,#701+
Saitama University,2018 #801-1000,#801-1000
Saitama University,2019 #801-1000,#801-1000
Saitama University,2020 #801-1000,#801-1000
Saitama University,2021 #801-1000,#801-1000
Saitama University,2022 #1001-1200,#1001-1200
Saitama University,2023 #1001-1200,#1001-1200
Saitama University,2024 #1201-1400,#1201-1400
Universita' degli Studi dell'Aquila,2024 #=126,#=126
Warsaw University of Technology,2012 #601+,#601+
Warsaw University of Technology,2014 #601-650,#601-650
Warsaw University of Technology,2015 #651-700,#651-700
Warsaw University of Technology,2016 #651-700,#651-700
Warsaw University of Technology,2017 #601-650,#601-650
Warsaw University of Technology,2018 #601-650,#601-650
Warsaw University of Technology,2019 #601-650,#601-650
Warsaw University of Technology,2020 #521-530,#521-530
Warsaw University of Technology,2021 #511-520,#511-520
Warsaw University of Technology,2022 #501-510,#501-510
Warsaw University of Technology,2023 #521-530,#521-530
Warsaw University of Technology,2024 #=571,#=571
Tilburg School of Economics & Management,2022 #71-80,#71-80
Galatasaray University,2024 #=23,#=23
"ENSCM, Chimie Montpellier",2015 #301-400,#301-400
"ENSCM, Chimie Montpellier",2016 #301-400,#301-400
"ENSCM, Chimie Montpellier",2017 #351-400,#351-400
"ENSCM, Chimie Montpellier",2018 #351-400,#351-400
"ENSCM, Chimie Montpellier",2019 #351-400,#351-400
"ENSCM, Chimie Montpellier",2020 #351-400,#351-400
"ENSCM, Chimie Montpellier",2021 #501-550,#501-550
"ENSCM, Chimie Montpellier",2022 #401-450,#401-450
"ENSCM, Chimie Montpellier",2023 #551-600,#551-600
Technische Universität Dresden,2012 #288,#288
Technische Universität Dresden,2014 #262,#262
Technische Universität Dresden,2015 #234,#234
Technische Universität Dresden,2016 #227,#227
Technische Universität Dresden,2017 #=210,#=210
Technische Universität Dresden,2018 #=195,#=195
Technische Universität Dresden,2019 #191,#191
Technische Universität Dresden,2020 #179,#179
Technische Universität Dresden,2021 #173,#173
Technische Universität Dresden,2022 #=194,#=194
Technische Universität Dresden,2023 #200,#200
Technische Universität Dresden,2024 #=246,#=246
Daejin University,2023 #=339,#=339
Daejin University,2024 #=364,#=364
Alliance Manchester Business School,2021 #5,#5
Alliance Manchester Business School,2022 #=7,#=7
Alliance Manchester Business School,2023 #6,#6
Alliance Manchester Business School,2024 #7,#7
O.M.Beketov National University of Urban Economy,2024 #=103,#=103
Karakalpak State University,2023 #=41,#=41
Karakalpak State University,2024 #=49,#=49
Aarhus School of Architecture ,2017 #101-150,#101-150
Aarhus School of Architecture ,2018 #101-150,#101-150
Aarhus School of Architecture ,2019 #51-100,#51-100
Aarhus School of Architecture ,2020 #151-200,#151-200
Aarhus School of Architecture ,2021 #151-200,#151-200
Beijing University of Technology,2017 #651-700,#651-700
Beijing University of Technology,2018 #701-750,#701-750
Beijing University of Technology,2019 #751-800,#751-800
Beijing University of Technology,2020 #701-750,#701-750
Beijing University of Technology,2021 #651-700,#651-700
Beijing University of Technology,2022 #701-750,#701-750
Beijing University of Technology,2023 #751-800,#751-800
Beijing University of Technology,2024 #801-850,#801-850
King Mongkut's University of Technology Thonburi ,2012 #601+,#601+
King Mongkut's University of Technology Thonburi ,2014 # 701+,# 701+
King Mongkut's University of Technology Thonburi ,2015 # 701+,# 701+
King Mongkut's University of Technology Thonburi ,2016 #701+,#701+
King Mongkut's University of Technology Thonburi ,2017 #701+,#701+
King Mongkut's University of Technology Thonburi ,2018 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2019 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2020 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2021 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2022 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2023 #801-1000,#801-1000
King Mongkut's University of Technology Thonburi ,2024 #951-1000,#951-1000
HEC Paris MBA,2022 #1,#1
HEC Paris MBA,2023 #1,#1
HEC Paris MBA,2024 #1,#1
University of Calgary,2012 #214,#214
University of Calgary,2014 #201,#201
University of Calgary,2015 #=171,#=171
University of Calgary,2016 #=204,#=204
University of Calgary,2017 #=196,#=196
University of Calgary,2018 #217,#217
University of Calgary,2019 #229,#229
University of Calgary,2020 #233,#233
University of Calgary,2021 #246,#246
University of Calgary,2022 #235,#235
University of Calgary,2023 #242,#242
University of Calgary,2024 #182,#182
INSA Business School,2023 #151-175,#151-175
California Institute of Technology (Caltech),2012 #10,#10
California Institute of Technology (Caltech),2014 #=10,#=10
California Institute of Technology (Caltech),2015 #8,#8
California Institute of Technology (Caltech),2016 #5,#5
California Institute of Technology (Caltech),2017 #5,#5
California Institute of Technology (Caltech),2018 #4,#4
California Institute of Technology (Caltech),2019 #4,#4
California Institute of Technology (Caltech),2020 #5,#5
California Institute of Technology (Caltech),2021 #4,#4
California Institute of Technology (Caltech),2022 #6,#6
California Institute of Technology (Caltech),2023 #=6,#=6
California Institute of Technology (Caltech),2024 #15,#15
NUS Business School,2020 #15,#15
NUS Business School,2021 #16,#16
NUS Business School,2022 #=15,#=15
NUS Business School,2023 #11,#11
NUS Business School,2024 #10,#10
Politeknik Negeri Jakarta,2024 #=139,#=139
The University of Lahore,2012 #601+,#601+
The University of Lahore,2014 # 701+,# 701+
The University of Lahore,2015 # 701+,# 701+
The University of Lahore,2016 #701+,#701+
The University of Lahore,2017 #701+,#701+
The University of Lahore,2018 #801-1000,#801-1000
The University of Lahore,2020 #1001+,#1001+
The University of Lahore,2021 #1001+,#1001+
The University of Lahore,2022 #1001-1200,#1001-1200
The University of Lahore,2023 #1001-1200,#1001-1200
The University of Lahore,2024 #1001-1200,#1001-1200
Poznan School of Banking,2024 #=103,#=103
Karaganda Buketov University,2012 #601+,#601+
Karaganda Buketov University,2014 # 701+,# 701+
Karaganda Buketov University,2015 # 701+,# 701+
Karaganda Buketov University,2016 #701+,#701+
Karaganda Buketov University,2017 #701+,#701+
Karaganda Buketov University,2018 #651-700,#651-700
Karaganda Buketov University,2019 #651-700,#651-700
Karaganda Buketov University,2020 #801-1000,#801-1000
Karaganda Buketov University,2021 #1001+,#1001+
Karaganda Buketov University,2022 #801-1000,#801-1000
Karaganda Buketov University,2023 #801-1000,#801-1000
Karaganda Buketov University,2024 #851-900,#851-900
CUNY College of Staten Island,2021 #201-250,#201-250
Atatürk Üniversitesi,2020 #351-400,#351-400
MDI Gurgaon,2024 #151+,#151+
Kyushu Institute of Technology ,2018 #801-1000,#801-1000
Kyushu Institute of Technology ,2019 #801-1000,#801-1000
Kyushu Institute of Technology ,2020 #801-1000,#801-1000
Kyushu Institute of Technology ,2021 #801-1000,#801-1000
Kyushu Institute of Technology ,2022 #801-1000,#801-1000
Kyushu Institute of Technology ,2023 #1001-1200,#1001-1200
Kyushu Institute of Technology ,2024 #1001-1200,#1001-1200
Universidad de Ibagué,2024 #=269,#=269
Southeast University,2012 #551- 600,#551- 600
Southeast University,2014 #501-550,#501-550
Southeast University,2015 #551-600,#551-600
Southeast University,2016 #461-470,#461-470
Southeast University,2017 #501-550,#501-550
Southeast University,2018 #501-550,#501-550
Southeast University,2019 #511-520,#511-520
Southeast University,2020 #501-510,#501-510
Southeast University,2021 #493,#493
Southeast University,2022 #=465,#=465
Southeast University,2023 #=461,#=461
Southeast University,2024 #=454,#=454
University of Michigan-Flint,2021 #301-350,#301-350
Paris School of Economics ,2020 #51-100,#51-100
Paris School of Economics ,2020 #38,#38
Paris School of Economics ,2020 #335,#335
Paris School of Economics ,2021 #51-100,#51-100
Paris School of Economics ,2021 #=40,#=40
Paris School of Economics ,2021 #=375,#=375
Paris School of Economics ,2022 #401-450,#401-450
Paris School of Economics ,2022 #51-100,#51-100
Paris School of Economics ,2022 #=47,#=47
Paris School of Economics ,2023 #401-450,#401-450
Paris School of Economics ,2023 #51-100,#51-100
Paris School of Economics ,2023 #54,#54
Khoja Akhmet Yassawi International Kazakh-Turkish University,2023 #701-750,#701-750
Khoja Akhmet Yassawi International Kazakh-Turkish University,2024 #781-790,#781-790
Riphah International University,2023 #=131,#=131
Riphah International University,2024 #=189,#=189
Doshisha - Graduate school of Business,2023 #121-130,#121-130
Universidad Nacional del Nordeste (UNNE),2024 #=233,#=233
Universidad Tecnológica de Panamá (UTP),2019 #801-1000,#801-1000
Universidad Tecnológica de Panamá (UTP),2020 #801-1000,#801-1000
Universidad Tecnológica de Panamá (UTP),2021 #801-1000,#801-1000
Universidad Tecnológica de Panamá (UTP),2022 #801-1000,#801-1000
Universidad Tecnológica de Panamá (UTP),2023 #1001-1200,#1001-1200
Universidad Tecnológica de Panamá (UTP),2024 #951-1000,#951-1000
Universidade Estadual da Paraíba,2024 #=192,#=192
Masagung Graduate School of Management,2018 #101+,#101+
Masagung Graduate School of Management,2019 #101+,#101+
Masagung Graduate School of Management,2021 #101+,#101+
Masagung Graduate School of Management,2022 #141-150,#141-150
Masagung Graduate School of Management,2023 #141-150,#141-150
Masagung Graduate School of Management,2024 #151+,#151+
University of Illinois at Chicago (UIC),2012 #180,#180
University of Illinois at Chicago (UIC),2014 #192,#192
University of Illinois at Chicago (UIC),2015 #186,#186
University of Illinois at Chicago (UIC),2016 #185,#185
University of Illinois at Chicago (UIC),2017 #=187,#=187
University of Illinois at Chicago (UIC),2018 #=207,#=207
University of Illinois at Chicago (UIC),2019 #=214,#=214
University of Illinois at Chicago (UIC),2020 #231,#231
University of Illinois at Chicago (UIC),2021 #256,#256
University of Illinois at Chicago (UIC),2022 #=285,#=285
University of Illinois at Chicago (UIC),2023 #=317,#=317
University of Illinois at Chicago (UIC),2024 #=323,#=323
Universit internationale de Rabat,2023 #91-100,#91-100
Universit internationale de Rabat,2024 #111-120,#111-120
Toyo University ,2023 #=251,#=251
Toyo University ,2024 #=287,#=287
Yunnan University,2024 #1151-1200,#1151-1200
University of Palermo,2017 #701+,#701+
University of Palermo,2018 #801-1000,#801-1000
University of Palermo,2019 #801-1000,#801-1000
University of Palermo,2020 #801-1000,#801-1000
University of Palermo,2021 #801-1000,#801-1000
University of Palermo,2022 #801-1000,#801-1000
University of Palermo,2023 #1001-1200,#1001-1200
University of Palermo,2024 #851-900,#851-900
"Hindustan Institute of Technology and Science, Chennai",2023 #=160,#=160
"Hindustan Institute of Technology and Science, Chennai",2024 #=238,#=238
University of Economics - Varna,2021 #351-400,#351-400
Universidade Federal de Itajubá,2024 #901-920,#901-920
Marymount University,2020 #201-250,#201-250
Marymount University,2021 #201-250,#201-250
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2018 #701-750,#701-750
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2019 #751-800,#751-800
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2020 #701-750,#701-750
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2021 #751-800,#751-800
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2022 #751-800,#751-800
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2023 #751-800,#751-800
"Manipal Academy of Higher Education, Manipal, Karnataka, India",2024 #951-1000,#951-1000
Philipps-Universität Marburg ,2012 #401- 450,#401- 450
Philipps-Universität Marburg ,2014 #431-440,#431-440
Philipps-Universität Marburg ,2015 #491-500,#491-500
Philipps-Universität Marburg ,2016 #491-500,#491-500
Philipps-Universität Marburg ,2017 #551-600,#551-600
Philipps-Universität Marburg ,2018 #551-600,#551-600
Philipps-Universität Marburg ,2019 #601-650,#601-650
Philipps-Universität Marburg ,2020 #651-700,#651-700
Philipps-Universität Marburg ,2021 #651-700,#651-700
Philipps-Universität Marburg ,2022 #701-750,#701-750
Philipps-Universität Marburg ,2023 #751-800,#751-800
Philipps-Universität Marburg ,2024 #761-770,#761-770
Zayed University,2019 #701-750,#701-750
Zayed University,2020 #651-700,#651-700
Zayed University,2021 #701-750,#701-750
Zayed University,2022 #651-700,#651-700
Zayed University,2023 #701-750,#701-750
Zayed University,2024 #701-710,#701-710
Universidad Nacional de Lanús (UNLa),2024 #=269,#=269
Universidad Privada Dr. Rafael Belloso Chacín,2024 #=303,#=303
Universidad Tecnológica de Bolívar,2022 #1201+,#1201+
Universidad Tecnológica de Bolívar,2023 #1401+,#1401+
Universidad Tecnológica de Bolívar,2024 #1401+,#1401+
Central China Normal University,2020 #551-600,#551-600
Central China Normal University,2021 #451-500,#451-500
Central China Normal University,2022 #551-600,#551-600
National United University,2023 #=294,#=294
National United University,2024 #=325,#=325
Al Baha University,2020 #121-130,#121-130
Al Baha University,2021 #121-130,#121-130
Al Baha University,2022 #131-150,#131-150
Al Baha University,2023 #131-150,#131-150
Al Baha University,2024 #131-150,#131-150
Université Paris-Saclay,2012 #=218,#=218
Université Paris-Saclay,2014 #=189,#=189
Université Paris-Saclay,2015 #209,#209
Université Paris-Saclay,2016 #=241,#=241
Université Paris-Saclay,2017 #=241,#=241
Université Paris-Saclay,2018 #242,#242
Université Paris-Saclay,2019 #=239,#=239
Université Paris-Saclay,2020 #262,#262
Université Paris-Saclay,2021 #305,#305
Université Paris-Saclay,2022 #=86,#=86
Université Paris-Saclay,2023 #69,#69
Université Paris-Saclay,2024 #71,#71
Jinan University (China),2021 #601-650,#601-650
Jinan University (China),2022 #751-800,#751-800
Jinan University (China),2023 #701-750,#701-750
Jinan University (China),2024 #631-640,#631-640
Universidad Tecnológica Privada de Santa Cruz (UTEPSA),2024 #=303,#=303
Salahaddin University-Erbil,2018 #81-90,#81-90
Salahaddin University-Erbil,2019 #101-110,#101-110
Salahaddin University-Erbil,2020 #121-130,#121-130
Salahaddin University-Erbil,2021 #131-160,#131-160
Salahaddin University-Erbil,2022 #151-180,#151-180
Salahaddin University-Erbil,2023 #151-170,#151-170
Salahaddin University-Erbil,2024 #131-150,#131-150
Bentley University,2019 #51+,#51+
Bentley University,2020 #51+,#51+
Bentley University,2021 #51+,#51+
International Medical University,2020 #551-600,#551-600
International Medical University,2021 #551-600,#551-600
International Medical University,2021 #301-350,#301-350
International Medical University,2022 #201-250,#201-250
International Medical University,2022 #551-600,#551-600
International Medical University,2023 #201-250,#201-250
International Medical University,2023 #551-600,#551-600
"Royal Academy of Art, The Hague (KABK)",2015 #39,#39
"Royal Academy of Art, The Hague (KABK)",2017 #101-150,#101-150
"Royal Academy of Art, The Hague (KABK)",2018 #101-150,#101-150
"Royal Academy of Art, The Hague (KABK)",2019 #101-150,#101-150
"Royal Academy of Art, The Hague (KABK)",2020 #51-100,#51-100
"Royal Academy of Art, The Hague (KABK)",2021 #51-100,#51-100
"Royal Academy of Art, The Hague (KABK)",2022 #51-100,#51-100
"Royal Academy of Art, The Hague (KABK)",2023 #51-100,#51-100
Indian Institute of Technology Roorkee (IITR),2012 #401- 450,#401- 450
Indian Institute of Technology Roorkee (IITR),2014 #401-410,#401-410
Indian Institute of Technology Roorkee (IITR),2015 #461-470,#461-470
Indian Institute of Technology Roorkee (IITR),2016 #=391,#=391
Indian Institute of Technology Roorkee (IITR),2017 #399,#399
Indian Institute of Technology Roorkee (IITR),2018 #431-440,#431-440
Indian Institute of Technology Roorkee (IITR),2019 #=381,#=381
Indian Institute of Technology Roorkee (IITR),2020 #383,#383
Indian Institute of Technology Roorkee (IITR),2021 #383,#383
Indian Institute of Technology Roorkee (IITR),2022 #=400,#=400
Indian Institute of Technology Roorkee (IITR),2023 #=369,#=369
Indian Institute of Technology Roorkee (IITR),2024 #=369,#=369
Universidad UNIACC,2015 #301+,#301+
Universidad UNIACC,2016 #301+,#301+
Universidad UNIACC,2018 #301-400,#301-400
Universidad UNIACC,2019 #351+,#351+
Universidad UNIACC,2020 #351-400,#351-400
Universidad UNIACC,2021 #351-400,#351-400
Norwegian University of Life Sciences,2024 #1201-1400,#1201-1400
Lebanese Canadian University Lebanon,2023 #101-150,#101-150
Bielefeld University,2012 #384,#384
Bielefeld University,2014 #431-440,#431-440
Bielefeld University,2015 #501-550,#501-550
Bielefeld University,2016 #501-550,#501-550
Bielefeld University,2017 #601-650,#601-650
Bielefeld University,2018 #651-700,#651-700
Bielefeld University,2019 #701-750,#701-750
Bielefeld University,2020 #751-800,#751-800
Bielefeld University,2021 #801-1000,#801-1000
Bielefeld University,2022 #801-1000,#801-1000
Bielefeld University,2023 #1001-1200,#1001-1200
Bielefeld University,2024 #951-1000,#951-1000
University of St. Gallen MBA,2023 #15,#15
University of St. Gallen MBA,2024 #17,#17
Australian Catholic University,2017 #701+,#701+
Australian Catholic University,2018 #801-1000,#801-1000
Australian Catholic University,2019 #801-1000,#801-1000
Australian Catholic University,2020 #801-1000,#801-1000
Australian Catholic University,2021 #801-1000,#801-1000
Australian Catholic University,2022 #801-1000,#801-1000
Australian Catholic University,2023 #801-1000,#801-1000
Australian Catholic University,2024 #801-850,#801-850
Stefan cel Mare University of Suceava,2022 #1201+,#1201+
Stefan cel Mare University of Suceava,2023 #1201-1400,#1201-1400
Stefan cel Mare University of Suceava,2024 #1201-1400,#1201-1400
Gatton College of Business and Economics,2021 #101+,#101+
Aleksandras Stulginskis University (Lithuanian University of Agriculture),2018 #251-300,#251-300
Aleksandras Stulginskis University (Lithuanian University of Agriculture),2019 #201-250,#201-250
Jadara University,2024 #171-200,#171-200
Beijing Normal University ,2012 #252,#252
Beijing Normal University ,2014 #252,#252
Beijing Normal University ,2015 #=240,#=240
Beijing Normal University ,2016 #232,#232
Beijing Normal University ,2017 #257,#257
Beijing Normal University ,2018 #=256,#=256
Beijing Normal University ,2019 #=292,#=292
Beijing Normal University ,2020 #277,#277
Beijing Normal University ,2021 #279,#279
Beijing Normal University ,2022 #=270,#=270
Beijing Normal University ,2023 #=262,#=262
Beijing Normal University ,2024 #=272,#=272
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2016 #12,#12
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2017 #9,#9
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2018 #7,#7
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2019 #14,#14
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2020 #17,#17
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2021 #5,#5
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2022 #4,#4
Conservatoire national supérieur de musique et de danse de Paris (CNSMDP),2023 #2,#2
Petra Christian University,2024 #1401+,#1401+
Universitas Negeri Surabaya,2023 #=103,#=103
Universitas Negeri Surabaya,2024 #=139,#=139
The University of Tokyo,2012 #30,#30
The University of Tokyo,2014 #32,#32
The University of Tokyo,2015 #=31,#=31
The University of Tokyo,2016 #39,#39
The University of Tokyo,2017 #34,#34
The University of Tokyo,2018 #=28,#=28
The University of Tokyo,2019 #23,#23
The University of Tokyo,2020 #22,#22
The University of Tokyo,2021 #24,#24
The University of Tokyo,2022 #=23,#=23
The University of Tokyo,2023 #23,#23
The University of Tokyo,2024 #28,#28
CENTRUM Catolica,2021 #20,#20
CENTRUM Catolica,2022 #21,#21
CENTRUM Catolica,2023 #27,#27
CENTRUM Catolica,2024 #37,#37
"University of Missouri, Columbia",2012 #=385,#=385
"University of Missouri, Columbia",2014 #421-430,#421-430
"University of Missouri, Columbia",2015 #451-460,#451-460
"University of Missouri, Columbia",2016 #501-550,#501-550
"University of Missouri, Columbia",2017 #551-600,#551-600
"University of Missouri, Columbia",2018 #601-650,#601-650
"University of Missouri, Columbia",2019 #591-600,#591-600
"University of Missouri, Columbia",2020 #551-560,#551-560
"University of Missouri, Columbia",2021 #483,#483
"University of Missouri, Columbia",2022 #476,#476
"University of Missouri, Columbia",2023 #511-520,#511-520
"University of Missouri, Columbia",2024 #=586,#=586
Pontifícia Universidade Católica de São Paulo,2012 #551- 600,#551- 600
Pontifícia Universidade Católica de São Paulo,2014 #551-600,#551-600
Pontifícia Universidade Católica de São Paulo,2015 #551-600,#551-600
Pontifícia Universidade Católica de São Paulo,2016 #501-550,#501-550
Pontifícia Universidade Católica de São Paulo,2017 #501-550,#501-550
Pontifícia Universidade Católica de São Paulo,2018 #501-550,#501-550
Pontifícia Universidade Católica de São Paulo,2019 #531-540,#531-540
Pontifícia Universidade Católica de São Paulo,2020 #651-700,#651-700
Pontifícia Universidade Católica de São Paulo,2021 #801-1000,#801-1000
Pontifícia Universidade Católica de São Paulo,2022 #801-1000,#801-1000
Pontifícia Universidade Católica de São Paulo,2023 #801-1000,#801-1000
Pontifícia Universidade Católica de São Paulo,2024 #1001-1200,#1001-1200
Lebanese University,2021 #701-750,#701-750
Lebanese University,2022 #701-750,#701-750
Lebanese University,2023 #601-650,#601-650
Lebanese University,2024 #=577,#=577
Tel Aviv University,2012 #209,#209
Tel Aviv University,2014 #=196,#=196
Tel Aviv University,2015 #=195,#=195
Tel Aviv University,2016 #203,#203
Tel Aviv University,2017 #212,#212
