University,Year,Rank
Tecnológico de Monterrey,2024 #=184,#=184
Universidad de Lima,2020 #801-1000,#801-1000
Universidad de Lima,2021 #1001+,#1001+
Universidad de Lima,2022 #1001-1200,#1001-1200
Universidad de Lima,2023 #1001-1200,#1001-1200
Universidad de Lima,2024 #1001-1200,#1001-1200
Ecole Polytechnique,2012 #41,#41
Ecole Polytechnique,2014 #=41,#=41
Ecole Polytechnique,2015 #35,#35
Ecole Polytechnique,2016 #40,#40
Ecole Polytechnique,2017 #=53,#=53
Ecole Polytechnique,2018 #59,#59
Ecole Polytechnique,2019 #65,#65
Ecole Polytechnique,2020 #60,#60
Ecole Polytechnique,2021 #61,#61
Rennes School of Business,2022 #51+,#51+
Rennes School of Business,2023 #51+,#51+
Rennes School of Business,2024 #51+,#51+
Alma Mater Studiorum - Università di Bologna,2012 #194,#194
Alma Mater Studiorum - Università di Bologna,2014 #188,#188
Alma Mater Studiorum - Università di Bologna,2015 #=182,#=182
Alma Mater Studiorum - Università di Bologna,2016 #=204,#=204
Alma Mater Studiorum - Università di Bologna,2017 #208,#208
Alma Mater Studiorum - Università di Bologna,2018 #=188,#=188
Alma Mater Studiorum - Università di Bologna,2019 #=180,#=180
Alma Mater Studiorum - Università di Bologna,2020 #177,#177
Alma Mater Studiorum - Università di Bologna,2021 #160,#160
Alma Mater Studiorum - Università di Bologna,2022 #=166,#=166
Alma Mater Studiorum - Università di Bologna,2023 #=167,#=167
Alma Mater Studiorum - Università di Bologna,2024 #=154,#=154
Tilburg University,2012 #401- 450,#401- 450
Tilburg University,2014 #373,#373
Tilburg University,2015 #=367,#=367
Tilburg University,2016 #=293,#=293
Tilburg University,2017 #=330,#=330
Tilburg University,2018 #=357,#=357
Tilburg University,2019 #=319,#=319
Tilburg University,2020 #=371,#=371
Tilburg University,2021 #368,#368
Tilburg University,2022 #=356,#=356
Tilburg University,2023 #=398,#=398
Tilburg University,2024 #=371,#=371
Saveetha Institute of Medical And Technical Sciences (SIMATS),2022 #18,#18
Saveetha Institute of Medical And Technical Sciences (SIMATS),2023 #13,#13
Airlangga University,2012 #601+,#601+
Airlangga University,2014 # 701+,# 701+
Airlangga University,2015 # 701+,# 701+
Airlangga University,2016 #701+,#701+
Airlangga University,2017 #701+,#701+
Airlangga University,2018 #701-750,#701-750
Airlangga University,2019 #751-800,#751-800
Airlangga University,2020 #651-700,#651-700
Airlangga University,2021 #521-530,#521-530
Airlangga University,2022 #=465,#=465
Airlangga University,2023 #=369,#=369
Airlangga University,2024 #=345,#=345
Dalhousie University,2012 #243,#243
Dalhousie University,2014 #=244,#=244
Dalhousie University,2015 #=235,#=235
Dalhousie University,2016 #=277,#=277
Dalhousie University,2017 #=283,#=283
Dalhousie University,2018 #=279,#=279
Dalhousie University,2019 #=279,#=279
Dalhousie University,2020 #280,#280
Dalhousie University,2021 #291,#291
Dalhousie University,2022 #=272,#=272
Dalhousie University,2023 #=308,#=308
Dalhousie University,2024 #298,#298
National University of Singapore (NUS),2012 #25,#25
National University of Singapore (NUS),2014 #24,#24
National University of Singapore (NUS),2015 #22,#22
National University of Singapore (NUS),2016 #12,#12
National University of Singapore (NUS),2017 #12,#12
National University of Singapore (NUS),2018 #15,#15
National University of Singapore (NUS),2019 #11,#11
National University of Singapore (NUS),2020 #11,#11
National University of Singapore (NUS),2021 #11,#11
National University of Singapore (NUS),2022 #11,#11
National University of Singapore (NUS),2023 #11,#11
National University of Singapore (NUS),2024 #8,#8
Università degli Studi di Udine,2020 #801-1000,#801-1000
Università degli Studi di Udine,2021 #801-1000,#801-1000
Università degli Studi di Udine,2022 #801-1000,#801-1000
Università degli Studi di Udine,2023 #1001-1200,#1001-1200
Università degli Studi di Udine,2024 #1001-1200,#1001-1200
Tilburg University,2012 #401- 450,#401- 450
Tilburg University,2014 #373,#373
Tilburg University,2015 #=367,#=367
Tilburg University,2016 #=293,#=293
Tilburg University,2017 #=330,#=330
Tilburg University,2018 #=357,#=357
Tilburg University,2019 #=319,#=319
Tilburg University,2020 #=371,#=371
Tilburg University,2021 #368,#368
Tilburg University,2022 #=356,#=356
Tilburg University,2023 #=398,#=398
Tilburg University,2024 #=371,#=371
Future University in Egypt,2023 #1001-1200,#1001-1200
Future University in Egypt,2024 #1001-1200,#1001-1200
Seton Hall University,2020 #161-170,#161-170
Savannah College of Art and Design,2015 #35,#35
Savannah College of Art and Design,2016 #51-100,#51-100
Savannah College of Art and Design,2017 #=49,#=49
Savannah College of Art and Design,2018 #=36,#=36
Savannah College of Art and Design,2019 #47,#47
Savannah College of Art and Design,2020 #36,#36
Savannah College of Art and Design,2021 #=33,#=33
Savannah College of Art and Design,2022 #26,#26
Savannah College of Art and Design,2023 #16,#16
Glion Institute of Higher Education,2017 #20,#20
Glion Institute of Higher Education,2018 #5,#5
Glion Institute of Higher Education,2019 #4,#4
Glion Institute of Higher Education,2020 #3,#3
Glion Institute of Higher Education,2021 #3,#3
Glion Institute of Higher Education,2022 #4,#4
Glion Institute of Higher Education,2023 #5,#5
United International Business School (UIBS),2022 #51+,#51+
United International Business School (UIBS),2023 #51+,#51+
United International Business School (UIBS),2024 #51+,#51+
John Hopkins Carey Business School,2019 #27,#27
John Hopkins Carey Business School,2020 #32,#32
John Hopkins Carey Business School,2021 #32,#32
John Hopkins Carey Business School,2022 #=34,#=34
John Hopkins Carey Business School,2023 #36,#36
John Hopkins Carey Business School,2024 #37,#37
Tecnológico de Monterrey,2012 #=306,#=306
Tecnológico de Monterrey,2014 #=279,#=279
Tecnológico de Monterrey,2015 #253,#253
Tecnológico de Monterrey,2016 #238,#238
Tecnológico de Monterrey,2017 #=206,#=206
Tecnológico de Monterrey,2018 #199,#199
Tecnológico de Monterrey,2019 #178,#178
Tecnológico de Monterrey,2020 #158,#158
Tecnológico de Monterrey,2021 #155,#155
Tecnológico de Monterrey,2022 #=161,#=161
Tecnológico de Monterrey,2023 #170,#170
Tecnológico de Monterrey,2024 #=184,#=184
Universidad de Lima,2020 #801-1000,#801-1000
Universidad de Lima,2021 #1001+,#1001+
Universidad de Lima,2022 #1001-1200,#1001-1200
Universidad de Lima,2023 #1001-1200,#1001-1200
Universidad de Lima,2024 #1001-1200,#1001-1200
Ecole Polytechnique,2012 #41,#41
Ecole Polytechnique,2014 #=41,#=41
Ecole Polytechnique,2015 #35,#35
Ecole Polytechnique,2016 #40,#40
Ecole Polytechnique,2017 #=53,#=53
Ecole Polytechnique,2018 #59,#59
Ecole Polytechnique,2019 #65,#65
Ecole Polytechnique,2020 #60,#60
Ecole Polytechnique,2021 #61,#61
Rennes School of Business,2022 #51+,#51+
Rennes School of Business,2023 #51+,#51+
Rennes School of Business,2024 #51+,#51+
Alma Mater Studiorum - Università di Bologna,2012 #194,#194
Alma Mater Studiorum - Università di Bologna,2014 #188,#188
Alma Mater Studiorum - Università di Bologna,2015 #=182,#=182
Alma Mater Studiorum - Università di Bologna,2016 #=204,#=204
Alma Mater Studiorum - Università di Bologna,2017 #208,#208
Alma Mater Studiorum - Università di Bologna,2018 #=188,#=188
Alma Mater Studiorum - Università di Bologna,2019 #=180,#=180
Alma Mater Studiorum - Università di Bologna,2020 #177,#177
Alma Mater Studiorum - Università di Bologna,2021 #160,#160
Alma Mater Studiorum - Università di Bologna,2022 #=166,#=166
Alma Mater Studiorum - Università di Bologna,2023 #=167,#=167
Alma Mater Studiorum - Università di Bologna,2024 #=154,#=154
Tilburg University,2012 #401- 450,#401- 450
Tilburg University,2014 #373,#373
Tilburg University,2015 #=367,#=367
Tilburg University,2016 #=293,#=293
Tilburg University,2017 #=330,#=330
Tilburg University,2018 #=357,#=357
Tilburg University,2019 #=319,#=319
Tilburg University,2020 #=371,#=371
Tilburg University,2021 #368,#368
Tilburg University,2022 #=356,#=356
Tilburg University,2023 #=398,#=398
Tilburg University,2024 #=371,#=371
Saveetha Institute of Medical And Technical Sciences (SIMATS),2022 #18,#18
Saveetha Institute of Medical And Technical Sciences (SIMATS),2023 #13,#13
Airlangga University,2012 #601+,#601+
Airlangga University,2014 # 701+,# 701+
Airlangga University,2015 # 701+,# 701+
Airlangga University,2016 #701+,#701+
Airlangga University,2017 #701+,#701+
Airlangga University,2018 #701-750,#701-750
Airlangga University,2019 #751-800,#751-800
Airlangga University,2020 #651-700,#651-700
Airlangga University,2021 #521-530,#521-530
Airlangga University,2022 #=465,#=465
Airlangga University,2023 #=369,#=369
Airlangga University,2024 #=345,#=345
Dalhousie University,2012 #243,#243
Dalhousie University,2014 #=244,#=244
Dalhousie University,2015 #=235,#=235
Dalhousie University,2016 #=277,#=277
Dalhousie University,2017 #=283,#=283
Dalhousie University,2018 #=279,#=279
Dalhousie University,2019 #=279,#=279
Dalhousie University,2020 #280,#280
Dalhousie University,2021 #291,#291
Dalhousie University,2022 #=272,#=272
Dalhousie University,2023 #=308,#=308
Dalhousie University,2024 #298,#298
National University of Singapore (NUS),2012 #25,#25
National University of Singapore (NUS),2014 #24,#24
National University of Singapore (NUS),2015 #22,#22
National University of Singapore (NUS),2016 #12,#12
National University of Singapore (NUS),2017 #12,#12
National University of Singapore (NUS),2018 #15,#15
National University of Singapore (NUS),2019 #11,#11
National University of Singapore (NUS),2020 #11,#11
National University of Singapore (NUS),2021 #11,#11
National University of Singapore (NUS),2022 #11,#11
National University of Singapore (NUS),2023 #11,#11
National University of Singapore (NUS),2024 #8,#8
Università degli Studi di Udine,2020 #801-1000,#801-1000
Università degli Studi di Udine,2021 #801-1000,#801-1000
Università degli Studi di Udine,2022 #801-1000,#801-1000
Università degli Studi di Udine,2023 #1001-1200,#1001-1200
Università degli Studi di Udine,2024 #1001-1200,#1001-1200
Tilburg University,2012 #401- 450,#401- 450
Tilburg University,2014 #373,#373
Tilburg University,2015 #=367,#=367
Tilburg University,2016 #=293,#=293
Tilburg University,2017 #=330,#=330
Tilburg University,2018 #=357,#=357
Tilburg University,2019 #=319,#=319
Tilburg University,2020 #=371,#=371
Tilburg University,2021 #368,#368
Tilburg University,2022 #=356,#=356
Tilburg University,2023 #=398,#=398
Tilburg University,2024 #=371,#=371
Future University in Egypt,2023 #1001-1200,#1001-1200
Future University in Egypt,2024 #1001-1200,#1001-1200
Seton Hall University,2020 #161-170,#161-170
Savannah College of Art and Design,2015 #35,#35
Savannah College of Art and Design,2016 #51-100,#51-100
Savannah College of Art and Design,2017 #=49,#=49
Savannah College of Art and Design,2018 #=36,#=36
Savannah College of Art and Design,2019 #47,#47
Savannah College of Art and Design,2020 #36,#36
Savannah College of Art and Design,2021 #=33,#=33
Savannah College of Art and Design,2022 #26,#26
Savannah College of Art and Design,2023 #16,#16
Glion Institute of Higher Education,2017 #20,#20
Glion Institute of Higher Education,2018 #5,#5
Glion Institute of Higher Education,2019 #4,#4
Glion Institute of Higher Education,2020 #3,#3
Glion Institute of Higher Education,2021 #3,#3
Glion Institute of Higher Education,2022 #4,#4
Glion Institute of Higher Education,2023 #5,#5
United International Business School (UIBS),2022 #51+,#51+
United International Business School (UIBS),2023 #51+,#51+
United International Business School (UIBS),2024 #51+,#51+
John Hopkins Carey Business School,2019 #27,#27
John Hopkins Carey Business School,2020 #32,#32
John Hopkins Carey Business School,2021 #32,#32
John Hopkins Carey Business School,2022 #=34,#=34
John Hopkins Carey Business School,2023 #36,#36
John Hopkins Carey Business School,2024 #37,#37
National Taiwan University of Science and Technology (Taiwan Tech),2012 #=396,#=396
National Taiwan University of Science and Technology (Taiwan Tech),2014 #411-420,#411-420
National Taiwan University of Science and Technology (Taiwan Tech),2015 #=371,#=371
National Taiwan University of Science and Technology (Taiwan Tech),2016 #260,#260
National Taiwan University of Science and Technology (Taiwan Tech),2017 #243,#243
National Taiwan University of Science and Technology (Taiwan Tech),2018 #=264,#=264
National Taiwan University of Science and Technology (Taiwan Tech),2019 #=257,#=257
National Taiwan University of Science and Technology (Taiwan Tech),2020 #251,#251
National Taiwan University of Science and Technology (Taiwan Tech),2021 #267,#267
National Taiwan University of Science and Technology (Taiwan Tech),2022 #=314,#=314
National Taiwan University of Science and Technology (Taiwan Tech),2023 #327,#327
National Taiwan University of Science and Technology (Taiwan Tech),2024 #=387,#=387
"Lingnan University, Hong Kong",2014 #551-600,#551-600
"Lingnan University, Hong Kong",2015 #601-650,#601-650
"Lingnan University, Hong Kong",2016 #601-650,#601-650
"Lingnan University, Hong Kong",2017 #601-650,#601-650
"Lingnan University, Hong Kong",2018 #551-600,#551-600
"Lingnan University, Hong Kong",2019 #601-650,#601-650
"Lingnan University, Hong Kong",2020 #591-600,#591-600
"Lingnan University, Hong Kong",2021 #571-580,#571-580
"Lingnan University, Hong Kong",2022 #581-590,#581-590
"Lingnan University, Hong Kong",2023 #601-650,#601-650
"Lingnan University, Hong Kong",2024 #641-650,#641-650
Al-Azhar University,2012 #551- 600,#551- 600
Al-Azhar University,2014 #651-700,#651-700
Al-Azhar University,2015 # 701+,# 701+
Al-Azhar University,2016 #701+,#701+
Al-Azhar University,2017 #701+,#701+
Al-Azhar University,2018 #801-1000,#801-1000
Al-Azhar University,2019 #801-1000,#801-1000
Al-Azhar University,2021 #1001+,#1001+
Al-Azhar University,2022 #1001-1200,#1001-1200
Al-Azhar University,2023 #1201-1400,#1201-1400
Al-Azhar University,2024 #1201-1400,#1201-1400
Technical University of Denmark,2012 #132,#132
Technical University of Denmark,2014 #=134,#=134
Technical University of Denmark,2015 #=123,#=123
Technical University of Denmark,2016 #112,#112
Technical University of Denmark,2017 #109,#109
Technical University of Denmark,2018 #=116,#=116
Technical University of Denmark,2019 #112,#112
Technical University of Denmark,2020 #112,#112
Technical University of Denmark,2021 #103,#103
Technical University of Denmark,2022 #99,#99
Technical University of Denmark,2023 #=104,#=104
Technical University of Denmark,2024 #121,#121
University of the West of England,2020 #751-800,#751-800
University of the West of England,2021 #801-1000,#801-1000
University of the West of England,2022 #801-1000,#801-1000
University of the West of England,2023 #801-1000,#801-1000
University of the West of England,2024 #741-750,#741-750
Universidad del Pacífico,2021 #1001+,#1001+
Universidad del Pacífico,2022 #1001-1200,#1001-1200
Universidad del Pacífico,2023 #1001-1200,#1001-1200
Universidad del Pacífico,2024 #1001-1200,#1001-1200
IE School of Science and Technology,2023 #7,#7
Trinity Business School,2018 #31,#31
Abai Kazakh National Pedagogical University,2012 #601+,#601+
Abai Kazakh National Pedagogical University,2014 # 701+,# 701+
Abai Kazakh National Pedagogical University,2015 #651-700,#651-700
Abai Kazakh National Pedagogical University,2016 #601-650,#601-650
Abai Kazakh National Pedagogical University,2017 #501-550,#501-550
Abai Kazakh National Pedagogical University,2018 #491-500,#491-500
Abai Kazakh National Pedagogical University,2019 #=481,#=481
Abai Kazakh National Pedagogical University,2020 #561-570,#561-570
Abai Kazakh National Pedagogical University,2021 #601-650,#601-650
Abai Kazakh National Pedagogical University,2022 #551-560,#551-560
Abai Kazakh National Pedagogical University,2023 #511-520,#511-520
Abai Kazakh National Pedagogical University,2024 #681-690,#681-690
Taylor's University,2019 #601-650,#601-650
Taylor's University,2020 #511-520,#511-520
Taylor's University,2021 #379,#379
Taylor's University,2022 #=332,#=332
Taylor's University,2023 #=284,#=284
Taylor's University,2024 #284,#284
Miami University,2014 # 701+,# 701+
Miami University,2015 # 701+,# 701+
Miami University,2016 #701+,#701+
Miami University,2017 #701+,#701+
Miami University,2018 #801-1000,#801-1000
Miami University,2019 #801-1000,#801-1000
Miami University,2020 #801-1000,#801-1000
Miami University,2021 #1001+,#1001+
Miami University,2022 #1001-1200,#1001-1200
Miami University,2023 #1201-1400,#1201-1400
Miami University,2024 #1201-1400,#1201-1400
University of Edinburgh Business School ,2019 #13,#13
University of Edinburgh Business School ,2020 #11,#11
University of Edinburgh Business School ,2021 #12,#12
University of Edinburgh Business School ,2022 #13,#13
University of Edinburgh Business School ,2023 #13,#13
University of Edinburgh Business School ,2024 #15,#15
University of Oulu,2012 #262,#262
University of Oulu,2014 #=253,#=253
University of Oulu,2015 #=259,#=259
University of Oulu,2016 #=358,#=358
University of Oulu,2017 #411-420,#411-420
University of Oulu,2018 #411-420,#411-420
University of Oulu,2019 #=376,#=376
University of Oulu,2020 #374,#374
University of Oulu,2021 #408,#408
University of Oulu,2022 #377,#377
University of Oulu,2023 #=392,#=392
University of Oulu,2024 #=313,#=313
IPB University (aka Bogor Agricultural University),2012 #601+,#601+
IPB University (aka Bogor Agricultural University),2014 # 701+,# 701+
IPB University (aka Bogor Agricultural University),2015 # 701+,# 701+
IPB University (aka Bogor Agricultural University),2016 #701+,#701+
IPB University (aka Bogor Agricultural University),2017 #701+,#701+
IPB University (aka Bogor Agricultural University),2018 #751-800,#751-800
IPB University (aka Bogor Agricultural University),2019 #701-750,#701-750
IPB University (aka Bogor Agricultural University),2020 #601-650,#601-650
IPB University (aka Bogor Agricultural University),2021 #531-540,#531-540
IPB University (aka Bogor Agricultural University),2022 #511-520,#511-520
IPB University (aka Bogor Agricultural University),2023 #=449,#=449
IPB University (aka Bogor Agricultural University),2024 #=489,#=489
Gulf University for Science and Technology,2021 #801-1000,#801-1000
Gulf University for Science and Technology,2022 #801-1000,#801-1000
Gulf University for Science and Technology,2023 #801-1000,#801-1000
Gulf University for Science and Technology,2024 #851-900,#851-900
Tilburg University,2012 #401- 450,#401- 450
Tilburg University,2014 #373,#373
Tilburg University,2015 #=367,#=367
Tilburg University,2016 #=293,#=293
Tilburg University,2017 #=330,#=330
Tilburg University,2018 #=357,#=357
Tilburg University,2019 #=319,#=319
Tilburg University,2020 #=371,#=371
Tilburg University,2021 #368,#368
Tilburg University,2022 #=356,#=356
Tilburg University,2023 #=398,#=398
Tilburg University,2024 #=371,#=371
The London School of Economics and Political Science (LSE),2012 #69,#69
The London School of Economics and Political Science (LSE),2014 #68,#68
The London School of Economics and Political Science (LSE),2015 #=71,#=71
The London School of Economics and Political Science (LSE),2016 #35,#35
The London School of Economics and Political Science (LSE),2017 #=37,#=37
The London School of Economics and Political Science (LSE),2018 #35,#35
The London School of Economics and Political Science (LSE),2019 #38,#38
The London School of Economics and Political Science (LSE),2020 #44,#44
The London School of Economics and Political Science (LSE),2021 #49,#49
The London School of Economics and Political Science (LSE),2022 #49,#49
The London School of Economics and Political Science (LSE),2023 #56,#56
The London School of Economics and Political Science (LSE),2024 #45,#45
The Education University of Hong Kong,2014 #51-100,#51-100
The Education University of Hong Kong,2015 #101-150,#101-150
The Education University of Hong Kong,2015 #15,#15
The Education University of Hong Kong,2016 #101-150,#101-150
The Education University of Hong Kong,2016 #12,#12
The Education University of Hong Kong,2017 #151-200,#151-200
The Education University of Hong Kong,2017 #13,#13
The Education University of Hong Kong,2017 #451-500,#451-500
The Education University of Hong Kong,2017 #=399,#=399
The Education University of Hong Kong,2018 #9,#9
The Education University of Hong Kong,2018 #151-200,#151-200
The Education University of Hong Kong,2018 #251-300,#251-300
The Education University of Hong Kong,2018 #=323,#=323
The Education University of Hong Kong,2019 #451-500,#451-500
The Education University of Hong Kong,2019 #20,#20
The Education University of Hong Kong,2020 #16,#16
The Education University of Hong Kong,2020 #251-300,#251-300
The Education University of Hong Kong,2021 #16,#16
The Education University of Hong Kong,2021 #251-300,#251-300
The Education University of Hong Kong,2022 #=17,#=17
The Education University of Hong Kong,2022 #301-320,#301-320
The Education University of Hong Kong,2022 #201-250,#201-250
The Education University of Hong Kong,2022 #251-300,#251-300
The Education University of Hong Kong,2023 #21,#21
The Education University of Hong Kong,2023 #251-300,#251-300
The Education University of Hong Kong,2023 #301-340,#301-340
The Education University of Hong Kong,2023 #251-300,#251-300
The Education University of Hong Kong,2023 #201-250,#201-250
Université de Montréal ,2012 #114,#114
Université de Montréal ,2014 #=92,#=92
Université de Montréal ,2015 #83,#83
Université de Montréal ,2016 #115,#115
Université de Montréal ,2017 #126,#126
Université de Montréal ,2018 #130,#130
Université de Montréal ,2019 #=149,#=149
Université de Montréal ,2020 #137,#137
Université de Montréal ,2021 #118,#118
Université de Montréal ,2022 #111,#111
Université de Montréal ,2023 #=116,#=116
Université de Montréal ,2024 #=141,#=141
UPES,2024 #901-950,#901-950
Prince Sattam Bin Abdulaziz University,2024 #1201+,#1201+
Instituto Tecnológico de Sonora (ITSON),2024 #=51,#=51
Leiden University,2012 #=75,#=75
Leiden University,2014 #74,#74
Leiden University,2015 #75,#75
Leiden University,2016 #95,#95
Leiden University,2017 #=102,#=102
Leiden University,2018 #=109,#=109
Leiden University,2019 #=122,#=122
Leiden University,2020 #118,#118
Leiden University,2021 #128,#128
Leiden University,2022 #=112,#=112
Leiden University,2023 #=131,#=131
Leiden University,2024 #=126,#=126
Northwestern Polytechnical University,2021 #531-540,#531-540
Northwestern Polytechnical University,2022 #541-550,#541-550
Northwestern Polytechnical University,2023 #551-560,#551-560
Northwestern Polytechnical University,2024 #621-630,#621-630
University of Exeter Business School,2023 #42,#42
University of Exeter Business School,2024 #=49,#=49
Universidad Europea de Madrid,2024 #1051-1100,#1051-1100
Thammasat University,2012 #551- 600,#551- 600
Thammasat University,2014 #601-650,#601-650
Thammasat University,2015 #601-650,#601-650
Thammasat University,2016 #601-650,#601-650
Thammasat University,2017 #601-650,#601-650
Thammasat University,2018 #601-650,#601-650
Thammasat University,2019 #601-650,#601-650
Thammasat University,2020 #601-650,#601-650
Thammasat University,2021 #561-570,#561-570
Thammasat University,2022 #601-650,#601-650
Thammasat University,2023 #651-700,#651-700
Thammasat University,2024 #=600,#=600
Heriot-Watt University,2012 #388,#388
Heriot-Watt University,2014 #369,#369
Heriot-Watt University,2015 #=352,#=352
Heriot-Watt University,2016 #318,#318
Heriot-Watt University,2017 #=327,#=327
Heriot-Watt University,2018 #312,#312
Heriot-Watt University,2019 #=302,#=302
Heriot-Watt University,2020 #314,#314
Heriot-Watt University,2021 #301,#301
Heriot-Watt University,2022 #=270,#=270
Heriot-Watt University,2023 #=281,#=281
Heriot-Watt University,2024 #235,#235
IED - Istituto Europeo di Design,2018 #101-150,#101-150
IED - Istituto Europeo di Design,2019 #151-200,#151-200
IED - Istituto Europeo di Design,2020 #151-200,#151-200
IED - Istituto Europeo di Design,2021 #201-220,#201-220
IED - Istituto Europeo di Design,2022 #151-200,#151-200
IED - Istituto Europeo di Design,2023 #101-150,#101-150
ALMAAREFA UNIVERSITY,2022 #81-90,#81-90
ALMAAREFA UNIVERSITY,2023 #61-70,#61-70
ALMAAREFA UNIVERSITY,2024 #51-60,#51-60
Saint Peter's University,2021 #251-300,#251-300
NEOMA Business School France,2020 #401-450,#401-450
NEOMA Business School France,2021 #351-400,#351-400
NEOMA Business School France,2022 #251-300,#251-300
NEOMA Business School France,2023 #201-250,#201-250
University of Kent,2012 #383,#383
University of Kent,2014 #411-420,#411-420
University of Kent,2015 #451-460,#451-460
University of Kent,2016 #360,#360
University of Kent,2017 #=366,#=366
University of Kent,2018 #=373,#=373
University of Kent,2019 #=355,#=355
University of Kent,2020 #368,#368
University of Kent,2021 #380,#380
University of Kent,2022 #=383,#=383
University of Kent,2023 #=375,#=375
University of Kent,2024 #=336,#=336
The Hong Kong University of Science and Technology,2012 #33,#33
The Hong Kong University of Science and Technology,2014 #34,#34
The Hong Kong University of Science and Technology,2015 #40,#40
The Hong Kong University of Science and Technology,2016 #28,#28
The Hong Kong University of Science and Technology,2017 #36,#36
The Hong Kong University of Science and Technology,2018 #30,#30
The Hong Kong University of Science and Technology,2019 #37,#37
The Hong Kong University of Science and Technology,2020 #32,#32
The Hong Kong University of Science and Technology,2021 #27,#27
The Hong Kong University of Science and Technology,2022 #34,#34
The Hong Kong University of Science and Technology,2023 #40,#40
The Hong Kong University of Science and Technology,2024 #60,#60
IE Business School,2017 #44,#44
Deusto Business School - University of Deusto,2023 #101-110,#101-110
Deusto Business School - University of Deusto,2024 #101-110,#101-110
Prince Mohammad Bin Fahd university,2021 #751-800,#751-800
Prince Mohammad Bin Fahd university,2022 #701-750,#701-750
Prince Mohammad Bin Fahd university,2023 #651-700,#651-700
Prince Mohammad Bin Fahd university,2024 #=590,#=590
Macao Polytechnic University,2024 #=287,#=287
University of Technology Sydney,2012 #284,#284
University of Technology Sydney,2014 #272,#272
University of Technology Sydney,2015 #264,#264
University of Technology Sydney,2016 #218,#218
University of Technology Sydney,2017 #193,#193
University of Technology Sydney,2018 #176,#176
University of Technology Sydney,2019 #=160,#=160
University of Technology Sydney,2020 #140,#140
University of Technology Sydney,2021 #133,#133
University of Technology Sydney,2022 #133,#133
University of Technology Sydney,2023 #137,#137
University of Technology Sydney,2024 #90,#90
James Cook University,2012 #362,#362
James Cook University,2014 #351,#351
James Cook University,2015 #350,#350
James Cook University,2016 #=387,#=387
James Cook University,2017 #=340,#=340
James Cook University,2018 #=367,#=367
James Cook University,2019 #=369,#=369
James Cook University,2020 #377,#377
James Cook University,2021 #462,#462
James Cook University,2022 #=424,#=424
James Cook University,2023 #=461,#=461
James Cook University,2024 #=415,#=415
European University Cyprus,2024 #=58,#=58
University of Exeter Business School,2023 #42,#42
University of Exeter Business School,2024 #=49,#=49
"City, University of London",2012 #=327,#=327
"City, University of London",2014 #347,#347
"City, University of London",2015 #=341,#=341
"City, University of London",2016 #301,#301
"City, University of London",2017 #314,#314
"City, University of London",2018 #343,#343
"City, University of London",2019 #351,#351
"City, University of London",2020 #349,#349
"City, University of London",2021 #350,#350
"City, University of London",2022 #=330,#=330
"City, University of London",2023 #=355,#=355
"City, University of London",2024 #=328,#=328
University of Jordan,2012 #601+,#601+
University of Jordan,2014 # 701+,# 701+
University of Jordan,2015 #651-700,#651-700
University of Jordan,2016 #601-650,#601-650
University of Jordan,2017 #551-600,#551-600
University of Jordan,2018 #551-600,#551-600
University of Jordan,2019 #601-650,#601-650
University of Jordan,2020 #601-650,#601-650
